bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,photon_counting_shifted,pc_sterr_shifted,SNR_analog,SNR_Photon,photon_deadtime_corr_hz,photon_deadtime_corr,analog_bg_corr,photon_bg_corr,afterpulse_profile,photon_APcorr,analog_scaled_for_glue,weight_w,merged_sig,overlap_func,merged_counts_ovcorr,range2_corrected_counts,range2_corrected_counts_overlap,nrb,range2_norm
0,0.0,66.6647,0.084641,192.222,0.88156,0.0,192.222,0.88156,787.6171122741933,218.0475520667907,466784076.2186212,466.7840762186212,60.981914675324674,466.77833608055397,38.0,428.7840762186212,4713.453333630292,0.0,4713.453333630292,0.2,23567.26666815146,0.0,0.0,0.0,0.0
1,3.75,71.5985,0.0833349,193.146,0.882938,0.0,193.146,0.882938,859.1658476820636,218.75375167905332,472270508.4567391,472.27050845673915,65.91571467532468,472.26476831867194,36.06328740122878,436.2072210555104,5094.007833110224,0.0,5094.007833110224,0.2,25470.03916555112,71634.48515311253,358172.4257655626,2865379.406124501,0.0010039375316515371
2,7.5,70.6359,0.0825386,193.129,0.878461,0.0,193.129,0.878461,855.7923201992764,219.8492591019977,472168882.6748745,472.1688826748745,64.95311467532468,472.1631425368073,34.23847134592593,437.9304113289486,5019.76044545783,0.0,5019.76044545783,0.2,25098.80222728915,282361.52505700296,1411807.6252850147,11294461.002280118,0.00395721881567504
3,11.25,66.9704,0.0709656,193.751,0.877428,0.0,193.751,0.877428,943.7023008330796,220.81697871506267,475904098.9046181,475.9040989046181,61.287614675324676,475.89835876655087,32.51885340007681,443.3852455045413,4737.032625553559,0.0,4737.032625553559,0.2,23685.163127767795,599530.6916716223,2997653.458358112,23981227.66686489,0.008402257117639032
4,15.0,66.0259,0.0692983,193.331,0.882249,0.0,193.331,0.882249,952.7780623767105,219.13428068493135,473378109.8929857,473.3781098929857,60.34311467532467,473.3723697549185,30.898139760816136,442.47997013216957,4664.181329441273,0.0,4664.181329441273,0.2,23320.906647206364,1049440.7991242865,5247203.995621432,41977631.96497146,0.014707623056623239
5,18.75,63.7113,0.0712488,192.373,0.876395,0.0,192.373,0.876395,894.2087445683296,219.50490361081475,467675512.6955986,467.6755126955986,58.02851467532468,467.6697725575314,29.370416759027677,438.305095936571,4485.651302991833,0.0,4485.651302991833,0.2,22428.256514959165,1576986.7862080664,7884933.931040332,63079471.448322654,0.022101034413926076
6,22.5,59.9703,0.0757989,192.491,0.872263,0.0,192.491,0.872263,791.176389103272,220.68000132987416,468373527.17620534,468.37352717620536,54.28751467532468,468.36778703813815,27.930127845898994,440.44339933030636,4197.100007326338,0.0,4197.100007326338,0.2,20985.500036631685,2124781.8787089586,10623909.393544791,84991275.14835835,0.02977823139301647
7,26.25,55.3591,0.0880543,190.559,0.879839,0.0,190.559,0.879839,628.692749814603,216.58394319869885,457097188.3050246,457.09718830502464,49.676314675324676,457.09144816695743,26.572051973526886,430.5251363314978,3841.4283327546364,0.0,3841.4283327546364,0.2,19207.14166377318,2646984.2105387417,13234921.052693708,105879368.42154966,0.03709675289727956
8,30.0,49.7823,0.0961209,189.819,0.889481,0.0,189.819,0.889481,517.913377839783,213.40422111321095,452862345.1064008,452.86234510640077,44.09951467532468,452.85660496833356,25.29128328511626,427.5710618212845,3411.2778741426782,0.0,3411.2778741426782,0.2,17056.38937071339,3070150.0867284103,15350750.433642052,122806003.4691364,0.04302730581900398
9,33.75,45.498,0.0982352,188.324,0.888792,0.0,188.324,0.888792,463.1537371532811,211.88759574793653,444444905.9558318,444.4449059558318,39.815214675324675,444.4391658177646,24.083212035431963,420.36169392039983,3080.8206926351445,0.0,3080.8206926351445,0.2,15404.103463175721,3509247.3202047194,17546236.601023596,140369892.80818877,0.049181132314566785
10,37.5,42.4438,0.0981254,191.567,0.873296,0.0,191.567,0.873296,432.54651700782875,219.36090397757462,462940296.17526597,462.940296175266,36.76101467532468,462.9345560371988,22.943506666970173,439.9967895082958,2845.2437433644805,0.0,2845.2437433644805,0.2,14226.2187168224,4001124.0141063007,20005620.070531502,160044960.56425202,0.056074648375958006
11,41.25,39.3465,0.0853744,189.265,0.859521,0.0,189.265,0.859521,460.8700031859667,220.19822668672433,449721764.8796208,449.72176487962076,33.66371467532468,449.71602474155355,21.868096971831555,427.8536679077892,2606.342399321513,0.0,2606.342399321513,0.2,13031.711996607564,4434854.488845511,22174272.444227558,177394179.55382043,0.06215326122954411
12,45.0,36.9633,0.0774311,189.282,0.850568,0.0,189.282,0.850568,477.37020396197386,222.53599947329315,449817760.142252,449.81776014225204,31.28051467532467,449.81202000418483,20.853158273520616,428.96460186873145,2422.5211088029323,0.0,2422.5211088029323,0.2,12112.605544014661,4905605.245325938,24528026.22662969,196224209.8130375,0.06875070311069817
