bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,photon_counting_shifted,pc_sterr_shifted,SNR_analog,SNR_Photon,photon_deadtime_corr_hz,photon_deadtime_corr,analog_bg_corr,photon_bg_corr,afterpulse_profile,photon_APcorr,analog_scaled_for_glue,weight_w,merged_sig,overlap_func,merged_counts_ovcorr,range2_corrected_counts,range2_corrected_counts_overlap,nrb,range2_norm
0,0.0,37.0492,0.0265784,159.062,0.872544,0.0,159.062,0.872544,1393.9590043042472,182.29682399970662,309899104.2302313,309.8991042302313,17.709992507492508,73.3256652443039,38.0,271.8991042302313,375.2518443752507,0.0,375.2518443752507,0.2,1876.2592218762534,0.0,0.0,0.0,0.0
1,3.75,37.0536,0.0239267,158.476,0.857116,0.0,158.476,0.857116,1548.629773433027,184.89446002641415,307682486.64669347,307.68248664669346,17.714392507492512,71.1090476607661,36.06328740122878,271.6191992454647,375.2842529949479,0.0,375.2842529949479,0.2,1876.4212649747394,5277.434807741455,26387.17403870727,211097.3923096582,9.587527339313229e-08
2,7.5,35.7837,0.0247436,161.055,0.84923,0.0,161.055,0.84923,1446.1800223087992,189.64826960893987,317555179.04488754,317.55517904488755,16.444492507492512,80.98174005896018,34.23847134592593,283.31670769896164,365.9306834146133,0.0,365.9306834146133,0.2,1829.6534170730665,20583.600942072,102918.00471036,823344.03768288,3.739427277891576e-07
3,11.25,34.8304,0.02354,163.199,0.867058,0.0,163.199,0.867058,1479.6261682242991,188.2215491927876,325999589.3818247,325.99958938182465,15.491192507492507,89.42615039589728,32.51885340007681,293.48073598174784,358.9090613333998,0.0,358.9090613333998,0.2,1794.5453066669988,45424.428075008414,227122.14037504204,1816977.1230003366,8.252265767508205e-07
4,15.0,34.852,0.0256209,163.668,0.895172,0.0,163.668,0.895172,1360.2956960918625,182.83413690329905,327876392.75548387,327.8763927554839,15.512792507492506,91.30295376955652,30.898139760816136,296.97825299466774,359.0681581937315,0.0,359.0681581937315,0.2,1795.3407909686575,80790.33559358958,403951.67796794797,3231613.4237435833,1.4677197909097847e-06
5,18.75,34.5383,0.0289498,165.31,0.875972,0.0,165.31,0.875972,1193.0410572784613,188.71607768284832,334533100.58415294,334.5331005841529,15.199092507492509,97.95966159822555,29.370416759027677,305.1626838251252,356.757570921229,0.0,356.757570921229,0.2,1783.787854606145,125422.58352699457,627112.9176349728,5016903.341079783,2.2785548137296257e-06
6,22.5,34.4351,0.03391,167.085,0.862944,0.0,167.085,0.862944,1015.4851076378648,193.6220658582712,341882947.6761638,341.8829476761638,15.095892507492508,105.30950869023641,27.930127845898994,313.9528198302648,355.99744147742194,0.0,355.99744147742194,0.2,1779.9872073871097,180223.70474794487,901118.5237397243,7208948.189917794,3.2741279796172665e-06
7,26.25,34.6236,0.0404459,166.114,0.860544,0.0,166.114,0.860544,856.0472136854416,193.03370890971294,337842152.7855005,337.8421527855005,15.284392507492512,101.26871379957313,26.572051973526886,311.27010081197363,357.38585620763155,0.0,357.38585620763155,0.2,1786.9292810381576,246261.19154307112,1231305.9577153556,9850447.661722844,4.473832444254259e-06
8,30.0,34.4833,0.0473005,166.399,0.863287,0.0,166.399,0.863287,729.0261202312871,192.75049896500235,339023101.50710124,339.0231015071012,15.144092507492509,102.44966252117385,25.29128328511626,313.73181822198495,356.352463175014,0.0,356.352463175014,0.2,1781.76231587507,320717.2168575126,1603586.084287563,12828688.674300503,5.826476682003368e-06
9,33.75,34.2202,0.0524764,164.724,0.852659,0.0,164.724,0.852659,652.1064707182657,193.18860177398,332141963.6098035,332.1419636098035,14.880992507492508,95.56852462387613,24.083212035431963,308.0587515743715,354.41457502902927,0.0,354.41457502902927,0.2,1772.0728751451463,403700.3518690037,2018501.7593450183,16148014.074760146,7.3340331078213114e-06
