bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,photon_counting_shifted,pc_sterr_shifted,SNR_analog,SNR_Photon,photon_deadtime_corr_hz,photon_deadtime_corr,analog_bg_corr,photon_bg_corr,afterpulse_profile,photon_APcorr,analog_scaled_for_glue,weight_w,merged_sig,overlap_func,merged_counts_ovcorr,range2_corrected_counts,range2_corrected_counts_overlap,nrb,range2_norm
0,0.0,63.5248,0.0746883,189.811,0.886641,0.0,189.811,0.886641,850.5321449276527,214.07875340752346,452816813.00613004,452.81681300613,57.83783384615384,452.81126216002343,38.0,414.81681300613,4251.2621806992165,0.0,4251.2621806992165,0.2,21256.31090349608,0.0,0.0,0.0,0.0
1,3.75,63.3992,0.0718022,189.459,0.885954,0.0,189.459,0.885954,882.9701596887004,213.84744580418396,450818652.06462765,450.81865206462766,57.71223384615385,450.81310121852107,36.06328740122878,414.7553646633989,4242.060976275172,0.0,4242.060976275172,0.2,21210.304881375858,59653.982478869606,298269.912394348,2386159.299154784,0.0009159454912552676
2,7.5,59.4783,0.0742409,191.825,0.883546,0.0,191.825,0.883546,801.1527338704137,217.10810755750123,464449881.42091525,464.44988142091523,53.79133384615385,464.44433057480865,34.23847134592593,430.2114100749893,3954.823695811492,0.0,3954.823695811492,0.2,19774.11847905746,222458.83288939644,1112294.164446982,8898353.315575857,0.0034157009558771173
3,11.25,56.0038,0.0702447,192.765,0.870133,0.0,192.765,0.870133,797.2672671390155,221.53509865733167,469999080.79966044,469.9990807996604,50.31683384615384,469.99352995355383,32.51885340007681,437.4802273995836,3700.2887852116164,0.0,3700.2887852116164,0.2,18501.44392605808,468317.7993783452,2341588.996891726,18732711.975133806,0.007190694719621217
4,15.0,56.6211,0.0897426,192.312,0.869445,0.0,192.312,0.869445,630.9277868035915,221.18937943170644,467315154.97662747,467.31515497662747,50.93413384615384,467.3096041305209,30.898139760816136,436.4170152158113,3745.5109467638695,0.0,3745.5109467638695,0.2,18727.554733819346,842739.9630218706,4213699.815109353,33709598.52087482,0.012939687131599873
5,18.75,56.1132,0.0938234,193.487,0.863598,0.0,193.487,0.863598,598.0725490655849,224.0475313745516,474314476.3787533,474.3144763787533,50.42623384615385,474.3089255326467,29.370416759027677,444.94405961972564,3708.303210084153,0.0,3708.303210084153,0.2,18541.516050420763,1303700.34729521,6518501.73647605,52148013.8918084,0.020017413849543912
6,22.5,55.4983,0.0874326,193.957,0.880795,0.0,193.957,0.880795,634.7552285989436,220.20674504283062,477148874.7688206,477.1488747688206,49.81133384615384,477.143323922714,27.930127845898994,449.2187469229216,3663.2568677247154,0.0,3663.2568677247154,0.2,18316.284338623576,1854523.7892856372,9272618.946428185,74180951.57142548,0.02847492543894282
7,26.25,55.8239,0.0801004,192.228,0.878043,0.0,192.228,0.878043,696.9241102416468,218.9277746078495,466819459.36872673,466.8194593687267,50.13693384615385,466.8139085226201,26.572051973526886,440.24740739519984,3687.109671550106,0.0,3687.109671550106,0.2,18435.54835775053,2540649.008052495,12703245.040262474,101625960.32209979,0.039009901888983615
8,30.0,55.9173,0.106343,193.991,0.900742,0.0,193.991,0.900742,525.8202232398936,215.3679966072416,477354694.48694223,477.3546944869422,50.23033384615384,477.3491436408356,25.29128328511626,452.06341120182594,3693.9519684705347,0.0,3693.9519684705347,0.2,18469.759842352672,3324556.771623481,16622783.858117405,132982270.86493924,0.05104626143726991
9,33.75,56.0095,0.136484,193.454,0.876667,0.0,193.454,0.876667,410.37410978576247,220.66987807228972,474116216.1401754,474.1162161401754,50.322533846153846,474.11066529406884,24.083212035431963,450.03300410474344,3700.706355794555,0.0,3700.706355794555,0.2,18503.531778972774,4215335.833397235,21076679.166986175,168613433.33588937,0.06472355558314313
