day,timestamp,pbls_km,pbls_m,min_pbls_m,max_pbls_m
06-02-2026,2026-02-06 00:05:00,,,,
06-02-2026,2026-02-06 00:35:00,,,,
06-02-2026,2026-02-06 01:05:00,,,,
06-02-2026,2026-02-06 01:35:00,,,,
06-02-2026,2026-02-06 02:05:00,,,,
06-02-2026,2026-02-06 02:35:00,,,,
06-02-2026,2026-02-06 03:05:00,,,,
06-02-2026,2026-02-06 03:35:00,,,,
06-02-2026,2026-02-06 04:05:00,,,,
06-02-2026,2026-02-06 04:35:00,,,,
06-02-2026,2026-02-06 05:05:00,,,,
06-02-2026,2026-02-06 05:35:00,,,,
06-02-2026,2026-02-06 06:05:00,,,,
06-02-2026,2026-02-06 06:35:00,,,,
06-02-2026,2026-02-06 07:05:00,,,,
06-02-2026,2026-02-06 07:35:00,,,,
06-02-2026,2026-02-06 08:05:00,,,,
06-02-2026,2026-02-06 08:35:00,,,,
06-02-2026,2026-02-06 09:05:00,,,,
06-02-2026,2026-02-06 09:35:00,,,,
06-02-2026,2026-02-06 10:05:00,,,,
06-02-2026,2026-02-06 10:35:00,,,,
06-02-2026,2026-02-06 11:05:00,,,,
06-02-2026,2026-02-06 11:35:00,,,,
06-02-2026,2026-02-06 12:05:00,,,,
06-02-2026,2026-02-06 12:35:00,,,,
06-02-2026,2026-02-06 13:05:00,,,,
06-02-2026,2026-02-06 13:35:00,,,,
06-02-2026,2026-02-06 14:05:00,,,,
06-02-2026,2026-02-06 14:35:00,,,,
06-02-2026,2026-02-06 15:05:00,,,,
06-02-2026,2026-02-06 15:35:00,,,,
06-02-2026,2026-02-06 16:05:00,,,,
06-02-2026,2026-02-06 16:35:00,,,,
06-02-2026,2026-02-06 17:05:00,,,,
06-02-2026,2026-02-06 17:35:00,,,,
06-02-2026,2026-02-06 18:05:00,,,,
06-02-2026,2026-02-06 18:35:00,,,,
06-02-2026,2026-02-06 19:05:00,,,,
06-02-2026,2026-02-06 19:35:00,,,,
06-02-2026,2026-02-06 20:05:00,,,,
06-02-2026,2026-02-06 20:35:00,,,,
06-02-2026,2026-02-06 21:05:00,,,,
06-02-2026,2026-02-06 21:35:00,,,,
06-02-2026,2026-02-06 22:05:00,,,,
06-02-2026,2026-02-06 22:35:00,,,,
06-02-2026,2026-02-06 23:05:00,,,,
06-02-2026,2026-02-06 23:35:00,,,,
