range_raw,range (m) for NRB,range (m),copol_raw,copol_snr,copol_nrb,pbls,Normalize copol nrb
0.029979246,29.979246,119.91698000000001,23.239803,79810.67,0.23973696,2.3983397,0.8767247366117125
0.05995849,59.958490000000005,149.89623,9.970623,34245.895,0.24894637,,0.9104038053568875
0.08993774,89.93774,179.87548,9.23485,31724.139,0.2667815,,0.9756273722682458
0.11991698,119.91698000000001,209.85472,8.952001,30745.861,0.27295265,,0.9981954396131449
0.14989623,149.89623,239.83397,8.902439,30563.674,0.2734461,,1.0
0.17987548,179.87548,269.8132,9.136413,31377.621,0.2699197,,0.9871038570306907
0.20985472,209.85472,299.79247,8.92731,30662.299,0.259889,,0.9504213078921219
0.23983397,239.83397,329.7717,8.5106945,29236.969,0.24475953,,0.89509241492199
0.2698132,269.8132,359.75096,7.838391,26921.646,0.23859209,,0.8725379151503715
0.29979247,299.79247,389.7302,7.0077796,24040.424,0.230097,,0.8414711345307173
0.3297717,329.7717,419.70944,6.0523276,20777.436,0.22290479,,0.8151690223411486
0.35975096,359.75096,449.6887,5.3215823,18267.045,0.22295243,,0.8153432431473697
0.3897302,389.7302,479.66793,4.6417675,15926.741,0.22661373,,0.8287327191720781
0.41970944,419.70944,509.64719999999994,4.0571027,13922.808,0.23267502,,0.8508990254386513
0.44968867,449.68867,539.6264,3.6375723,12493.248,0.23722185,,0.8675269093250918
0.47966793,479.66793,569.60565,3.332932,11446.424,0.24230798,,0.8861270283247776
0.5096472,509.64719999999994,599.58494,3.0674849,10534.49,0.243585,,0.8907971260149623
0.5396264,539.6264,629.56417,2.816704,9673.299,0.24651387,,0.9015080851399964
0.56960565,569.60565,659.5434,2.612078,8971.725,0.24812108,,0.90738569685214
0.59958494,599.58494,689.5227000000001,2.3876097,8201.643,0.2490272,,0.9106994029170647
0.62956417,629.56417,719.5019,2.203763,7570.5356,0.2513954,,0.919359976243947
0.6595434,659.5434,749.48114,2.0423326,7014.7646,0.24804312,,0.907100594961859
0.6895226,689.5226,779.4604,1.8871337,6480.999,0.24439815,,0.8937708382017516
0.7195019,719.5019,809.43966,1.7593188,6040.627,0.24465129,,0.8946965782287624
0.74948114,749.48114,839.4189,1.6027666,5505.2476,0.25084594,,0.9173505857278637
0.7794604,779.4604,869.3981,1.474669,5062.136,0.2515411,,0.919892805200001
0.80943966,809.43966,899.3774,1.3862413,4759.757,0.25059903,,0.916447628984286
0.8394189,839.4189,929.35663,1.3292131,4564.6895,0.24833459,,0.9081665088659153
0.8693981,869.3981,959.33586,1.2539788,4307.2783,0.24897657,,0.9105142475976069
0.89937735,899.37735,989.31515,1.1672021,4006.056,0.24709487,,0.9036328183141027
0.92935663,929.35663,1019.2943999999999,1.0888145,3736.7043,0.2423813,,0.8863951616058886
0.95933586,959.33586,1049.2736,1.0321732,3543.6045,0.24061209,,0.8799251113839253
0.9893151,989.3151,1079.2528,0.9638553,3310.1284,0.2566666,,0.9386369013856845
1.0192944,1019.2943999999999,1109.2321,0.9017849,3096.3816,0.2591472,,0.9477085246416022
1.0492736,1049.2736,1139.2113,0.8507958,2919.3862,0.24849531,,0.9087542663801018
1.0792528,1079.2528,1169.1906000000001,0.8569389,2942.3987,0.21821882,,0.7980322996012742
1.1092321,1109.2321,1199.1699,0.8250186,2833.497,0.19675538,,0.7195399020135961
1.1392113,1139.2113,1229.1491,0.7523725,2583.9854,0.18909656,,0.6915313840643549
