range_raw,range (m) for NRB,range (m),copol_raw,copol_snr,copol_nrb,pbls,Normalize copol nrb
0.029979246,29.979246,119.91698000000001,23.781319,76063.086,0.23033169,2.1285264,0.875423674508517
0.05995849,59.958490000000005,149.89623,10.385796,33226.39,0.21222661,,0.8066115381460796
0.08993774,89.93774,179.87548,9.204463,29431.416,0.19011384,,0.7225673392476922
0.11991698,119.91698000000001,209.85472,8.414829,26899.13,0.18477476,,0.7022750510606219
0.14989623,149.89623,239.83397,7.435996,23776.66,0.18412419,,0.6998024239552287
0.17987548,179.87548,269.8132,6.3845906,20418.006,0.18620464,,0.707709608518635
0.20985472,209.85472,299.79247,5.9231296,18942.342,0.18817586,,0.7152016416629439
0.23983397,239.83397,329.7717,5.612435,17941.752,0.19179016,,0.7289385433753227
0.2698132,269.8132,359.75096,5.2934403,16928.252,0.19614583,,0.7454931765495356
0.29979247,299.79247,389.7302,4.9670086,15882.351,0.20050341,,0.7620550690775018
0.3297717,329.7717,419.70944,4.639893,14835.941,0.20479555,,0.7783682432234692
0.35975096,359.75096,449.6887,4.2796965,13686.574,0.20926592,,0.7953588176937587
0.3897302,389.7302,479.66793,3.9563437,12652.856,0.21341561,,0.8111305808752439
0.41970944,419.70944,509.64719999999994,3.6447716,11652.828,0.21835798,,0.8299150898856222
0.44968867,449.68867,539.6264,3.338004,10673.871,0.22388472,,0.8509206190807286
0.47966793,479.66793,569.60565,3.068377,9807.622,0.22665034,,0.8614319352730174
0.5096472,509.64719999999994,599.58494,2.8142197,8997.967,0.22979167,,0.8733712157577993
0.5396264,539.6264,629.56417,2.5988398,8311.098,0.23237231,,0.8831794768415593
0.56960565,569.60565,659.5434,2.3886657,7638.012,0.23256058,,0.8838950362819459
0.59958494,599.58494,689.5227000000001,2.2018595,7040.068,0.2357373,,0.8959688238501469
0.62956417,629.56417,719.5019,2.0308197,6491.229,0.23536846,,0.894566970426913
0.6595434,659.5434,749.48114,1.8714564,5983.14,0.23442048,,0.8909639745258253
0.6895226,689.5226,779.4604,1.74675,5585.281,0.22873309,,0.8693478614665977
0.7195019,719.5019,809.43966,1.6103524,5148.1616,0.22171853,,0.8426875617472648
