range_raw,range (m) for NRB,range (m),copol_raw,copol_snr,copol_nrb,pbls,Normalize copol nrb
0.029979246,29.979246,119.91698000000001,21.94294,73488.46,0.17991869,2.3983397,0.8335323055651983
0.05995849,59.958490000000005,149.89623,7.697427,25773.791,0.17481229,,0.809875233778281
0.08993774,89.93774,179.87548,6.932887,23212.678,0.17137507,,0.7939511854688206
0.11991698,119.91698000000001,209.85472,6.4302845,21529.46,0.16821583,,0.7793149706262504
0.14989623,149.89623,239.83397,5.9762154,20010.014,0.16473672,,0.7631968531609946
0.17987548,179.87548,269.8132,5.604536,18761.795,0.16425245,,0.7609533136509189
0.20985472,209.85472,299.79247,5.248654,17576.555,0.1649266,,0.7640765345002748
0.23983397,239.83397,329.7717,4.8872967,16361.529,0.16670333,,0.7723078186057052
0.2698132,269.8132,359.75096,4.5440726,15214.257,0.17206854,,0.7971639125509281
0.29979247,299.79247,389.7302,4.235788,14176.81,0.17584561,,0.8146624273821619
0.3297717,329.7717,419.70944,3.9238286,13134.212,0.18025365,,0.8350841175591168
0.35975096,359.75096,449.6887,3.6523578,12227.947,0.18552531,,0.8595068104653171
0.3897302,389.7302,479.66793,3.3753383,11296.439,0.1896518,,0.8786241279801997
0.41970944,419.70944,509.64719999999994,3.1205862,10445.478,0.19460854,,0.9015878507612362
0.44968867,449.68867,539.6264,2.8786998,9633.698,0.20001073,,0.9266152666778442
0.47966793,479.66793,569.60565,2.6524763,8881.364,0.20253444,,0.9383071804800065
0.5096472,509.64719999999994,599.58494,2.4399376,8168.0024,0.20628804,,0.9556969628431924
0.5396264,539.6264,629.56417,2.2585304,7559.799,0.20889059,,0.9677541287877015
0.56960565,569.60565,659.5434,2.0764093,6950.895,0.21152876,,0.979976316057812
0.59958494,599.58494,689.5227000000001,1.9228768,6437.1597,0.21227998,,0.9834565889443403
0.62956417,629.56417,719.5019,1.7759632,5944.758,0.21348256,,0.9890279349786327
0.6595434,659.5434,749.48114,1.6557639,5540.173,0.2158245,,0.9998777396748284
0.6895226,689.5226,779.4604,1.5299122,5121.9346,0.21585089,,1.0
0.7195019,719.5019,809.43966,1.4208093,4754.7217,0.21216555,,0.9829264544612256
0.74948114,749.48114,839.4189,1.326402,4440.422,0.21009742,,0.9733451643400683
0.7794604,779.4604,869.3981,1.2390301,4148.658,0.20908384,,0.9686494227566076
0.80943966,809.43966,899.3774,1.1434033,3823.7266,0.20963858,,0.9712194376404935
0.8394189,839.4189,929.35663,1.0588727,3543.3562,0.20883347,,0.9674895016647835
0.8693981,869.3981,959.33586,0.99141747,3315.3276,0.20481093,,0.9488537665978585
0.89937735,899.37735,989.31515,0.9289454,3106.7434,0.20030469,,0.9279771327326934
0.92935663,929.35663,1019.2943999999999,0.87109923,2913.0876,0.19519655,,0.9043119998254351
0.95933586,959.33586,1049.2736,0.8078239,2702.2498,0.19417152,,0.8995632123638684
0.9893151,989.3151,1079.2528,0.7435817,2485.4119,0.19619097,,0.9089189764285892
1.0192944,1019.2943999999999,1109.2321,0.69113487,2311.577,0.19504867,,0.9036268972530065
1.0492736,1049.2736,1139.2113,0.65351784,2185.2383,0.18450773,,0.8547925375707277
1.0792528,1079.2528,1169.1906000000001,0.6236799,2085.46,0.17420831,,0.8070770984544007
1.1092321,1109.2321,1199.1699,0.5911944,1977.0759,0.17437032,,0.8078276628833914
1.1392113,1139.2113,1229.1491,0.5318905,1777.5933,0.16393982,,0.7595049527013765
1.1691905,1169.1905,1259.1283,0.477867,1597.73,0.15619375,,0.7236187444026754
1.1991699,1199.1699,1289.1075999999998,0.45876843,1533.9486,0.15725216,,0.7285221756556112
1.2291491,1229.1491,1319.0868,0.40890974,1365.9061,0.16131008,,0.7473218201694698
1.2591283,1259.1283,1349.066,0.3755318,1255.8314,0.16168465,,0.7490571384718405
1.2891076,1289.1075999999998,1379.0454000000002,0.36159453,1209.1606,0.15981041,,0.7403741073293699
1.3190868,1319.0868,1409.0246,0.3548416,1185.1346,0.16134898,,0.7475020371701966
1.349066,1349.066,1439.0038,0.3415588,1141.265,0.16450852,,0.7621396418611014
1.3790452,1379.0452,1468.983,0.32492936,1086.4287,0.16779554,,0.7773678394376785
