range_raw,range (m) for NRB,range (m),copol_raw,copol_snr,copol_nrb,pbls,Normalize copol nrb
0.029979246,29.979246,119.91698000000001,23.506441,79578.92,0.20822024,2.188485,0.8472836983487957
0.05995849,59.958490000000005,149.89623,9.24318,31297.146,0.21338107,,0.8682839965376241
0.08993774,89.93774,179.87548,8.22185,27836.715,0.22034992,,0.8966414367232564
0.11991698,119.91698000000001,209.85472,7.728559,26159.248,0.22470896,,0.9143791145419465
0.14989623,149.89623,239.83397,7.5790873,25644.115,0.22725862,,0.9247541162916899
0.17987548,179.87548,269.8132,7.491091,25346.688,0.24575032,,1.0
0.20985472,209.85472,299.79247,7.291685,24674.902,0.2244063,,0.9131475393399284
0.23983397,239.83397,329.7717,7.0147257,23743.979,0.2014665,,0.8198015774709876
0.2698132,269.8132,359.75096,7.074238,23954.025,0.2131067,,0.867167538174518
0.29979247,299.79247,389.7302,6.000699,20322.244,0.21521513,,0.8757470997392801
0.3297717,329.7717,419.70944,4.9399376,16729.383,0.18369144,,0.7474718242482858
0.35975096,359.75096,449.6887,4.71242,15954.538,0.18348812,,0.746644480462935
0.3897302,389.7302,479.66793,4.3034062,14576.245,0.18381804,,0.7479869812580509
0.41970944,419.70944,509.64719999999994,3.3146362,11222.793,0.18678473,,0.760058949261999
0.44968867,449.68867,539.6264,2.9678867,10046.399,0.18789881,,0.7645923309479312
0.47966793,479.66793,569.60565,2.6799643,9073.332,0.18760064,,0.7633790263223259
0.5096472,509.64719999999994,599.58494,2.441291,8263.616,0.18797718,,0.764911231855161
0.5396264,539.6264,629.56417,2.211959,7487.5444,0.19143674,,0.7789887720186895
0.56960565,569.60565,659.5434,2.0051763,6787.671,0.19096106,,0.7770531489033259
0.59958494,599.58494,689.5227000000001,1.8269075,6183.6924,0.19210047,,0.7816896026829182
0.62956417,629.56417,719.5019,1.6970251,5743.2656,0.19160421,,0.7796702360346875
0.6595434,659.5434,749.48114,1.5586345,5275.7085,0.19261684,,0.78379080035379
0.6895226,689.5226,779.4604,1.4436115,4885.674,0.1916973,,0.7800490351345218
0.7195019,719.5019,809.43966,1.3297634,4499.6504,0.19192469,,0.7809743238584593
0.74948114,749.48114,839.4189,1.2344489,4176.697,0.19321749,,0.7862349477306886
0.7794604,779.4604,869.3981,1.1475085,3882.6714,0.19199769,,0.7812713733190663
0.80943966,809.43966,899.3774,1.0785513,3649.2617,0.19061254,,0.7756349615333156
0.8394189,839.4189,929.35663,1.0154544,3435.7825,0.18647486,,0.7587980353392826
0.8693981,869.3981,959.33586,0.9493083,3212.0999,0.18394251,,0.7484934709342393
0.89937735,899.37735,989.31515,0.8807675,2980.0422,0.18000484,,0.7324704195705626
0.92935663,929.35663,1019.2943999999999,0.8112004,2743.9868,0.17156266,,0.6981177481274491
0.95933586,959.33586,1049.2736,0.75659674,2559.9268,0.17593153,,0.7158954258940537
0.9893151,989.3151,1079.2528,0.6968764,2357.6472,0.1813885,,0.7381007682919803
1.0192944,1019.2943999999999,1109.2321,0.6336159,2143.665,0.18342373,,0.7463824665619968
