range_raw,range (m) for NRB,range (m),copol_raw,copol_snr,copol_nrb,pbls,Normalize copol nrb
0.029979246,29.979246,119.91698000000001,23.836071,10180.817,0.20053364,1.9786303,0.7207091825013995
0.05995849,59.958490000000005,149.89623,9.922743,4226.7974,0.19490127,,0.7004666896296528
0.08993774,89.93774,179.87548,8.644996,3680.9878,0.19335246,,0.6949003338354329
0.11991698,119.91698000000001,209.85472,7.8681693,3350.0916,0.20294347,,0.729370006736512
0.14989623,149.89623,239.83397,7.32426,3119.3845,0.20909792,,0.7514888324270332
0.17987548,179.87548,269.8132,6.956181,2960.5105,0.19273888,,0.6926951539952864
0.20985472,209.85472,299.79247,6.9648223,2962.9282,0.1856028,,0.6670483927682694
0.23983397,239.83397,329.7717,6.8249445,2901.0862,0.19074327,,0.6855230184289464
0.2698132,269.8132,359.75096,5.8761563,2493.2795,0.21730714,,0.7809924121514832
0.29979247,299.79247,389.7302,5.25917,2231.7903,0.21871883,,0.7860659646279924
0.3297717,329.7717,419.70944,4.955942,2103.0747,0.2259112,,0.8119150296673922
0.35975096,359.75096,449.6887,5.0894394,2161.763,0.25827572,,0.9282317072644786
0.3897302,389.7302,479.66793,4.6363525,1965.3882,0.267331,,0.9607759898403161
0.41970944,419.70944,509.64719999999994,4.322148,1832.5221,0.27418086,,0.9853940888328295
0.44968867,449.68867,539.6264,4.426967,1876.7363,0.27824488,,1.0
0.47966793,479.66793,569.60565,4.1329618,1750.2069,0.2558772,,0.9196115306775816
0.5096472,509.64719999999994,599.58494,3.8029747,1609.2283,0.23695636,,0.8516108544387231
0.5396264,539.6264,629.56417,3.479548,1471.0698,0.21753497,,0.7818112232649168
0.56960565,569.60565,659.5434,2.9123456,1228.776,0.19882856,,0.7145811991221545
0.59958494,599.58494,689.5227000000001,2.4591255,1035.049,0.18749267,,0.673840503372425
0.62956417,629.56417,719.5019,2.0662947,867.471,0.18910405,,0.6796317330259589
0.6595434,659.5434,749.48114,1.7458724,729.043,0.19439761,,0.6986565574899347
0.6895226,689.5226,779.4604,1.5215379,633.00726,0.19650356,,0.7062252502184406
0.7195019,719.5019,809.43966,1.4200207,589.65686,0.1929972,,0.6936235448429455
0.74948114,749.48114,839.4189,1.3499776,559.5098,0.18604565,,0.6686399764121446
0.7794604,779.4604,869.3981,1.276811,528.4872,0.17884916,,0.6427761042718917
0.80943966,809.43966,899.3774,1.1805742,487.2991,0.17563349,,0.6312191261165344
0.8394189,839.4189,929.35663,1.0685259,439.45612,0.17523715,,0.6297946973902988
0.8693981,869.3981,959.33586,0.9704745,397.41028,0.17235075,,0.6194211012975332
0.89937735,899.37735,989.31515,0.8940949,364.88553,0.17620556,,0.6332751208216302
0.92935663,929.35663,1019.2943999999999,0.8422877,342.3737,0.17721409,,0.6368997337884528
0.95933586,959.33586,1049.2736,0.78618175,318.2878,0.18220234,,0.6548272873880014
0.9893151,989.3151,1079.2528,0.75792056,306.16284,0.18669862,,0.6709867221995244
1.0192944,1019.2943999999999,1109.2321,0.72861814,293.71442,0.19079134,,0.6856957799187535
1.0492736,1049.2736,1139.2113,0.712896,287.01376,0.19486323,,0.7003299755237185
1.0792528,1079.2528,1169.1906000000001,0.69122416,277.62106,0.19985683,,0.7182767567906371
1.1092321,1109.2321,1199.1699,0.67446077,270.5176,0.18734127,,0.6732963783556412
1.1392113,1139.2113,1229.1491,0.65606135,262.7207,0.16533129,,0.5941934672796134
1.1691905,1169.1905,1259.1283,0.6408598,256.18616,0.1564744,,0.5623621897373278
1.1991699,1199.1699,1289.1075999999998,0.58060384,230.4652,0.15779795,,0.5671189708863644
1.2291491,1229.1491,1319.0868,0.4926967,192.83688,0.16244899,,0.5838346064085707
1.2591283,1259.1283,1349.066,0.45304176,176.04207,0.16794989,,0.6036046018169318
1.2891076,1289.1075999999998,1379.0454000000002,0.4384055,169.59589,0.17357737,,0.6238295202413069
1.3190868,1319.0868,1409.0246,0.4323665,167.1771,0.17196183,,0.6180233397286591
1.349066,1349.066,1439.0038,0.42945114,165.8141,0.1607577,,0.5777561836897053
1.3790452,1379.0452,1468.983,0.4272646,164.82793,0.16228525,,0.5832461319683582
1.4090246,1409.0246,1498.9623000000001,0.40837425,156.87096,0.15958518,,0.5735421977935407
1.4390038,1439.0038,1528.9415,0.37212554,141.24872,0.158364,,0.5691533299732235
1.468983,1468.983,1558.9207000000001,0.35869402,135.50078,0.15467118,,0.5558814954654331
1.4989623,1498.9623000000001,1588.9001,0.34398335,129.24617,0.15558617,,0.5591699297395876
1.5289415,1528.9415,1618.8792999999998,0.33077493,123.59112,0.15250662,,0.5481021609454233
1.5589207,1558.9207000000001,1648.8585,0.31634685,117.544106,0.1519918,,0.5462519202509674
1.5889,1588.9,1678.8378,0.3082701,114.09127,0.14989464,,0.5387148184002523
1.6188793,1618.8792999999998,1708.817,0.29278597,107.39956,0.14348243,,0.5156696144777219
1.6488585,1648.8585,1738.7962,0.28271604,103.105385,0.14624675,,0.5256044603588034
1.6788378,1678.8378,1768.7756,0.27187264,98.52268,0.14243379,,0.5119008479149733
1.708817,1708.817,1798.7548,0.2559274,91.567856,0.13953663,,0.5014885808500771
1.7387962,1738.7962,1828.7340000000002,0.25002232,89.03253,0.14294952,,0.5137543591098603
1.7687755,1768.7755,1858.7133000000001,0.24129108,85.26102,0.14015225,,0.5037010923615198
1.7987547,1798.7547,1888.6925,0.23322919,81.89714,0.13530207,,0.48626975633837355
1.828734,1828.7340000000002,1918.6716999999999,0.22741334,79.42689,0.12881464,,0.4629542150065798
1.8587133,1858.7133000000001,1948.6509999999998,0.2211215,76.77932,0.12155795,,0.43687398668395977
1.8886925,1888.6925,1978.6303,0.20864199,71.317795,0.112392664,,0.4039343473274333
1.9186717,1918.6716999999999,2008.6095,0.19519562,65.59546,0.102036685,,0.36671540910294553
1.948651,1948.6509999999998,2038.5887999999998,0.18277554,60.335953,0.10029731,,0.36046417098492517
1.9786302,1978.6302,2068.5679999999998,0.16894244,54.281216,0.09720421,,0.34934770407994564
2.0086095,2008.6095,2098.5472,0.15424661,48.10846,0.08953861,,0.32179787099766216
2.0385888,2038.5887999999998,2128.5264,0.148996,45.790325,0.080966644,,0.2909905979222331
2.068568,2068.5679999999998,2158.5057,0.14182657,42.677452,0.082322754,,0.295864398295487
2.0985472,2098.5472,2188.485,0.13181615,38.526493,0.08027502,,0.2885049313396171
2.1285264,2128.5264,2218.4640999999997,0.12086865,33.872326,0.07934978,,0.2851796590111559
2.1585057,2158.5057,2248.4434,0.12011007,33.51793,0.07863793,,0.28262130106401234
2.188485,2188.485,2278.4226,0.11664435,31.989265,0.078329414,,0.2815125079749895
2.2184641,2218.4640999999997,2308.402,0.113357134,30.555983,0.0756769,,0.271979487996329
2.2484434,2248.4434,2338.3813,0.1111855,29.663078,0.08106316,,0.29133747222949796
2.2784226,2278.4226,2368.3605000000002,0.1096683,28.99078,0.07839623,,0.28175264177367787
2.3084018,2308.4018,2398.3397,0.10617283,27.527641,0.07672364,,0.2757414260416939
2.338381,2338.381,2428.319,0.1081065,28.321495,0.0779775,,0.28024774436101035
2.3683605,2368.3605000000002,2458.2982,0.1049234,26.947933,0.07705448,,0.27693045061601845
2.3983397,2398.3397,2488.2774,0.10239476,25.940224,0.075758845,,0.27227399476317404
2.428319,2428.319,2518.2567,0.10205266,25.753893,0.0797914,,0.28676682208851423
2.4582982,2458.2982,2548.2360000000003,0.098006845,23.997381,0.077257566,,0.27766033286937747
2.4882774,2488.2774,2578.2151,0.096355796,23.336718,0.07528241,,0.2705617080896511
2.5182567,2518.2567,2608.1944,0.09848282,24.230162,0.07340642,,0.2638194816019615
2.548236,2548.2360000000003,2638.1736,0.09601369,23.19594,0.07838276,,0.2817042311793841
2.5782151,2578.2151,2668.1528000000003,0.09355942,22.111961,0.07438272,,0.2673282613502178
2.6081944,2608.1944,2698.132,0.09097129,20.9555,0.072182454,,0.259420601018786
2.6381736,2638.1736,2728.1115,0.09213149,21.518637,0.07574978,,0.2722414155473409
2.6681528,2668.1528000000003,2758.0906999999997,0.08937974,20.30892,0.076684095,,0.2755993030312004
2.698132,2698.132,2788.0699999999997,0.08805592,19.746426,0.075390086,,0.27094869095165375
2.7281113,2728.1113,2818.0492,0.088576525,19.952003,0.07387766,,0.26551309767137493
2.7580905,2758.0905,2848.0284,0.087297335,19.477081,0.07398907,,0.26591350036701483
2.78807,2788.0699999999997,2878.0077,0.085601665,18.718515,0.07533062,,0.27073497273337066
2.8180492,2818.0492,2907.9869,0.08341515,17.810398,0.070841745,,0.25460215116986157
2.8480284,2848.0284,2937.966,0.083132535,17.587126,0.07226426,,0.2597146082256751
2.8780077,2878.0077,2967.9453,0.08377213,17.911844,0.069081634,,0.24827638876948965
2.9079869,2907.9869,2997.9246000000003,0.08049978,16.538158,0.071750745,,0.2578690576444749
2.937966,2937.966,3027.9037999999996,0.07965194,16.181612,0.071378306,,0.2565305280729694
2.9679453,2967.9453,3057.883,0.077376164,15.179742,0.07343188,,0.26391098373490285
2.9979246,2997.9246000000003,3087.8623,0.07777778,15.382477,0.07292966,,0.2621060268925703
3.0279038,3027.9037999999996,3117.8415,0.077941395,15.470696,0.07219502,,0.25946576267638777
3.057883,3057.883,3147.821,0.07745054,15.203688,0.07085638,,0.25465474872349847
3.0878623,3087.8623,3177.8002,0.076230854,14.705651,0.06798978,,0.244352312969784
3.1178415,3117.8415,3207.7794000000004,0.075739995,14.501095,0.072121136,,0.25920022679303206
3.1478207,3147.8207,3237.7585999999997,0.07408896,13.764473,0.06831107,,0.24550701525936433
3.1778,3177.8,3267.7379,0.07280976,13.204092,0.06743946,,0.24237448681894883
3.2077794,3207.7794000000004,3297.717,0.07459467,14.01413,0.06564353,,0.23591999249006845
3.2377586,3237.7585999999997,3327.6963,0.07169418,12.72517,0.06998965,,0.2515397587908895
3.2677379,3267.7379,3357.6756,0.07080173,12.416189,0.06599185,,0.2371718394243229
3.297717,3297.717,3387.6548,0.069805145,11.982352,0.070490845,,0.2533410318277914
3.3276963,3327.6963,3417.634,0.07132233,12.651979,0.07121798,,0.2559543234003084
3.3576756,3357.6756,3447.6132000000002,0.06932917,11.766592,0.06609042,,0.23752609571827518
3.3876548,3387.6548,3477.5925,0.069715895,11.92386,0.07080904,,0.25448461082194934
3.417634,3417.634,3507.5717,0.06984977,12.003796,0.064527065,,0.231907465826505
3.4476132,3447.6132000000002,3537.5512,0.06822847,11.257904,0.069398165,,0.2494139874200021
3.4775925,3477.5925,3567.5304,0.0686747,11.445217,0.07017533,,0.2522070846371009
3.5075717,3507.5717,3597.5096,0.0658932,10.319391,0.06698755,,0.2407503419290231
3.537551,3537.551,3627.4889,0.067633495,10.988873,0.0664025,,0.23864769766832725
3.5675302,3567.5302,3657.4680000000003,0.06746988,10.91488,0.06932828,,0.2491628237687608
3.5975094,3597.5094,3687.4473000000003,0.065952696,10.274081,0.06744464,,0.24239310351371063
3.6274889,3627.4889,3717.4265,0.065580845,10.206764,0.06667469,,0.23962593669288718
3.657468,3657.4680000000003,3747.4058,0.06489662,9.872227,0.065766,,0.2363601443447944
3.6874473,3687.4473000000003,3777.385,0.06430165,9.58335,0.066567436,,0.23924047048053493
3.7174265,3717.4265,3807.3642,0.06489662,9.855237,0.06418254,,0.23066925795723534
3.7474058,3747.4058,3837.3435,0.063900046,9.40552,0.062736124,,0.2254709017466916
3.777385,3777.385,3867.3226999999997,0.06327532,9.192631,0.068028055,,0.24448987165549999
3.8073642,3807.3642,3897.3019999999997,0.06276959,8.922909,0.06828706,,0.2454207243633737
3.8373435,3837.3435,3927.2811,0.061311916,8.304691,0.06952275,,0.24986174049276302
3.8673227,3867.3226999999997,3957.2606,0.063096836,9.080728,0.058362298,,0.20975156128659042
3.897302,3897.3019999999997,3987.2398,0.061892014,8.547603,0.06889546,,0.24760728750875846
3.9272811,3927.2811,4017.219,0.062204376,8.686672,0.06388847,,0.22961238316406754
3.9572604,3957.2604,4047.1983,0.059244387,7.421777,0.06474829,,0.23270253885713907
3.9872396,3987.2396,4077.1775000000002,0.061758146,8.517259,0.06366041,,0.22879274544063485
4.017219,4017.219,4107.156800000001,0.060821064,8.107891,0.06499912,,0.23360401097048034
4.0471983,4047.1983,4137.1359999999995,0.05994348,7.7053375,0.067017525,,0.2408580707756419
4.0771775,4077.1775000000002,4167.115,0.059527,7.5604725,0.06498211,,0.23354287777011382
4.1071568,4107.156800000001,4197.0944,0.059631117,7.610178,0.06820281,,0.24511793352675526
4.137136,4137.1359999999995,4227.0737,0.05982448,7.6642127,0.06884599,,0.2474294944798265
4.167115,4167.115,4257.053,0.059065893,7.356164,0.06655291,,0.23918826466815848
4.1970944,4197.0944,4287.032,0.05958649,7.60736,0.060749505,,0.2183310794434025
4.2270737,4227.0737,4317.0114,0.059497245,7.5378494,0.05519615,,0.198372563045904
4.257053,4257.053,4346.9906,0.058857653,7.2124534,0.067182645,,0.2414515048758489
4.287032,4287.032,4376.97,0.057028115,6.499671,0.06395386,,0.22984739198076168
4.3170114,4317.0114,4406.949,0.05579355,6.003785,0.055409715,,0.19914010636961224
4.3469906,4346.9906,4436.9283,0.05826268,6.9918823,0.055641234,,0.19997217558863972
4.37697,4376.97,4466.907499999999,0.05722148,6.551786,0.061679702,,0.22167416701432205
4.406949,4406.949,4496.8867,0.055243194,5.661092,0.065287896,,0.23464185935784332
4.4369283,4436.9283,4526.866,0.055094454,5.64465,0.069825836,,0.2509510183978947
4.4669075,4466.907499999999,4556.845,0.056135654,6.082617,0.055708554,,0.2002141207414131
4.4968867,4496.8867,4586.825,0.05664138,6.3064632,0.06162881,,0.2214912633792219
4.526866,4526.866,4616.804,0.05750409,6.6996746,0.060523313,,0.21751815523074494
4.556845,4556.845,4646.7834,0.054306112,5.3471007,0.06761061,,0.2429895924769577
4.5868244,4586.8244,4676.7626,0.05528782,5.7543283,0.053435955,,0.19204649875318458
4.6168036,4616.8036,4706.742,0.055124205,5.6432104,0.058193777,,0.20914590414026665
4.646783,4646.783,4736.7210000000005,0.05632902,6.166418,0.06565156,,0.23594885196090576
4.676762,4676.762,4766.7003,0.05317567,4.866844,0.06541786,,0.2351089443227131
4.706742,4706.742,4796.6795,0.05405325,5.2165246,0.06316935,,0.22702789715304014
4.736721,4736.7210000000005,4826.6587,0.05528782,5.7469783,0.057068832,,0.2051029007254329
4.7667003,4766.7003,4856.638,0.055168822,5.6994143,0.060813997,,0.21856286088714372
4.7966795,4796.6795,4886.617,0.054588728,5.4285073,0.05935703,,0.21332658484138142
4.8266587,4826.6587,4916.5964,0.053250037,4.889707,0.055703536,,0.20019608626760713
4.856638,4856.638,4946.5756,0.053934257,5.173759,0.063933596,,0.22977456404588645
4.886617,4886.617,4976.555,0.053443406,4.9776816,0.059828382,,0.2150206034339248
4.9165964,4916.5964,5006.534000000001,0.052625317,4.633024,0.05509769,,0.19801870208716865
4.9465756,4946.5756,5036.5133000000005,0.053964008,5.1840706,0.05630884,,0.20237152252361298
4.976555,4976.555,5066.4926000000005,0.053041797,4.7603126,0.060610875,,0.2178328492513501
5.006534,5006.534000000001,5096.472000000001,0.052074965,4.3778753,0.06061636,,0.2178525621028498
5.0365133,5036.5133000000005,5126.451,0.052149337,4.3973765,0.060389724,,0.21703804217349837
5.0664926,5066.4926000000005,5156.4302,0.05283356,4.6825967,0.050811544,,0.18261447973454173
5.096472,5096.472000000001,5186.4095,0.052684817,4.605905,0.057901606,,0.20809585427052602
5.126451,5126.451,5216.3887,0.05250632,4.5677176,0.056389853,,0.20266267972298355
5.1564302,5156.4302,5246.368,0.05085527,3.8305066,0.057840303,,0.20787553395411984
5.1864095,5186.4095,5276.347000000001,0.051822104,4.2853484,0.06266281,,0.225207414418551
5.2163887,5216.3887,5306.3264,0.051658485,4.1709967,0.046588197,,0.16743595425727148
5.246368,5246.368,5336.305600000001,0.051688235,4.2494173,0.063348904,,0.22767320642162397
5.276347,5276.347000000001,5366.285000000001,0.052372452,4.5529633,0.05974573,,0.21472355573982166
5.3063264,5306.3264,5396.264,0.04972482,3.3484259,0.04684042,,0.168342432752042
5.3363056,5336.305600000001,5426.244,0.052208837,4.423676,0.055836484,,0.2006738955987258
5.366285,5366.285000000001,5456.223,0.05147999,4.12239,0.049050443,,0.17628515931721725
5.396264,5396.264,5486.2022,0.04950171,3.2375257,0.06190174,,0.22247216193160496
5.4262433,5426.2433,5516.1815,0.050766032,3.8352573,0.05031786,,0.1808402009050445
