range_raw,range (m) for NRB,range (m),copol_raw,copol_snr,copol_nrb,pbls,Normalize copol nrb
0.029979246,29.979246,119.91698000000001,24.070372,4612.9487,0.27185386,2.3983397,0.05254511306461517
0.05995849,59.958490000000005,149.89623,11.704313,2224.0862,0.2537872,,0.0490531093373186
0.08993774,89.93774,179.87548,10.937408,2075.0476,0.24826214,,0.047985201372396626
0.11991698,119.91698000000001,209.85472,10.146125,1922.0522,0.24458796,,0.04727503965712892
0.14989623,149.89623,239.83397,9.112822,1722.773,0.24073002,,0.04652935999859289
0.17987548,179.87548,269.8132,8.55508,1614.8749,0.2379277,,0.04598771522943922
0.20985472,209.85472,299.79247,8.061297,1519.4027,0.23823714,,0.046047525157415656
0.23983397,239.83397,329.7717,7.561877,1422.8379,0.23713027,,0.04583358444199661
0.2698132,269.8132,359.75096,6.988323,1312.0974,0.2432265,,0.047011890663647825
0.29979247,299.79247,389.7302,6.5120487,1220.2561,0.25663415,,0.04960338038971163
0.3297717,329.7717,419.70944,5.9587235,1113.1825,0.2736122,,0.05288497277492437
0.35975096,359.75096,449.6887,5.5268483,1029.5436,0.2793684,,0.05399755649848282
0.3897302,389.7302,479.66793,5.2811394,981.50183,0.27586502,,0.053320407760523714
0.41970944,419.70944,509.64719999999994,5.087015,944.5229,0.26908186,,0.05200932867878702
0.44968867,449.68867,539.6264,4.6727057,864.9825,0.2699538,,0.052177861087653904
0.47966793,479.66793,569.60565,4.182077,771.0393,0.27279323,,0.05272667864128018
0.5096472,509.64719999999994,599.58494,3.6804106,673.2461,0.274063,,0.052972105387165104
0.5396264,539.6264,629.56417,3.344266,608.24054,0.27693474,,0.053527167960093734
0.56960565,569.60565,659.5434,3.0841737,557.9587,0.2770352,,0.053546585311969735
0.59958494,599.58494,689.5227000000001,2.8341663,509.60513,0.2820034,,0.05450686092007632
0.62956417,629.56417,719.5019,2.6272795,469.73355,0.3042114,,0.058799321107836665
0.6595434,659.5434,749.48114,2.4351778,432.65436,0.3108245,,0.0600775302427285
0.6895226,689.5226,779.4604,2.2946005,405.45947,0.3069074,,0.05932041587846895
0.7195019,719.5019,809.43966,2.2856166,403.51355,0.29439345,,0.0569016644300439
0.74948114,749.48114,839.4189,2.1677525,380.91006,0.29087904,,0.056222383765037284
0.7794604,779.4604,869.3981,2.0142646,351.3219,0.2918657,,0.05641308976147351
0.80943966,809.43966,899.3774,1.8334821,316.40143,0.29464078,,0.05694946946328592
0.8394189,839.4189,929.35663,1.7090138,292.38345,0.2902795,,0.05610650202958296
0.8693981,869.3981,959.33586,1.6240816,275.93756,0.28986916,,0.05602718970458991
0.89937735,899.37735,989.31515,1.5431801,260.34845,0.28906655,,0.05587205770390104
0.92935663,929.35663,1019.2943999999999,1.4453815,241.47981,0.2857653,,0.05523397754383062
0.95933586,959.33586,1049.2736,1.3754128,227.97772,0.28726095,,0.05552306337235295
0.9893151,989.3151,1079.2528,1.3026775,213.88762,0.28589067,,0.05525820961037149
1.0192944,1019.2943999999999,1109.2321,1.2390896,201.45767,0.2863278,,0.05534270002472108
1.0492736,1049.2736,1139.2113,1.1925778,192.59386,0.2791264,,0.05395078167114861
1.0792528,1079.2528,1169.1906000000001,1.1329019,181.04155,0.27679902,,0.053500935399904484
1.1092321,1109.2321,1199.1699,1.0905547,172.82074,0.26818442,,0.051835867517453095
1.1392113,1139.2113,1229.1491,1.0250335,160.166,0.25673848,,0.04962354575225616
1.1691905,1169.1905,1259.1283,0.977867,151.14493,0.24668066,,0.047679525942923504
1.1991699,1199.1699,1289.1075999999998,0.92253464,140.26352,0.23989892,,0.046368721325049676
1.2291491,1229.1491,1319.0868,0.8550945,127.269196,0.23377657,,0.04518536651459693
1.2591283,1259.1283,1349.066,0.80599433,117.755264,0.22726114,,0.04392603546807589
1.2891076,1289.1075999999998,1379.0454000000002,0.76345384,109.658745,0.2163207,,0.041811418972372505
1.3190868,1319.0868,1409.0246,0.7251227,102.23117,0.20335811,,0.03930595240603334
1.349066,1349.066,1439.0038,0.6899004,95.4106,0.18893787,,0.03651874481876977
1.3790452,1379.0452,1468.983,0.64871335,87.604034,0.18435001,,0.03563198300334208
1.4090246,1409.0246,1498.9623000000001,0.60449207,78.93956,0.18107332,,0.034998649908392854
1.4390038,1439.0038,1528.9415,0.56180274,70.69946,0.18286066,,0.035344114866605734
1.468983,1468.983,1558.9207000000001,0.53522235,65.519295,0.17947909,,0.034690510102686214
1.4989623,1498.9623000000001,1588.9001,0.5191581,62.4933,0.17785482,,0.03437656403328899
1.5289415,1528.9415,1618.8792999999998,0.51041204,60.805496,0.17906365,,0.03461021202719976
1.5589207,1558.9207000000001,1648.8585,0.4961922,58.106873,0.18194199,,0.035166550277237495
1.5889,1588.9,1678.8378,0.48307303,55.556953,0.18399684,,0.03556372074809571
1.6188793,1618.8792999999998,1708.817,0.4736576,53.666397,0.18045521,,0.03487917888143606
1.6488585,1648.8585,1738.7962,0.46755913,52.476738,0.1829434,,0.035360107218728176
1.6788378,1678.8378,1768.7756,0.46187714,51.39311,0.18079524,,0.034944901379528825
1.708817,1708.817,1798.7548,0.44950172,49.078506,0.17583673,,0.033986498697359716
1.7387962,1738.7962,1828.7340000000002,0.4411721,47.426136,0.18218827,,0.03521415236184852
1.7687755,1768.7755,1858.7133000000001,0.43422583,46.05855,0.17450726,,0.033729532872169614
1.7987547,1798.7547,1888.6925,0.4229659,43.90998,0.18182956,,0.03514481931096814
1.828734,1828.7340000000002,1918.6716999999999,0.4186226,43.099277,0.18271393,,0.03531575424505719
1.8587133,1858.7133000000001,1948.6509999999998,0.40603894,40.62073,0.17892013,,0.034582471848608826
1.8886925,1888.6925,1978.6303,0.40684217,40.863083,0.17424686,,0.03367920161168273
1.9186717,1918.6716999999999,2008.6095,0.4003867,39.56804,0.17257988,,0.03335700036511425
1.948651,1948.6509999999998,2038.5887999999998,0.3907928,37.698177,0.17406283,,0.03364363148162358
1.9786302,1978.6302,2068.5679999999998,0.3807824,35.756943,0.17551659,,0.03392462062619124
2.0086095,2008.6095,2098.5472,0.3740592,34.462784,0.17505713,,0.03383581417095581
2.0385888,2038.5887999999998,2128.5264,0.37011752,33.696186,0.1798803,,0.034768057741011646
2.068568,2068.5679999999998,2158.5057,0.36489663,32.670856,0.18022959,,0.03483557005274538
