range_raw,range (m) for NRB,range (m),copol_raw,copol_snr,copol_nrb,pbls,Normalize copol nrb
0.029979246,29.979246,119.91698000000001,22.555155,1324.7615,0.16852364,2.0385888,0.014773282956346032
0.05995849,59.958490000000005,149.89623,9.137885,465.80826,0.17445324,,0.015293089308843221
0.08993774,89.93774,179.87548,8.373762,416.8903,0.15993102,,0.0140200283589711
0.11991698,119.91698000000001,209.85472,7.9515395,389.86023,0.14574946,,0.012776830676780052
0.14989623,149.89623,239.83397,7.880857,385.33524,0.13589321,,0.011912802519433784
0.17987548,179.87548,269.8132,7.145114,338.2341,0.12674738,,0.011111051889904074
0.20985472,209.85472,299.79247,6.4578314,294.2353,0.13764301,,0.01206619518598795
0.23983397,239.83397,329.7717,5.9364123,260.85486,0.13895287,,0.01218102140510593
0.2698132,269.8132,359.75096,5.406024,226.90019,0.13462454,,0.011801587138088902
0.29979247,299.79247,389.7302,5.4322624,228.57994,0.13476105,,0.011813554010252183
0.3297717,329.7717,419.70944,5.1646585,211.44835,0.150699,,0.013210722057975906
0.35975096,359.75096,449.68867,4.747925,184.76968,0.1565153,,0.013720596195865376
0.3897302,389.7302,479.66793,4.474297,167.25246,0.16736239,,0.01467148433133973
0.41970944,419.70944,509.64719999999994,4.495716,168.62367,0.17656226,,0.015477972267819141
0.44968867,449.68867,539.6264,4.313521,156.95981,0.17454575,,0.015301199010285057
0.47966793,479.66793,569.60565,4.2243643,151.25214,0.17877583,,0.015672020390407042
0.5096472,509.64719999999994,599.58494,4.095984,143.03342,0.16852182,,0.014773123409738917
0.5396264,539.6264,629.56417,3.8511379,127.35875,0.15271248,,0.013387229696708037
0.56960565,569.60565,659.5434,3.7116466,118.42873,0.1528064,,0.013395463002938902
0.59958494,599.58494,689.5226,3.4475234,101.51996,0.15171248,,0.01329956672576612
0.62956417,629.56417,719.5019,3.1729586,83.94274,0.15424095,,0.013521219917903626
0.6595434,659.5434,749.48114,3.0697455,77.3352,0.15959446,,0.013990524509470888
0.6895226,689.5226,779.4604,2.9659972,70.69339,0.15746523,,0.013803869881852232
0.7195019,719.5019,809.43966,2.8985274,66.37407,0.1532248,,0.013432141189980998
0.74948114,749.48114,839.4189,2.8522089,63.40883,0.15453991,,0.013547427639696423
0.7794604,779.4604,869.3981,2.774565,58.438187,0.14903809,,0.013065121752908767
0.80943966,809.43966,899.37735,2.6957161,53.390404,0.15715878,,0.01377700556440708
0.8394189,839.4189,929.35663,2.6483266,50.3566,0.15713143,,0.013774607982151818
0.8693981,869.3981,959.33586,2.575502,45.694473,0.1439865,,0.01262228436552829
0.89937735,899.37735,989.3151,2.5649264,45.017445,0.1463982,,0.01283370115254891
0.92935663,929.35663,1019.2943999999999,2.523561,42.369293,0.161345,,0.01414398204662355
0.95933586,959.33586,1049.2736,2.4353414,36.721607,0.17026776,,0.014926177697225247
0.9893151,989.3151,1079.2528,2.4105756,35.136143,0.15606964,,0.013681528316235403
1.0192944,1019.2943999999999,1109.2321,2.4382865,36.910152,0.16295017,,0.014284696017690389
1.0492736,1049.2736,1139.2113,2.439893,37.012997,0.16769351,,0.014700511294278018
1.0792528,1079.2528,1169.1905,2.3625166,32.05948,0.17462091,,0.015307787759181051
1.1092321,1109.2321,1199.1699,2.3601072,31.90523,0.17158726,,0.015041848987383106
1.1392113,1139.2113,1229.1491,2.3492637,31.211044,0.17835683,,0.015635289605582376
1.1691905,1169.1905,1259.1283,2.3444445,30.902529,0.18983102,,0.016641151190134408
1.1991699,1199.1699,1289.1075999999998,2.3167336,29.128517,0.18770055,,0.016454387860431782
