bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,photon_counting_shifted,pc_sterr_shifted,SNR_analog,SNR_Photon,photon_deadtime_corr_hz,photon_deadtime_corr,analog_bg_corr,photon_bg_corr,afterpulse_profile,photon_APcorr,analog_scaled_for_glue,weight_w,merged_sig,overlap_func,merged_counts_ovcorr,range2_corrected_counts,range2_corrected_counts_overlap,nrb,range2_norm
0,0.0,69.7898,0.0923989,190.421,0.853224,0.0,190.421,0.853224,755.3098575848846,223.17820408239805,456303961.15862936,456.30396115862936,64.10187642357643,456.2971370002578,38.0,418.30396115862936,4343.67573536304,0.0,4343.67573536304,0.2,21718.3786768152,0.0,0.0,0.0,0.0
1,3.75,70.0378,0.0979367,189.754,0.882469,0.0,189.754,0.882469,715.1333463349287,215.02625021388855,452492550.6630742,452.4925506630742,64.34987642357643,452.48572650470265,36.06328740122878,416.42926326184545,4360.399466983752,0.0,4360.399466983752,0.2,21801.99733491876,61318.11750445901,306590.58752229507,2452724.7001783606,0.0009125049067660387
2,7.5,66.2949,0.102575,191.437,0.88485,0.0,191.437,0.88485,646.3066049232269,216.3496637848223,462181832.7728269,462.1818327728269,60.60697642357642,462.17500861445535,34.23847134592593,427.943361426901,4107.999244874232,0.0,4107.999244874232,0.2,20539.99622437116,231074.95752417558,1155374.7876208778,9242998.300967023,0.00343873949744512
3,11.25,62.322,0.0773489,193.919,0.851863,0.0,193.919,0.851863,805.7257439989451,227.64106434954917,476918965.60976475,476.91896560976477,56.634076423576424,476.9121414513932,32.51885340007681,444.40011220968796,3840.089110374538,0.0,3840.089110374538,0.2,19200.44555187269,486011.2780317775,2430056.3901588875,19440451.121271096,0.00723257161173254
4,15.0,61.8618,0.0697822,193.469,0.838941,0.0,193.469,0.838941,886.4982760646698,230.61097264289143,474206322.26401734,474.20632226401733,56.173876423576424,474.1994981056458,30.898139760816136,443.3081825032012,3809.0557987138463,0.0,3809.0557987138463,0.2,19045.27899356923,857037.5547106154,4285187.773553077,34281502.18842462,0.012753995161370272
5,18.75,60.6379,0.0689187,193.269,0.881789,0.0,193.269,0.881789,879.8468340232768,219.17828414734137,473006571.8077227,473.0065718077227,54.94997642357642,472.99974764935115,29.370416759027677,443.63615504869506,3726.522834477602,0.0,3726.522834477602,0.2,18632.61417238801,1310105.683996032,6550528.41998016,52404227.35984128,0.01949632365901517
6,22.5,59.236,0.0800838,191.02,0.868186,0.0,191.02,0.868186,739.6751902382255,220.02197685749368,459758716.9309241,459.7587169309241,53.54807642357642,459.75189277255254,27.930127845898994,431.8285890850251,3631.9865467393943,0.0,3631.9865467393943,0.2,18159.93273369697,1838693.1892868183,9193465.94643409,73547727.57147272,0.027362492939211787
7,26.25,58.2307,0.0995309,193.819,0.896072,0.0,193.819,0.896072,585.0514764761496,216.29846708746618,476314569.37839377,476.31456937839374,52.54277642357642,476.3077452200222,26.572051973526886,449.7425174048669,3564.1947427139867,0.0,3564.1947427139867,0.2,17820.973713569932,2455952.9399013566,12279764.699506782,98238117.59605426,0.03654823728539117
8,30.0,56.8793,0.122557,194.386,0.882129,0.0,194.386,0.882129,464.1048654911592,220.36006071674322,479753582.3933946,479.7535823933946,51.19137642357642,479.74675823502304,25.29128328511626,454.46229910827833,3473.063892261449,0.0,3473.063892261449,0.2,17365.319461307245,3125757.503035304,15628787.51517652,125030300.12141216,0.04651592669447266
9,33.75,55.8596,0.146704,192.836,0.892331,0.0,192.836,0.892331,380.7639873486749,216.10366556804595,470421385.6963562,470.4213856963562,50.17167642357642,470.41456153798464,24.083212035431963,446.3381736609242,3404.3010328516125,0.0,3404.3010328516125,0.2,17021.505164258062,3877711.6452325396,19388558.226162698,155108465.80930158,0.057706124181669295
10,37.5,54.6606,0.158975,194.669,0.875668,0.0,194.669,0.875668,343.83142003459665,222.30913999369625,481481098.57302094,481.4810985730209,48.972676423576424,481.47427441464936,22.943506666970173,458.53759190605075,3323.4471852176084,0.0,3323.4471852176084,0.2,16617.23592608804,4673597.604212262,23367988.021061305,186943904.16849047,0.06955009252825753
11,41.25,53.1877,0.167647,193.453,0.863086,0.0,193.453,0.863086,317.2600762316057,224.14104735796897,474110209.78604174,474.11020978604176,47.49977642357642,474.1033856276702,21.868096971831555,452.2421128142102,3224.123054958956,0.0,3224.123054958956,0.2,16120.615274794778,5486046.885703598,27430234.42851799,219441875.42814392,0.08164054778082583
