bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,photon_counting_shifted,pc_sterr_shifted,SNR_analog,SNR_Photon,photon_deadtime_corr_hz,photon_deadtime_corr,analog_bg_corr,photon_bg_corr,afterpulse_profile,photon_APcorr,analog_scaled_for_glue,weight_w,merged_sig,overlap_func,merged_counts_ovcorr,range2_corrected_counts,range2_corrected_counts_overlap,nrb,range2_norm
0,0.0,65.5856,0.046758,159.798,0.879569,0.0,159.798,0.879569,1402.6605072928696,181.6776171056506,312705154.1733981,312.70515417339806,50.4587969030969,130.6542587549288,38.0,274.70515417339806,499.2181558054116,0.0,499.2181558054116,0.2,2496.0907790270576,0.0,0.0,0.0,0.0
1,3.75,66.1801,0.0471136,161.076,0.867502,0.0,161.076,0.867502,1404.692063438158,185.6779580911629,317636830.569869,317.636830569869,51.0532969030969,135.58593515139975,36.06328740122878,281.57354316864024,502.7018420533806,0.0,502.7018420533806,0.2,2513.5092102669028,7069.244653875664,35346.22326937832,282769.7861550265,1.544903140101985e-07
2,7.5,62.9548,0.0561684,163.884,0.880259,0.0,163.884,0.880259,1120.8223841163358,186.17702289894223,328744397.15911436,328.7443971591144,47.8279969030969,146.69350174064513,34.23847134592593,294.50592581318847,483.8020384275194,0.0,483.8020384275194,0.2,2419.0101921375967,27213.864661547967,136069.3233077398,1088554.5864619187,5.947281078592497e-07
3,11.25,60.5386,0.0460732,168.256,0.84509,0.0,168.256,0.84509,1313.9656025628783,199.0983208888994,346821876.82216704,346.82187682216704,45.411796903096906,164.7709814036978,32.51885340007681,314.30302342209023,469.6434468171867,0.0,469.6434468171867,0.2,2348.2172340859333,59439.2487378002,297196.24368900096,2377569.9495120076,1.2989772813986072e-06
4,15.0,60.8855,0.0477253,169.517,0.884741,0.0,169.517,0.884741,1275.7489214316097,191.60070574326272,352222638.5674242,352.22263856742416,45.758696903096904,170.1717431489549,30.898139760816136,321.324498806608,471.67623194657347,0.0,471.67623194657347,0.2,2358.381159732867,106127.15218797902,530635.7609398952,4245086.0875191605,2.3192883920830526e-06
5,18.75,60.3648,0.0549007,173.737,0.854055,0.0,173.737,0.854055,1099.5269641370694,203.42600886359776,370943775.9175658,370.9437759175658,45.23799690309691,188.89288049909655,29.370416759027677,341.5733591585381,468.6250033018007,0.0,468.6250033018007,0.2,2343.125016509003,164750.9777232893,823754.8886164464,6590039.108931572,3.600445525393448e-06
6,22.5,60.1998,0.0639074,172.863,0.884396,0.0,172.863,0.884396,941.9848092709138,195.4588216138472,366982180.37979937,366.9821803797994,45.07299690309691,184.93128496133014,27.930127845898994,339.0520525339004,467.6581265466873,0.0,467.6581265466873,0.2,2338.2906327334363,236751.92656426044,1183759.6328213022,9470077.062570417,5.173944497362895e-06
7,26.25,60.6323,0.0744144,171.45,0.8875,0.0,171.45,0.8875,814.7925670300372,193.18309859154928,360671739.28134924,360.67173928134923,45.505496903096905,178.62084386287998,26.572051973526886,334.09968730782236,470.1925156169086,0.0,470.1925156169086,0.2,2350.962578084543,323992.0302922761,1619960.1514613805,12959681.211691044,7.080477893662081e-06
8,30.0,60.4137,0.0862573,171.871,0.869226,0.0,171.871,0.869226,700.3894163160684,197.72878399863788,362539881.36976045,362.53988136976045,45.2868969030969,180.4889859512912,25.29128328511626,337.2485980846442,468.9115504128615,0.0,468.9115504128615,0.2,2344.5577520643074,422020.3953715754,2110101.9768578764,16880815.814863015,9.22277649054322e-06
9,33.75,59.9899,0.0954061,173.636,0.874742,0.0,173.636,0.874742,628.7847422753891,198.49967190325833,370483660.8759729,370.48366087597293,44.8630969030969,188.43276545750368,24.083212035431963,346.40044884054095,466.4281421170007,0.0,466.4281421170007,0.2,2332.140710585003,531290.8056301461,2656454.02815073,21251632.225205842,1.1610757218245831e-05
