range_m,00.05,10.35,12.35,14.05
0.0,0.0,0.0,0.0,0.0
3.75,5.026048994564277e-05,1.3702558856683084e-06,2.5014499825416637e-06,2.2406880591267966e-06
7.5,0.0003124717707063247,1.163927041659544e-05,2.5337909358690875e-05,2.1802418580980606e-05
11.25,0.0009680109914951018,6.893589636666158e-05,0.0001652543943066375,0.00014126173258033052
15.0,0.0017209861160295227,0.00019486411637982632,0.0005125862526385826,0.000446908955409172
18.75,0.002689040806296129,0.0003089175109890283,0.0008407210769657959,0.0007423918452155824
22.5,0.0038722187610664258,0.00043655084905758955,0.0012106333981990968,0.0010690202795545073
26.25,0.0052705199803404134,0.0005867527651312481,0.0016477020830005015,0.001455055380504746
30.0,0.006883944464118091,0.0007896418298603347,0.002152245957032438,0.0019004804969857908
33.75,0.00871249221239946,0.0010010953147278616,0.002723936289369179,0.002405349578498487
37.5,0.010756163225184516,0.0012359250940687063,0.0033628843078631837,0.0029695673808623297
41.25,0.013014957502473267,0.0014954693638231347,0.004069090012514452,0.0035931765308434187
45.0,0.015488875044265703,0.0017796929122183207,0.004842553403322985,0.004276177028441755
48.75,0.018177915850561832,0.0020885753104831106,0.00568327448028878,0.005018568873657338
52.5,0.021082079921361654,0.0024223597971860474,0.006591253243411841,0.005820352066490167
56.25,0.024201367256665163,0.0027808314616545892,0.007566489692692164,0.006681390370826996
60.0,0.027535777856472363,0.003163968240815888,0.008608983828129751,0.007602092495007564
63.75,0.031085311720783253,0.0035718235218585616,0.009718735649724601,0.008582049730692133
67.5,0.03484996884959784,0.004004397304782609,0.010877024209842115,0.009602977011705191
71.25,0.03882974924291611,0.004461680650453015,0.011767036540527423,0.010268261040440882
75.0,0.043024652900738064,0.0049135499862657875,0.011995325953437814,0.010415154216564167
78.75,0.04743467982306372,0.005093789898087428,0.012038510812586877,0.010469356066210904
82.5,0.05205983000989307,0.005134642383568533,0.01205744372048097,0.010501249980095472
86.25,0.0569001034612261,0.0051629708792037595,0.012044452362829723,0.010503042102101878
90.0,0.06195550017706281,0.0051870341800224805,0.012013178350792006,0.010495377652831516
93.75,0.06722602015740323,0.0052069179382906615,0.011977496550720074,0.010484135614141972
97.5,0.07271166340224733,0.005220386107385271,0.011936191160330555,0.010459698200833102
101.25,0.07841055559626585,0.005232087612006429,0.011901331976317786,0.010435260815673615
105.0,0.08429643494639356,0.0052406998290297855,0.011861420179172664,0.010406516614542637
108.75,0.09035366103833294,0.00524500311334841,0.011803061356196421,0.010364881111549104
