day,timestamp,pbls_km,pbls_m,min_pbls_m,max_pbls_m
12-02-2026,2026-02-12 00:05:00,2.3683605,2368.3605000000002,2068.3605000000002,2668.3605000000002
12-02-2026,2026-02-12 00:35:00,2.7281115,2728.1115,2428.1115,3028.1115
12-02-2026,2026-02-12 01:05:00,2.7281115,2728.1115,2428.1115,3028.1115
12-02-2026,2026-02-12 01:35:00,1.7987548,1798.7548,1498.7548,2098.7547999999997
12-02-2026,2026-02-12 02:05:00,2.5182567,2518.2567,2218.2567,2818.2567
12-02-2026,2026-02-12 02:35:00,1.828734,1828.7340000000002,1528.7340000000002,2128.7340000000004
12-02-2026,2026-02-12 03:05:00,2.698132,2698.132,2398.132,2998.132
12-02-2026,2026-02-12 03:35:00,3.3576756,3357.6756,3057.6756,3657.6756
12-02-2026,2026-02-12 04:05:00,3.297717,3297.717,2997.717,3597.717
12-02-2026,2026-02-12 04:35:00,3.1778002,3177.8002,2877.8002,3477.8002
12-02-2026,2026-02-12 05:05:00,2.8180492,2818.0492,2518.0492,3118.0492
12-02-2026,2026-02-12 05:35:00,3.2677379,3267.7379,2967.7379,3567.7379
12-02-2026,2026-02-12 06:05:00,2.6381736,2638.1736,2338.1736,2938.1736
12-02-2026,2026-02-12 06:35:00,2.8180492,2818.0492,2518.0492,3118.0492
12-02-2026,2026-02-12 07:05:00,2.8480284,2848.0284,2548.0284,3148.0284
12-02-2026,2026-02-12 07:35:00,3.0878623,3087.8623,2787.8623,3387.8623
12-02-2026,2026-02-12 08:05:00,2.9679453,2967.9453,2667.9453,3267.9453
12-02-2026,2026-02-12 08:35:00,3.057883,3057.883,2757.883,3357.883
12-02-2026,2026-02-12 09:05:00,1.4090246,1409.0246,1109.0246,1709.0246
12-02-2026,2026-02-12 09:35:00,1.4390038,1439.0038,1139.0038,1739.0038
12-02-2026,2026-02-12 10:05:00,1.4390038,1439.0038,1139.0038,1739.0038
12-02-2026,2026-02-12 10:35:00,1.349066,1349.066,1049.066,1649.066
12-02-2026,2026-02-12 11:05:00,1.3190868,1319.0868,1019.0868,1619.0868
12-02-2026,2026-02-12 11:35:00,1.4390038,1439.0038,1139.0038,1739.0038
12-02-2026,2026-02-12 12:05:00,1.5589207,1558.9207000000001,1258.9207000000001,1858.9207000000001
12-02-2026,2026-02-12 12:35:00,1.5889001,1588.9001,1288.9001,1888.9001
12-02-2026,2026-02-12 13:05:00,1.5889001,1588.9001,1288.9001,1888.9001
12-02-2026,2026-02-12 13:35:00,2.9679453,2967.9453,2667.9453,3267.9453
12-02-2026,2026-02-12 14:05:00,1.708817,1708.817,1408.817,2008.817
12-02-2026,2026-02-12 14:35:00,1.5889001,1588.9001,1288.9001,1888.9001
12-02-2026,2026-02-12 15:05:00,3.1178415,3117.8415,2817.8415,3417.8415
12-02-2026,2026-02-12 15:35:00,2.937966,2937.966,2637.966,3237.966
12-02-2026,2026-02-12 16:05:00,3.147821,3147.821,2847.821,3447.821
12-02-2026,2026-02-12 16:35:00,3.297717,3297.717,2997.717,3597.717
12-02-2026,2026-02-12 17:05:00,3.417634,3417.634,3117.634,3717.634
