bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,photon_counting_shifted,pc_sterr_shifted,SNR_analog,SNR_Photon,photon_deadtime_corr_hz,photon_deadtime_corr,analog_bg_corr,photon_bg_corr,afterpulse_profile,photon_APcorr,analog_scaled_for_glue,weight_w,merged_sig,overlap_func,merged_counts_ovcorr,range2_corrected_counts,range2_corrected_counts_overlap,nrb,range2_norm
0,0.0,69.7546,0.100615,189.488,0.897432,0.0,189.488,0.897432,693.2823137703126,211.14468839978963,450982886.0315258,450.98288603152577,64.07361116883116,450.97483018691383,38.0,412.98288603152577,3726.353583718915,0.0,3726.353583718915,0.2,18631.767918594574,0.0,0.0,0.0,0.0
1,3.75,69.4998,0.110305,189.988,0.88587,0.0,189.988,0.88587,630.0693531571551,214.464876336257,453825455.1583531,453.82545515835307,63.81881116883116,453.81739931374113,36.06328740122878,417.7621677571243,3711.6841114195468,0.0,3711.6841114195468,0.2,18558.420557097732,52195.557816837376,260977.78908418686,2087822.312673495,0.0003554462692636407
2,7.5,65.0457,0.0983161,192.237,0.871587,0.0,192.237,0.871587,661.5976427055182,220.55973758213466,466872540.0103431,466.8725400103431,59.364711168831164,466.86448416573114,34.23847134592593,432.63406866441716,3455.2504514171314,0.0,3455.2504514171314,0.2,17276.252257085656,194357.83789221363,971789.1894610681,7774313.515688545,0.0013235564724370008
3,11.25,61.0036,0.0773969,191.603,0.858325,0.0,191.603,0.858325,788.1917751227762,223.22896338799407,463150590.08957374,463.15059008957377,55.322611168831166,463.14253424496184,32.51885340007681,430.63173668949696,3222.536660281826,0.0,3222.536660281826,0.2,16112.683301409128,407852.2960669186,2039261.4803345928,16314091.842676742,0.0027774313200429365
4,15.0,60.9507,0.0697235,192.103,0.869887,0.0,192.103,0.869887,874.177285993962,220.83672936829728,466082961.6656754,466.0829616656754,55.269711168831165,466.07490582106345,30.898139760816136,435.18482190485923,3219.491075177287,0.0,3219.491075177287,0.2,16097.455375886433,724385.4919148895,3621927.4595744475,28975419.67659558,0.004932989154237874
5,18.75,59.2063,0.066748,194.152,0.883489,0.0,194.152,0.883489,887.0123449391741,219.75599017078875,478330744.1572065,478.3307441572065,53.525311168831166,478.32268831259455,29.370416759027677,448.96032739817883,3119.0616109739203,0.0,3119.0616109739203,0.2,15595.308054869602,1096545.097608019,5482725.488040094,43861803.904320754,0.0074673569998398295
6,22.5,57.3129,0.0752492,192.47,0.877028,0.0,192.47,0.877028,761.6413197748282,219.45707548675753,468249214.5567677,468.2492145567677,51.63191116883117,468.24115871215577,27.930127845898994,440.3190867108687,3010.0538446802643,0.0,3010.0538446802643,0.2,15050.269223401321,1523839.7588693837,7619198.794346919,60953590.35477535,0.010377188785805134
7,26.25,56.4969,0.0872903,191.953,0.865126,0.0,191.953,0.865126,647.2299900447128,221.87866276126255,465200966.8273635,465.2009668273635,50.815911168831164,465.1929109827516,26.572051973526886,438.62891485383665,2963.074686924046,0.0,2963.074686924046,0.2,14815.37343462023,2041743.6514586005,10208718.257293,81669746.05834402,0.013904059924991833
8,30.0,54.4496,0.108687,192.453,0.863426,0.0,192.453,0.863426,500.9761977053373,222.89460822351887,468148608.99636006,468.14860899636005,48.768611168831164,468.1405531517481,25.29128328511626,442.8573257112438,2845.206513303574,0.0,2845.206513303574,0.2,14226.03256651787,2560685.8619732168,12803429.309866082,102427434.47892867,0.017438001900248298
9,33.75,52.204,0.122125,192.92,0.876348,0.0,192.92,0.876348,427.4636642784033,220.1408572850055,470921592.4824394,470.9215924824394,46.52301116883117,470.91353663782746,24.083212035431963,446.8383804470074,2715.921713478374,0.0,2715.921713478374,0.2,13579.60856739187,3093604.5767589603,15468022.883794801,123744183.07035841,0.021067122402343246
10,37.5,51.1061,0.127894,192.636,0.872947,0.0,192.636,0.872947,399.59732278292955,220.673190926826,469232938.26399314,469.23293826399316,45.425111168831165,469.22488241938123,22.943506666970173,446.289431597023,2652.712868747305,0.0,2652.712868747305,0.2,13263.564343736525,3730377.4716758975,18651887.358379487,149215098.8670359,0.025403478968560853
11,41.25,49.6584,0.126532,192.953,0.858325,0.0,192.953,0.858325,392.45724401732366,224.80179419217663,471118274.07020485,471.11827407020485,43.97741116883117,471.1102182255929,21.868096971831555,449.2501770983733,2569.3651644780934,0.0,2569.3651644780934,0.2,12846.825822390467,4371935.412682256,21859677.063411277,174877416.5072902,0.029772421196315173
12,45.0,47.5051,0.12848,191.487,0.852884,0.0,191.487,0.852884,369.7470423412204,224.517050384343,462473376.9934621,462.47337699346207,41.824111168831166,462.46532114885014,20.853158273520616,441.6202187199415,2445.3943061490927,0.0,2445.3943061490927,0.2,12226.971530745463,4951923.469951913,24759617.34975956,198076938.7980765,0.033722078979404616
13,48.75,45.6555,0.132208,190.087,0.870567,0.0,190.087,0.870567,345.3308423090888,218.34850160872168,454390749.89354193,454.3907498935419,39.97451116883117,454.38269404893,19.895096566880543,434.49565332666134,2338.9082152349984,0.0,2338.9082152349984,0.2,11694.541076174992,5558561.555269426,27792807.77634713,222342462.210777,0.03785322065579054
14,52.5,44.042,0.130408,192.42,0.849483,0.0,192.42,0.849483,337.7246794675174,226.5142445463888,467953388.51561356,467.95338851561354,38.36101116883117,467.9453326710016,18.99053455811675,448.9628539574968,2246.014990921692,0.0,2246.014990921692,0.2,11230.074954608459,6190578.818727913,30952894.093639564,247623152.7491165,0.04215719187102041
15,56.25,42.6204,0.132309,190.687,0.861385,0.0,190.687,0.861385,322.1277464118087,221.37255698671328,457834373.0907762,457.8343730907762,36.939411168831164,457.82631724616425,18.13629855037899,439.6980745403972,2164.169928830712,0.0,2164.169928830712,0.2,10820.849644153559,6847568.915440924,34237844.57720462,273902756.617637,0.04663122545907544
16,60.0,41.5054,0.131439,191.02,0.860365,0.0,191.02,0.860365,315.77690031117095,222.02204878162175,459758716.9309241,459.7587169309241,35.82441116883117,459.75066108631216,17.329406123675696,442.4293108072484,2099.976594396664,0.0,2099.976594396664,0.2,10499.88297198332,7559915.7398279905,37799578.69913995,302396629.5931196,0.0514822325512634
17,63.75,40.4725,0.127849,189.771,0.858665,0.0,189.771,0.858665,316.5648538510274,221.00702835215128,452589232.2536803,452.5892322536803,34.791511168831164,452.58117640906835,16.56705456099788,436.0221776926824,2040.5099619868627,0.0,2040.5099619868627,0.2,10202.549809934313,8292760.017387234,41463800.08693617,331710400.69548935,0.056472825147739346
18,67.5,39.6607,0.128834,189.138,0.868186,0.0,189.138,0.868186,307.84342642470153,217.85423860785593,449005373.9726823,449.0053739726823,33.979711168831166,448.9973181280704,15.846609975445318,433.158763997237,1993.7726087190956,0.0,1993.7726087190956,0.2,9968.863043595478,9084126.44847638,45420632.2423819,363365057.93905514,0.06186194746612139
19,71.25,38.9838,0.12798,189.071,0.850503,0.0,189.071,0.850503,304.6085325832161,222.30491838359183,448627967.82310224,448.6279678231022,33.30281116883117,448.6199119784903,15.16559709588684,433.4623707272154,1954.8017853303902,0.0,1954.8017853303902,0.2,9774.00892665195,9923673.438341308,49618367.19170654,396946937.5336523,0.06757917433179052
20,75.0,38.2047,0.123911,191.237,0.880769,0.0,191.237,0.880769,308.32371621567097,217.12503505459432,461017806.54970884,461.01780654970884,32.52371116883117,461.0097507050969,14.521689671259445,446.4961168784494,1909.947052722707,0.0,1909.947052722707,0.2,9549.735263613535,10743452.171565227,53717260.857826136,429738086.8626091,0.07316178144499813
21,78.75,37.4366,0.121091,189.638,0.863086,0.0,189.638,0.863086,309.16087900834907,219.72086211571036,451833480.6898477,451.8334806898477,31.755611168831166,451.8254248452358,13.912701456027971,437.92077923381976,1865.7256175847763,0.0,1865.7256175847763,0.2,9328.62808792388,11570414.02530309,57852070.12651544,462816561.0121236,0.07879330485482454
22,82.5,36.5708,0.120382,190.421,0.860365,0.0,190.421,0.860365,303.7896030968085,221.32583264079778,456303961.15862936,456.30396115862936,30.889811168831166,456.29590531401743,13.336577741597804,442.96738341703156,1815.879349465495,0.0,1815.879349465495,0.2,9079.396747327473,12359328.822299525,61796644.11149762,494373152.891981,0.08416573180240682
