range_m,00.05,00.35,01.05,01.35,02.05,02.35,03.05,03.35,04.05,04.35,05.05,05.35,06.05,06.35,07.05,07.35,08.05,08.35,09.05,09.35,10.05,10.35,11.05,11.35,12.05,12.35,13.05,13.35,14.05,14.35,15.05,15.35,16.05,16.35,17.05,17.35,18.05,18.35,19.05,19.35,20.05,20.35,21.05,21.35,22.05,22.35,23.05,23.35
0.0,0.350877,0.436791,0.267335,0.485762,0.284757,0.535117,0.267782,0.284876,0.536913,0.469996,0.484342,0.368201,0.350731,48.1038,117.631,146.555,127.198,116.777,115.963,116.576,122.173,126.032,131.591,,,,,,,,,,,,,,,,,,,,,0.250836,,,,
3.75,0.31746,0.436791,0.451128,0.519263,0.268007,0.702341,0.251046,0.485966,0.352349,0.268569,0.400835,0.334728,0.634656,48.0201,119.183,146.806,128.284,116.192,115.663,115.741,119.733,127.502,133.762,,,,,,,,,,,,,,,,,,,,,0.384615,,,,
7.5,0.367586,0.302394,0.267335,0.536013,0.318258,0.434783,0.334728,0.268119,0.385906,0.268569,0.400835,0.23431,0.501044,47.7857,118.515,146.337,127.8,117.745,115.93,115.474,120.903,127.068,132.259,,,,,,,,,,,,,,,,,,,,,0.334448,,,,
11.25,0.401003,0.386392,0.31746,0.435511,0.318258,0.48495,0.351464,0.385421,0.385906,0.318926,0.467641,0.317992,0.467641,49.9958,119.5,146.873,127.599,116.96,117.281,116.66,120.017,124.678,133.344,,,,,,,,,,,,,,,,,,,,,0.41806,,,,
15.0,0.484545,0.554389,0.31746,0.569514,0.234506,0.41806,0.451883,0.385421,0.45302,0.234998,0.534447,0.401674,0.835073,48.1206,119.366,145.768,128.234,117.879,116.314,116.944,119.565,126.099,134.146,,,,,,,,,,,,,,,,,,,,,0.535117,,,,
18.75,0.300752,0.403192,0.267335,0.636516,0.284757,0.501672,0.334728,0.184332,0.369128,0.318926,0.484342,0.284519,0.434238,48.8405,117.932,148.079,129.002,117.144,115.296,116.409,121.538,125.146,132.643,,,,,,,,,,,,,,,,,,,,,0.451505,,,,
22.5,0.367586,0.50399,0.250627,0.569514,0.268007,0.618729,0.317992,0.351906,0.352349,0.251783,0.183716,0.267782,0.484342,48.8238,119.083,146.806,128.902,118.747,115.013,116.443,122.725,127.285,132.225,,,,,,,,,,,,,,,,,,,,,0.334448,,,,
26.25,0.334169,0.184796,0.267335,0.720268,0.251256,0.384615,0.23431,0.418936,0.352349,0.45321,0.334029,0.451883,0.534447,50.046,116.847,145.651,128.518,115.908,115.413,116.175,118.913,127.87,132.91,,,,,,,,,,,,,,,,,,,,,0.535117,,,,
30.0,0.417711,0.352793,0.300752,0.552764,0.217755,0.735786,0.133891,0.385421,0.302013,0.45321,0.283925,0.468619,0.501044,47.702,119.7,146.722,127.699,116.058,115.163,117.177,121.07,126.282,133.094,,,,,,,,,,,,,,,,,,,,,0.367893,,,,
33.75,0.334169,0.403192,0.233918,0.619765,0.134003,0.652174,0.1841,0.201089,0.402685,0.352497,0.434238,0.351464,0.551148,48.1373,118.549,145.584,128.484,117.912,114.279,116.326,119.649,126.182,133.678,,,,,,,,,,,,,,,,,,,,,0.451505,,,,
37.5,0.300752,0.470391,0.150376,0.686767,0.301508,0.518395,0.317992,0.335149,0.503356,0.335711,0.434238,0.334728,0.584551,48.2712,116.947,147.794,129.102,116.894,114.462,117.344,120.585,126.516,135.015,,,,,,,,,,,,,,,,,,,,,0.367893,,,,
41.25,0.401003,0.436791,0.250627,0.670017,0.41876,0.48495,0.267782,0.519481,0.469799,0.402854,0.384134,0.485356,0.56785,48.0703,120.767,147.945,128.835,118.714,116.047,116.409,120.184,126.015,131.14,,,,,,,,,,,,,,,,,,,,,0.451505,,,,
45.0,0.21721,0.369593,0.384294,0.485762,0.217755,0.434783,0.251046,0.351906,0.419463,0.318926,0.434238,0.23431,0.501044,49.1754,117.848,147.878,127.015,117.896,115.146,117.411,120.903,127.586,133.311,,,,,,,,,,,,,,,,,,,,,0.334448,,,,
48.75,0.367586,0.453591,0.300752,0.469012,0.301508,0.501672,0.200837,0.452451,0.352349,0.402854,0.283925,0.41841,0.56785,48.3717,119.083,147.895,127.883,115.273,114.996,117.678,121.588,126.048,132.894,,,,,,,,,,,,,,,,,,,,,0.351171,,,,
52.5,0.267335,0.470391,0.233918,0.569514,0.318258,0.518395,0.284519,0.452451,0.469799,0.30214,0.56785,0.351464,0.501044,48.7066,119.149,147.191,126.981,117.528,114.212,116.459,121.354,125.798,133.161,,,,,,,,,,,,,,,,,,,,,0.501672,,,,
56.25,0.367586,0.352793,0.401003,0.686767,0.234506,0.468227,0.351464,0.402178,0.33557,0.30214,0.350731,0.384937,0.584551,50.0795,118.532,146.572,128.033,117.712,114.062,116.242,118.629,126.683,133.127,,,,,,,,,,,,,,,,,,,,,0.568562,,,,
60.0,0.401003,0.386392,0.284043,0.569514,0.284757,0.48495,0.200837,0.385421,0.385906,0.268569,0.267223,0.267782,0.350731,48.5224,118.916,147.325,129.102,118.547,115.947,116.376,121.22,125.129,130.856,,,,,,,,,,,,,,,,,,,,,0.41806,,,,
63.75,0.367586,0.386392,0.31746,0.536013,0.201005,0.48495,0.1841,0.402178,0.419463,0.318926,0.384134,0.368201,0.501044,48.1206,118.382,147.643,126.965,117.612,116.264,116.259,120.084,126.917,132.977,,,,,,,,,,,,,,,,,,,,,0.468227,,,,
