time_key,prototype_col,Time_mapping,time_key_mpl,PBL_MPL_m,rmin_m,rmax_m,rmin_used_m,rmax_used_m,PBL_TR40_m,Chosen_mode,HWCT_peak_chosen,Delta_TR40_minus_MPL_m,NRB_all_nan,FFT_fc_cycles_per_m,FFT_order,FFT_pad_frac,HWCT_smooth_win_bins,HWCT_tol_m
1805,18.05,exact,1805,2758.0906999999997,2458.0906999999997,3058.0906999999997,2458.0906999999997,3058.0906999999997,2872.5,positive,0.06158096932497332,114.40930000000026,False,0.0125,6,0.1,7,22.5
1835,18.35,exact,1835,2608.1944,2308.1944,2908.1944,2308.1944,2908.1944,2786.25,positive,0.15153008168007653,178.05560000000014,False,0.0125,6,0.1,7,22.5
1905,19.05,exact,1905,2728.1115,2428.1115,3028.1115,2428.1115,3028.1115,2643.75,positive,0.01574318670910599,-84.36149999999998,False,0.0125,6,0.1,7,22.5
1935,19.35,exact,1935,2638.1736,2338.1736,2938.1736,2338.1736,2938.1736,2640.0,positive,0.1956025453812842,1.8263999999999214,False,0.0125,6,0.1,7,22.5
2005,20.05,exact,2005,2728.1115,2428.1115,3028.1115,2428.1115,3028.1115,2433.75,positive,0.3778315308389694,-294.3615,False,0.0125,6,0.1,7,22.5
2035,20.35,exact,2035,2218.4640999999997,1918.4640999999997,2518.4640999999997,1918.4640999999997,2518.4640999999997,2347.5,positive,0.2890736245024397,129.0359000000003,False,0.0125,6,0.1,7,22.5
2105,21.05,exact,2105,2188.485,1888.485,2488.485,1888.485,2488.485,2433.75,positive,0.1107400670718457,245.26499999999987,False,0.0125,6,0.1,7,22.5
2135,21.35,exact,2135,2398.3397,2098.3397,2698.3397,2098.3397,2698.3397,2677.5,positive,0.2093420568438011,279.1603,False,0.0125,6,0.1,7,22.5
2205,22.05,exact,2205,2668.1528000000003,2368.1528000000003,2968.1528000000003,2368.1528000000003,2968.1528000000003,2546.25,positive,0.021334711044825483,-121.9028000000003,False,0.0125,6,0.1,7,22.5
2235,22.35,exact,2235,2128.5264,1828.5264,2428.5264,1828.5264,2428.5264,2321.25,positive,0.01917155749371069,192.7235999999998,False,0.0125,6,0.1,7,22.5
2305,23.05,exact,2305,2368.3605,2068.3605,2668.3605,2068.3605,2668.3605,2587.5,positive,0.47687395374072605,219.13950000000023,False,0.0125,6,0.1,7,22.5
2335,23.35,exact,2335,1768.7756,1468.7756,2068.7756,1468.7756,2068.7756,1638.75,positive,0.00046236045207279086,-130.02559999999994,False,0.0125,6,0.1,7,22.5
