time_key,prototype_col,Time_mapping,time_key_mpl,PBL_MPL_m,rmin_m,rmax_m,rmin_used_m,rmax_used_m,PBL_TR40_m,Chosen_mode,HWCT_peak_chosen,Delta_TR40_minus_MPL_m,NRB_all_nan,FFT_fc_cycles_per_m,FFT_order,FFT_pad_frac,HWCT_smooth_win_bins,HWCT_tol_m
0035,00.35,exact,0035,2368.3605,2068.3605,2668.3605,2068.3605,2668.3605,2130.0,positive,0.007989978974454998,-238.36049999999977,False,0.0125,6,0.1,7,22.5
0105,01.05,exact,0105,2338.3813,2038.3813,2638.3813,2038.3813,2638.3813,2115.0,positive,0.01142233664876291,-223.3813,False,0.0125,6,0.1,7,22.5
0135,01.35,exact,0135,2038.5888,1738.5887999999998,2338.5887999999995,1738.5887999999998,2338.5887999999995,2077.5,positive,0.008252844562606554,38.91120000000001,False,0.0125,6,0.1,7,22.5
0205,02.05,exact,0205,2128.5264,1828.5264,2428.5264,1828.5264,2428.5264,2328.75,positive,0.1467905817516011,200.2235999999998,False,0.0125,6,0.1,7,22.5
0235,02.35,exact,0235,2248.4434,1948.4434,2548.4434,1948.4434,2548.4434,2313.75,positive,0.1406047199878412,65.30659999999989,False,0.0125,6,0.1,7,22.5
0305,03.05,exact,0305,2338.3813,2038.3813,2638.3813,2038.3813,2638.3813,2373.75,positive,0.3006337441128498,35.36869999999999,False,0.0125,6,0.1,7,22.5
0335,03.35,exact,0335,2308.402,2008.402,2608.402,2008.402,2608.402,2370.0,positive,0.37882907552593403,61.597999999999956,False,0.0125,6,0.1,7,22.5
0405,04.05,exact,0405,2308.402,2008.402,2608.402,2008.402,2608.402,2171.25,positive,0.009996023261264225,-137.15200000000004,False,0.0125,6,0.1,7,22.5
0435,04.35,exact,0435,2458.2982,2158.2982,2758.2982,2158.2982,2758.2982,2160.0,positive,0.013535968889125088,-298.2982000000002,False,0.0125,6,0.1,7,22.5
0505,05.05,exact,0505,2458.2982,2158.2982,2758.2982,2158.2982,2758.2982,2302.5,positive,0.0157412702194224,-155.79820000000018,False,0.0125,6,0.1,7,22.5
0535,05.35,exact,0535,2548.2360000000003,2248.2360000000003,2848.2360000000003,2248.2360000000003,2848.2360000000003,2437.5,positive,0.005248959059749203,-110.73600000000033,False,0.0125,6,0.1,7,22.5
0605,06.05,exact,0605,1439.0038,1139.0038,1739.0038,1139.0038,1739.0038,1736.25,positive,0.001197331224190079,297.24620000000004,False,0.0125,6,0.1,7,22.5
0635,06.35,exact,0635,1379.0454000000002,1079.0454000000002,1679.0454000000002,1079.0454000000002,1679.0454000000002,1601.25,positive,0.0015423022371117145,222.2045999999998,False,0.0125,6,0.1,7,22.5
0705,07.05,exact,0705,1439.0038,1139.0038,1739.0038,1139.0038,1739.0038,1668.75,positive,0.0008545728744077941,229.74620000000004,False,0.0125,6,0.1,7,22.5
0735,07.35,exact,0735,1439.0038,1139.0038,1739.0038,1139.0038,1739.0038,1560.0,positive,0.011944215911534106,120.99620000000004,False,0.0125,6,0.1,7,22.5
0805,08.05,exact,0805,1409.0246,1109.0246,1709.0246,1109.0246,1709.0246,1526.25,positive,0.010200075017037319,117.22540000000004,False,0.0125,6,0.1,7,22.5
0835,08.35,exact,0835,1409.0246,1109.0246,1709.0246,1109.0246,1709.0246,1706.25,positive,0.008681777503229196,297.22540000000004,False,0.0125,6,0.1,7,22.5
0905,09.05,exact,0905,1409.0246,1109.0246,1709.0246,1109.0246,1709.0246,1616.25,positive,0.01733716380896284,207.22540000000004,False,0.0125,6,0.1,7,22.5
0935,09.35,exact,0935,1409.0246,1109.0246,1709.0246,1109.0246,1709.0246,1616.25,positive,0.010262959717986901,207.22540000000004,False,0.0125,6,0.1,7,22.5
1005,10.05,exact,1005,1379.0454000000002,1079.0454000000002,1679.0454000000002,1079.0454000000002,1679.0454000000002,1338.75,positive,0.011168205397123184,-40.2954000000002,False,0.0125,6,0.1,7,22.5
1035,10.35,exact,1035,1409.0246,1109.0246,1709.0246,1109.0246,1709.0246,1578.75,positive,0.010189855702439637,169.72540000000004,False,0.0125,6,0.1,7,22.5
1105,11.05,exact,1105,1319.0868,1019.0868,1619.0868,1019.0868,1619.0868,1545.0,positive,0.008353792037575112,225.91319999999996,False,0.0125,6,0.1,7,22.5
1135,11.35,exact,1135,1319.0868,1019.0868,1619.0868,1019.0868,1619.0868,1526.25,positive,0.014842750680295036,207.16319999999996,False,0.0125,6,0.1,7,22.5
1205,12.05,exact,1205,1289.1075999999998,989.1075999999998,1589.1075999999998,989.1075999999998,1589.1075999999998,1417.5,positive,0.008550072774105593,128.39240000000018,False,0.0125,6,0.1,7,22.5
1235,12.35,exact,1235,2698.132,2398.132,2998.132,2398.132,2998.132,2576.25,positive,0.34716534837887364,-121.88200000000006,False,0.0125,6,0.1,7,22.5
1305,13.05,exact,1305,1379.0454000000002,1079.0454000000002,1679.0454000000002,1079.0454000000002,1679.0454000000002,1080.0,positive,0.007355678233556111,-299.0454000000002,False,0.0125,6,0.1,7,22.5
1335,13.35,exact,1335,2608.1944,2308.1944,2908.1944,2308.1944,2908.1944,2538.75,positive,0.033201478093740036,-69.44439999999986,False,0.0125,6,0.1,7,22.5
1405,14.05,exact,1405,2338.3813,2038.3813,2638.3813,2038.3813,2638.3813,2396.25,positive,0.022398369905531523,57.86869999999999,False,0.0125,6,0.1,7,22.5
1435,14.35,exact,1435,2458.2982,2158.2982,2758.2982,2158.2982,2758.2982,2467.5,positive,0.02727438707054724,9.201799999999821,False,0.0125,6,0.1,7,22.5
1505,15.05,exact,1505,2668.1528000000003,2368.1528000000003,2968.1528000000003,2368.1528000000003,2968.1528000000003,2531.25,positive,0.11479364832821452,-136.9028000000003,False,0.0125,6,0.1,7,22.5
1535,15.35,exact,1535,2638.1736,2338.1736,2938.1736,2338.1736,2938.1736,2902.5,positive,0.03366650139081092,264.3263999999999,False,0.0125,6,0.1,7,22.5
1605,16.05,exact,1605,2638.1736,2338.1736,2938.1736,2338.1736,2938.1736,2797.5,positive,0.023273295770664587,159.32639999999992,False,0.0125,6,0.1,7,22.5
1635,16.35,exact,1635,2668.1528000000003,2368.1528000000003,2968.1528000000003,2368.1528000000003,2968.1528000000003,2471.25,positive,0.292476560119724,-196.9028000000003,False,0.0125,6,0.1,7,22.5
1705,17.05,exact,1705,2278.4226,1978.4226,2578.4226,1978.4226,2578.4226,2122.5,positive,0.028301813344267276,-155.92259999999987,False,0.0125,6,0.1,7,22.5
1735,17.35,exact,1735,2098.5472,1798.5472,2398.5472,1798.5472,2398.5472,2062.5,positive,0.021000562402077365,-36.047199999999975,False,0.0125,6,0.1,7,22.5
