day,time_tag,bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,SNR_analog,SNR_Photon,photon_per_bin,analog_bg_corr,Photon_per_bin_bg_corr,afterpulse_raw,afterpulse_counts_per_bin,photon_APcorr_counts,photon_deadtime_counts,photon_deadtime_corr,k_scale,b_offset,r2_overlap,analog_scaled_for_glue,weight_w,merged_counts_per_bin,range2_corrected_counts,range2_norm,ratio_mean_overlap,ratio_std_overlap
17-02-2026,16.05,0,0.0,38.5028,0.156123,140.385,0.902951,0.0,246.6183714122839,155.47355282844805,3.509625,24.832836909227307,0.5610209114778693,0.0,0.0,0.5610209114778693,0.6023861410393513,0.6503368166037097,0.044027334405941525,0.17075411129378582,0.962042432011116,1.2640777261445437,0.0,1.2640777261445437,0.0,0.0,1.0026612716731083,0.0390498544358176
17-02-2026,16.05,1,3.75,64.739,0.186617,166.377,0.861519,0.0,346.9083738351812,193.1205231689609,4.159425000000001,51.06903690922731,1.2108209114778696,0.0,0.0,1.2108209114778696,1.4214924620164306,1.7209157609231331,0.044027334405941525,0.17075411129378582,0.962042432011116,2.419187677085707,0.0,2.419187677085707,34.01982670901776,2.7569112583609912e-06,1.0026612716731083,0.0390498544358176
17-02-2026,16.05,2,7.5,130.049,0.734198,93.1046,1.20154,0.0,177.13069226557414,77.48772408742114,2.327615,116.37903690922731,-0.6209890885221307,0.0,0.0,-0.6209890885221307,-0.5771225438961727,-0.539044545358964,0.044027334405941525,0.17075411129378582,0.962042432011116,5.294612887137747,0.0,5.294612887137747,297.82197490149827,2.413500699507095e-05,1.0026612716731083,0.0390498544358176
17-02-2026,16.05,3,11.25,331.614,1.5897,0.937238,0.136624,1.0,208.60162294772599,6.85998067689425,0.02343095,317.9440369092273,-2.925173138522131,0.0,0.0,-2.925173138522131,-2.1539649573368997,-1.7045645158218379,0.044027334405941525,0.17075411129378582,0.962042432011116,14.16898254667135,0.0,14.16898254667135,1793.2618535630927,0.00014532301518064176,1.0026612716731083,0.0390498544358176
17-02-2026,16.05,4,15.0,497.788,0.151871,18.8117,0.648193,1.0,3277.702787233902,29.021757408673032,0.47029249999999995,484.1180369092273,-2.478311588522131,0.0,0.0,-2.478311588522131,-1.9015003279927116,-1.5424945350089436,0.044027334405941525,0.17075411129378582,0.962042432011116,21.485180814244277,0.0,21.485180814244277,4834.165683204962,0.00039175290076587545,1.0026612716731083,0.0390498544358176
17-02-2026,16.05,5,18.75,497.11,0.158466,129.356,1.30837,1.0,3137.0136180631807,98.86805720094468,3.2338999999999998,483.44003690922733,0.2852959114778688,0.0,0.0,0.2852959114778688,0.29561899157108273,0.3067171735685414,0.044027334405941525,0.17075411129378582,0.962042432011116,21.45533028151705,0.0,21.45533028151705,7542.889552095838,0.0006112634642325877,1.0026612716731083,0.0390498544358176
17-02-2026,16.05,6,22.5,475.863,0.143141,126.828,1.31864,1.0,3324.43534696558,96.18091366862828,3.1707000000000005,462.1930369092273,0.22209591147786956,0.0,0.0,0.22209591147786956,0.22830220171309085,0.23486532279791109,0.044027334405941525,0.17075411129378582,0.962042432011116,20.51988150739401,0.0,20.51988150739401,10388.190013118217,0.0008418419719218412,1.0026612716731083,0.0390498544358176
17-02-2026,16.05,7,26.25,474.461,0.0924201,26.0753,0.739619,1.0,5133.742551674365,35.255043475086495,0.6518824999999999,460.79103690922733,-2.2967215885221313,0.0,0.0,-2.2967215885221313,-1.7927468768519732,-1.4701488535329088,0.044027334405941525,0.17075411129378582,0.962042432011116,20.45815518455688,0.0,20.45815518455688,14096.947556858724,0.0011423936329965625,1.0026612716731083,0.0390498544358176
17-02-2026,16.05,8,30.0,485.459,0.256075,12.8033,0.497188,1.0,1895.768817729181,25.75142601993612,0.3200825,471.7890369092273,-2.628521588522131,0.0,0.0,-2.628521588522131,-1.9886962658298764,-1.5993807296927707,0.044027334405941525,0.17075411129378582,0.962042432011116,20.942367808353424,0.0,20.942367808353424,18848.13102751808,0.0015274217906305148,1.0026612716731083,0.0390498544358176
17-02-2026,16.05,9,33.75,493.834,0.212901,25.9916,0.675244,1.0,2319.5475831489753,38.492159871098444,0.64979,480.1640369092273,-2.298814088522131,0.0,0.0,-2.298814088522131,-1.7940215531042034,-1.4710059486135925,0.044027334405941525,0.17075411129378582,0.962042432011116,21.311096734003186,0.0,21.311096734003186,24274.671123575503,0.0019671797474458096,1.0026612716731083,0.0390498544358176
17-02-2026,16.05,10,37.5,498.129,0.12307,60.8033,0.913566,1.0,4047.525798326156,66.55600142737362,1.5200825,484.45903690922734,-1.428521588522131,0.0,0.0,-1.428521588522131,-1.215917198797594,-1.0583977046012285,0.044027334405941525,0.17075411129378582,0.962042432011116,21.500194135276704,0.0,21.500194135276704,30234.648002732865,0.0024501665509430973,1.0026612716731083,0.0390498544358176
17-02-2026,16.05,11,41.25,499.231,0.0799117,117.975,1.07758,1.0,6247.282938543417,109.48143061304033,2.949375,485.5610369092273,0.0007709114778688964,0.0,0.0,0.0007709114778688964,0.0007709842276051511,0.0007710569910732643,0.044027334405941525,0.17075411129378582,0.962042432011116,21.54871225779205,0.0,21.54871225779205,36666.48070114929,0.0029713917802726255,1.0026612716731083,0.0390498544358176
