bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,photon_counting_shifted,pc_sterr_shifted,SNR_analog,SNR_Photon,photon_deadtime_corr_hz,photon_deadtime_corr,analog_bg_corr,photon_bg_corr,afterpulse_profile,photon_APcorr,analog_scaled_for_glue,weight_w,merged_sig,overlap_func,merged_counts_ovcorr,range2_corrected_counts,range2_corrected_counts_overlap,nrb,range2_norm
0,0.0,47.8588,0.0726208,146.232,0.841941,0.0,146.232,0.841941,659.0233101260245,173.684379309239,264658894.22707996,264.65889422707994,33.97068991008992,85.85212475416358,38.0,226.65889422707994,395.701347745664,0.0,395.701347745664,0.2,1978.50673872832,0.0,0.0,0.0,0.0
1,3.75,47.7754,0.0637119,147.251,0.852187,0.0,147.251,0.852187,749.8661945413651,172.79188722662983,268015653.24554107,268.01565324554105,33.887289910089905,89.20888377262469,36.06328740122878,231.95236584431228,395.2000903037539,0.0,395.2000903037539,0.2,1976.0004515187693,5557.501269896539,27787.506349482694,222300.05079586155,1.2895786991181745e-07
2,7.5,44.9614,0.0612975,149.106,0.835109,0.0,149.106,0.835109,733.4948407357559,178.54675257960338,274225173.1006634,274.2251731006634,31.07328991008991,95.41840362774707,34.23847134592593,239.9867017547375,378.2871593500956,0.0,378.2871593500956,0.2,1891.4357967504777,21278.652713442876,106393.26356721437,851146.108537715,4.9375602366169e-07
3,11.25,42.6021,0.0507792,150.827,0.838183,0.0,150.827,0.838183,838.9675300122885,179.94519096665047,280103206.61130255,280.10320661130254,28.71398991008991,101.29643713838618,32.51885340007681,247.58435321122573,364.10710320263075,0.0,364.10710320263075,0.2,1820.5355160131537,46082.30524908296,230411.52624541477,1843292.2099633182,1.0693071646672847e-06
4,15.0,41.9833,0.0502421,149.256,0.82657,0.0,149.256,0.82657,835.6199283071369,180.5727282625791,274732961.0932655,274.7329610932655,28.09518991008991,95.92619162034913,30.898139760816136,243.83482133244934,360.3879412715278,0.0,360.3879412715278,0.2,1801.939706357639,81087.28678609375,405436.43393046875,3243491.47144375,1.8815728999478902e-06
5,18.75,40.5192,0.0442142,151.963,0.822813,0.0,151.963,0.822813,916.4295633529499,184.68716464129758,284046590.347444,284.046590347444,26.63108991008991,105.23982087452765,29.370416759027677,254.67617358841633,351.5882887451415,0.0,351.5882887451415,0.2,1757.9414437257074,123605.2577619638,618026.288809819,4944210.310478552,2.8681722192716185e-06
6,22.5,39.2349,0.0406392,151.546,0.839891,0.0,151.546,0.839891,965.444693793185,180.43531839250568,282593124.30450046,282.59312430450046,25.346789910089914,103.7863548315841,27.930127845898994,254.66299645860147,343.8692847565902,0.0,343.8692847565902,0.2,1719.346423782951,174083.8254080238,870419.1270401189,6963353.016320952,4.03949153054128e-06
7,26.25,38.4953,0.041431,151.913,0.832035,0.0,151.913,0.832035,929.1424295817142,182.58005973306413,283871948.1191515,283.87194811915145,24.60718991008991,105.0651786462351,26.572051973526886,257.2998961456246,339.42408087125773,0.0,339.42408087125773,0.2,1697.1204043562886,233884.40572535104,1169422.028626755,9355376.22901404,5.4271215251551435e-06
8,30.0,37.5189,0.0454617,150.927,0.815982,0.0,150.927,0.815982,825.2858999993401,184.96363890379934,280448290.6287678,280.4482906287678,23.630789910089913,101.64152115585142,25.29128328511626,255.15700734365151,333.5556424266408,0.0,333.5556424266408,0.2,1667.778212133204,300200.07818397676,1501000.3909198837,12008003.12735907,6.965929605750213e-06
9,33.75,36.5888,0.0427234,151.178,0.840916,0.0,151.178,0.840916,856.4112406784104,179.77776615024567,281316182.6567452,281.3161826567452,22.70068991008991,102.50941318382883,24.083212035431963,257.2329706213132,327.96547999593804,0.0,327.96547999593804,0.2,1639.8273999796902,373573.17955787317,1867865.8977893658,14942927.182314927,8.668500311987349e-06
