bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,photon_counting_shifted,pc_sterr_shifted,SNR_analog,SNR_Photon,photon_deadtime_corr_hz,photon_deadtime_corr,analog_bg_corr,photon_bg_corr,afterpulse_profile,photon_APcorr,analog_scaled_for_glue,weight_w,merged_sig,overlap_func,merged_counts_ovcorr,range2_corrected_counts,range2_corrected_counts_overlap,nrb,range2_norm
0,0.0,80.5002,0.0545201,156.557,0.865709,0.0,156.557,0.865709,1476.5233372646053,180.8425232959343,300530441.78706324,300.53044178706324,66.06362707292708,124.3600281150544,38.0,262.53044178706324,583.7242520293012,0.0,583.7242520293012,0.2,2918.621260146506,0.0,0.0,0.0,0.0
1,3.75,81.4352,0.0561274,158.529,0.860924,0.0,158.529,0.860924,1450.8992043101941,184.1382049983506,307882330.6821972,307.8823306821972,66.99862707292706,131.7119170101884,36.06328740122878,271.81904328096846,589.2527605401469,0.0,589.2527605401469,0.2,2946.2638027007347,8286.366945095817,41431.83472547908,331454.67780383263,1.908676736522981e-07
2,7.5,76.703,0.0628,162.691,0.865709,0.0,162.691,0.865709,1221.3853503184714,187.9280451052259,323978821.80445915,323.97882180445913,62.26642707292707,147.8084081324503,34.23847134592593,289.7403504585332,561.2720033476073,0.0,561.2720033476073,0.2,2806.3600167380364,31571.550188302914,157857.75094151456,1262862.0075321165,7.272171722499639e-07
3,11.25,73.3901,0.0503531,166.369,0.868785,0.0,166.369,0.868785,1457.5090709410147,191.4961699384773,338898593.5246982,338.8985935246982,58.95352707292707,162.72817985268935,32.51885340007681,306.3797401246214,541.6833446892317,0.0,541.6833446892317,0.2,2708.4167234461584,68556.7983122309,342783.9915611544,2742271.9324892354,1.579133134412985e-06
4,15.0,73.3657,0.050919,168.207,0.86776,0.0,168.207,0.86776,1440.831516722638,193.84046280077442,346613747.2831002,346.61374728310017,58.92912707292707,170.44333361109133,30.898139760816136,315.715607522284,541.5390713120503,0.0,541.5390713120503,0.2,2707.695356560251,121846.29104521131,609231.4552260565,4873851.641808452,2.8066000780624865e-06
5,18.75,71.7488,0.0505385,168.809,0.845203,0.0,168.809,0.845203,1419.6859819741385,199.7259829887021,349179717.56259245,349.17971756259243,57.31222707292707,173.0093038905836,29.370416759027677,319.8093008035647,531.9785949364496,0.0,531.9785949364496,0.2,2659.8929746822478,187023.72478234555,935118.6239117277,7480948.9912938215,4.307893133808254e-06
6,22.5,70.6061,0.0516313,170.848,0.839051,0.0,170.848,0.839051,1367.5057571666798,203.62051889575247,358017952.53160745,358.0179525316075,56.16952707292707,181.84753885959864,27.930127845898994,330.0878246857085,525.2219888665635,0.0,525.2219888665635,0.2,2626.109944332817,265893.6318636978,1329468.1593184886,10635745.27454791,6.124577790127991e-06
7,26.25,70.3628,0.0551933,171.55,0.870836,0.0,171.55,0.870836,1274.8431421929834,196.9946120739152,361114560.9895234,361.1145609895234,55.92622707292706,184.94414731751456,26.572051973526886,334.54250901599653,523.783394085078,0.0,523.783394085078,0.2,2618.91697042539,360919.4949867491,1804597.4749337453,14436779.799469963,8.313397758067363e-06
8,30.0,69.5236,0.057834,171.617,0.882798,0.0,171.617,0.882798,1202.1233184631876,194.4012106959916,361411570.82255405,361.41157082255404,55.08702707292707,185.2411571505452,25.29128328511626,336.1202875374378,518.8213359649692,0.0,518.8213359649692,0.2,2594.1066798248457,466939.2023684723,2334696.011842361,18677568.09473889,1.0755449267893773e-05
9,33.75,68.6399,0.060578,169.678,0.845544,0.0,169.678,0.845544,1133.0829674139127,200.67317608545505,352918429.37301,352.91842937301,54.20332707292707,176.74801570100115,24.083212035431963,328.835217337578,513.596156316804,0.0,513.596156316804,0.2,2567.98078158402,585018.1218046095,2925090.6090230476,23400724.87218438,1.34752719368007e-05
