bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,photon_counting_shifted,pc_sterr_shifted,SNR_analog,SNR_Photon,photon_deadtime_corr_hz,photon_deadtime_corr,analog_bg_corr,photon_bg_corr,afterpulse_profile,photon_APcorr,analog_scaled_for_glue,weight_w,merged_sig,overlap_func,merged_counts_ovcorr,range2_corrected_counts,range2_corrected_counts_overlap,nrb,range2_norm
0,0.0,60.2533,0.0792375,188.727,0.862621,1.0,188.727,0.862621,760.4139454172582,218.78321997725538,446696008.8415642,446.69600884156415,54.573211558441564,446.6894462399748,38.0,408.69600884156415,4212.427147851348,0.0,4212.427147851348,0.2,21062.13573925674,0.0,0.0,0.0,0.0
1,3.75,59.4151,0.0677518,189.551,0.866064,0.0,189.551,0.866064,876.9523466535206,218.86488758336566,451339909.3286598,451.33990932865976,53.73501155844156,451.3333467270704,36.06328740122878,415.276621927431,4147.871284467046,0.0,4147.871284467046,0.2,20739.35642233523,58329.439937817835,291647.19968908915,2333177.597512713,0.0008293955588501389
2,7.5,54.8631,0.0759112,187.854,0.871574,0.0,187.854,0.871574,722.7273445815638,215.53419445738402,441836045.6965169,441.83604569651686,49.183011558441564,441.8294830949275,34.23847134592593,407.59757435059095,3797.288738385754,0.0,3797.288738385754,0.2,18986.44369192877,213597.49153419866,1067987.4576709932,8543899.661367945,0.003037176613539453
3,11.25,50.4158,0.0626356,190.323,0.878117,0.0,190.323,0.878117,804.9064749120308,216.73991051306376,455741629.02842605,455.7416290284261,44.73571155844156,455.73506642683674,32.51885340007681,423.22277562834927,3454.769898933351,0.0,3454.769898933351,0.2,17273.849494666756,437244.31533375225,2186221.576668761,17489772.61335009,0.0062172462766123876
4,15.0,49.3316,0.0567132,188.593,0.870885,0.0,188.593,0.870885,869.8433521649282,216.55327626494886,445946046.2814594,445.9460462814594,43.65151155844156,445.9394836798701,30.898139760816136,415.04790652064327,3371.2677907476445,0.0,3371.2677907476445,0.2,16856.33895373822,758535.25291822,3792676.2645910997,30341410.116728798,0.010785733082167749
5,18.75,47.2156,0.0587393,190.055,0.882249,0.0,190.055,0.882249,803.8161843944345,215.42104326556338,454207938.83446217,454.20793883446214,41.53551155844156,454.2013762328728,29.370416759027677,424.83752207543444,3208.2992785534407,0.0,3208.2992785534407,0.2,16041.496392767203,1127917.715116444,5639588.57558222,45116708.60465776,0.016038040904614463
6,22.5,45.2093,0.0580092,192.995,0.882593,0.0,192.995,0.882593,779.3470690855934,218.66817434536645,471368736.4035295,471.3687364035295,39.52921155844156,471.3621738019402,27.930127845898994,443.4386085576305,3053.779559264579,0.0,3053.779559264579,0.2,15268.897796322894,1545975.9018776931,7729879.5093884645,61839036.07510772,0.021982476575698566
7,26.25,44.5113,0.063121,190.811,0.854356,0.0,190.811,0.854356,705.1741892555568,223.3389828127853,458549844.2582464,458.5498442582464,38.83121155844156,458.5432816566571,26.572051973526886,431.97779228471956,3000.021515071973,0.0,3000.021515071973,0.2,15000.107575359865,2067202.3252292816,10336011.626146408,82688093.00917126,0.029393877767686812
8,30.0,43.9205,0.074098,189.887,0.873296,0.0,189.887,0.873296,592.7352964992307,217.43715761895166,453249582.7980414,453.2495827980414,38.24041155844156,453.24302019645205,25.29128328511626,427.9582995129251,2954.5197206464836,0.0,2954.5197206464836,0.2,14772.598603232418,2659067.748581835,13295338.742909176,106362709.9432734,0.03780970610563896
9,33.75,43.7779,0.0860383,191.163,0.862276,0.0,191.163,0.862276,508.81874699988265,221.69583752765936,460587986.899229,460.587986899229,38.09781155844156,460.58142429763967,24.083212035431963,436.504774863797,2943.537060042092,0.0,2943.537060042092,0.2,14717.68530021046,3352872.6824541953,16764363.412270976,134114907.29816781,0.04767502851359448
10,37.5,43.624,0.0903991,191.382,0.894646,0.0,191.382,0.894646,482.5711760404695,213.91924850723078,461861382.79727435,461.86138279727436,37.94391155844156,461.854820195685,22.943506666970173,438.9178761303042,2931.68410445292,0.0,2931.68410445292,0.2,14658.4205222646,4122680.7718869187,20613403.859434593,164907230.87547675,0.05862105184628992
11,41.25,42.6543,0.0925623,190.323,0.89258,0.0,190.323,0.89258,460.81720095546456,213.22794595442426,455741629.02842605,455.7416290284261,36.97421155844156,455.73506642683674,21.868096971831555,433.8735320565945,2857.000471997949,0.0,2857.000471997949,0.2,14285.002359989743,4861364.86563401,24306824.328170046,194454594.6253604,0.06912451814735857
12,45.0,41.2789,0.0938615,187.568,0.886381,0.0,187.568,0.886381,439.7852154504243,211.6110340812811,440257146.5268019,440.2571465268019,35.59881155844156,440.25058392521254,20.853158273520616,419.4039882532813,2751.0709390717166,0.0,2751.0709390717166,0.2,13755.354695358583,5570918.651620226,27854593.25810113,222836746.06480902,0.07921377598164672
13,48.75,39.8948,0.0951196,190.424,0.89258,0.0,190.424,0.89258,419.41723892867503,213.34110107777454,456321188.15662193,456.32118815662193,34.21471155844156,456.3146255550326,19.895096566880543,436.42609158974136,2644.471356024458,0.0,2644.471356024458,0.2,13222.35678012229,6284751.457051876,31423757.28525938,251390058.28207502,0.08936387787217921
14,52.5,38.6704,0.0941461,190.945,0.872951,0.0,190.945,0.872951,410.74882549569236,218.73507218618226,459324483.0569898,459.3244830569898,32.99031155844156,459.31792045540044,18.99053455811675,440.33394849887304,2550.171428647056,0.0,2550.171428647056,0.2,12750.85714323528,7028910.000208448,35144550.00104224,281156400.0083379,0.09994518623777332
15,56.25,37.542,0.0883263,189.383,0.866753,0.0,189.383,0.866753,425.0376162026486,218.4970804831365,450388574.68519557,450.3885746851956,31.86191155844156,450.38201208360624,18.13629855037899,432.2522761348166,2463.2651577775196,0.0,2463.2651577775196,0.2,12316.325788887598,7793924.913280433,38969624.56640217,311756996.5312173,0.11082305463548875
16,60.0,36.4788,0.0818479,189.483,0.86572,0.0,189.483,0.86572,445.69011544584527,218.87330776694543,450954564.8811913,450.9545648811913,30.798711558441557,450.94800227960195,17.329406123675696,433.6251587575156,2381.3804119529086,0.0,2381.3804119529086,0.2,11906.902059764543,8572969.483030472,42864847.415152356,342918779.32121885,0.12190041294693171
17,63.75,35.4888,0.078838,190.239,0.879494,0.0,190.239,0.879494,450.1484055912123,216.30505722608683,455260272.4502,455.26027245020003,29.808711558441555,455.2537098486107,16.56705456099788,438.6932178892022,2305.133329215544,0.0,2305.133329215544,0.2,11525.66664607772,9368205.920765048,46841029.603825234,374728236.8306019,0.13320800599764493
18,67.5,34.5778,0.0776816,187.803,0.854012,0.0,187.803,0.854012,445.1221396057754,219.90674604103924,441554017.7223503,441.5540177223503,28.89771155844156,441.54745512076096,15.846609975445318,425.707407746905,2234.9706096461123,0.0,2234.9706096461123,0.2,11174.853048230561,10183084.840200098,50915424.2010005,407323393.6080039,0.14479489861140102
19,71.25,33.6699,0.0749495,188.324,0.875362,0.0,188.324,0.875362,449.23448455293226,215.1384227325381,444444905.9558318,444.4449059558318,27.989811558441556,444.4383433542425,15.16559709588684,429.279308859945,2165.046643568079,0.0,2165.046643568079,0.2,10825.233217840396,10990994.601488577,54954973.007442884,439639784.0595431,0.1562826956600042
20,75.0,32.8116,0.0749553,187.871,0.860554,0.0,187.871,0.860554,437.74889834341263,218.31401631971963,441930101.0357816,441.9301010357816,27.131511558441556,441.92353843419227,14.521689671259445,427.4084113645222,2098.9427333524436,0.0,2098.9427333524436,0.2,10494.713666762218,11806552.875107495,59032764.37553748,472262115.00429976,0.1678792481186617
21,78.75,32.1145,0.0751815,188.391,0.870541,0.0,188.391,0.870541,427.1596070841896,216.40680909916935,444818250.24413055,444.8182502441305,26.434411558441557,444.8116876425412,13.912701456027971,430.9055487881026,2045.2540046895986,0.0,2045.2540046895986,0.2,10226.270023447993,12683770.538457839,63418852.69228919,507350821.5383135,0.18035254522049035
22,82.5,31.3811,0.07254,186.728,0.86572,0.0,186.728,0.86572,432.6040805073064,215.69098553804926,435657099.1706445,435.6570991706445,25.701011558441557,435.6505365690552,13.336577741597804,422.3205214290467,1988.7695496597173,0.0,1988.7695496597173,0.2,9943.847748298585,13536062.74737145,67680313.73685725,541442509.894858,0.19247142333193978
23,86.25,30.6002,0.0712663,187.703,0.86572,0.0,187.703,0.86572,429.3782615345542,216.817215727949,441001622.0236214,441.0016220236214,24.92011155844156,440.99505942203206,12.791387400606144,428.21023462301525,1928.6267750035483,0.0,1928.6267750035483,0.2,9643.133875017742,14347175.118424835,71735875.59212416,573887004.7369933,0.2040047587967968
