a2622612.370395
Narit-cm 26/02/2026 12:35:04 26/02/2026 12:37:03 0045 0013.384714 0052.542598 00.0 00.0
0002401 0010 0000000 0010 05 0000000 0010 0000000 0010
1 0 1 04000 1 0000 3.75 00000.o 0 0 01 000 16 002401 0.500 BT0
1 2 1 02000 1 0000 3.75 00000.o 0 0 01 000 16 002401 0.500 S2A0
1 1 1 04000 1 0000 3.75 00000.o 0 0 00 000 00 002401 3.1746 BC0
1 3 1 02000 1 0000 3.75 00000.o 0 0 00 000 00 002401 3.1746 S2P0
1 5 0 04000 0 0000 1.00 00000.o 0 0 00 000 00 000000 0.000 OF0
0.000 .o Analog 0 	0.000 .o Analog StErr 0 	0.000 .o Photon Counting 0 	0.000 .o PC StErr 0 	0.000 .o Overflow Info 0 
24.1993	0.0536593	160.7	0.856624	0
30.1558	0.042003	157.568	0.876008	0
35.6859	0.0830681	164.332	0.883829	0
69.7418	0.388684	80.6664	1.22389	0
157.76	0.677492	21.6743	0.638983	0
254.008	0.594108	106.939	1.19499	0
312.347	0.49433	193.669	1.08141	0
350.119	0.509414	195.335	1.06508	0
377.298	0.511332	158.884	1.08073	1
384.221	0.504193	116.318	1.0304	1
378.803	0.496296	114.219	1.03006	0
372.737	0.487348	129.396	1.0202	0
367.172	0.480791	149.921	1.05352	0
362.597	0.475119	166.714	1.01645	0
359.83	0.475927	180.541	1.02768	1
357.398	0.472627	190.737	1.00183	0
354.118	0.467791	189.471	0.98925	0
348.737	0.459491	187.888	0.973947	0
340.573	0.44951	183.357	1.00319	0
330.808	0.435616	185.206	0.971566	0
320.202	0.419703	184.606	0.950142	0
308.701	0.403461	189.071	0.955583	0
296.558	0.387943	191.037	0.949122	0
283.897	0.370692	189.538	0.935179	0
270.697	0.353968	189.638	0.951843	0
257.249	0.334502	192.02	0.909674	0
243.903	0.317006	196.202	0.944701	0
231.075	0.300343	196.851	0.919876	0
219.153	0.283038	200.15	0.931779	0
208.129	0.268626	201.016	0.907634	0
198.031	0.255105	204.531	0.925998	0
188.868	0.239796	202.199	0.906614	0
180.467	0.228881	202.066	0.955923	0
172.75	0.220604	202.882	0.93688	0
165.622	0.210222	201.683	0.88825	0
159.001	0.198895	200.833	0.914775	0
152.759	0.188018	199.267	0.902873	0
146.955	0.179562	199.567	0.889271	0
141.655	0.17224	197.118	0.918516	0
136.629	0.164661	196.985	0.88825	0
131.899	0.157189	195.668	0.894372	0
127.56	0.150237	194.885	0.918176	0
123.546	0.143977	194.286	0.916136	0
119.781	0.138675	192.853	0.88893	0
116.197	0.133811	190.621	0.906274	0
112.806	0.128393	189.338	0.88825	0
109.617	0.123438	189.804	0.88621	0
106.592	0.119315	188.388	0.88587	0
103.713	0.11588	186.622	0.875328	0
100.967	0.111698	186.189	0.913415	0
98.3721	0.107731	184.956	0.894712	0
95.9193	0.104334	184.44	0.904233	0
93.6196	0.101881	183.007	0.880089	0
91.4392	0.0987387	184.04	0.903553	0
89.3112	0.095275	181.424	0.88655	0
87.292	0.0925074	181.025	0.893011	0
85.4003	0.0897027	179.159	0.881109	0
83.5822	0.0873094	178.292	0.883149	0
81.8494	0.0854569	178.859	0.874648	0
80.2047	0.0831985	176.81	0.879749	0
78.6327	0.0809969	176.077	0.904914	0
77.1013	0.0792953	175.743	0.894372	0
75.6129	0.0774177	175.743	0.88621	0
74.2122	0.0754031	174.744	0.889611	0
72.8776	0.073576	173.211	0.901853	0
71.5643	0.0714895	174.427	0.879749	0
70.307	0.0697408	173.778	0.860705	0
69.0924	0.0681282	172.228	0.882469	0
67.8903	0.0661287	171.912	0.88723	0
66.7555	0.0644596	171.345	0.891991	0
65.6461	0.0630988	169.213	0.862405	0
64.5493	0.0620338	170.262	0.900833	0
63.552	0.0606129	168.297	0.891651	0
62.6109	0.0591822	169.413	0.864446	0
61.6844	0.0583584	168.646	0.872607	0
60.814	0.057042	168.313	0.881789	0
59.9518	0.0551614	167.847	0.846422	0
59.0511	0.0539683	169.246	0.882469	0
58.2212	0.0529414	167.73	0.88655	0
57.4089	0.0518149	166.697	0.860705	0
