analog,analog_sterr,photon_counting,pc_sterr,overflow_info,bin_index,range_m,time_tag,file_type,source_file
19.7601,0.0613265,133.489,0.854089,0.0,199,746.25,11.35,signal,11.35 signal [TR 220].dat
19.7605,0.0609701,133.941,0.871177,0.0,200,750.0,11.35,signal,11.35 signal [TR 220].dat
19.7755,0.0610107,133.272,0.861266,0.0,201,753.75,11.35,signal,11.35 signal [TR 220].dat
19.7559,0.0608426,135.178,0.837684,0.0,202,757.5,11.35,signal,11.35 signal [TR 220].dat
19.7275,0.0604205,134.392,0.859557,0.0,203,761.25,11.35,signal,11.35 signal [TR 220].dat
19.7641,0.0607151,133.105,0.840418,0.0,204,765.0,11.35,signal,11.35 signal [TR 220].dat
19.7626,0.0614318,133.473,0.848279,0.0,205,768.75,11.35,signal,11.35 signal [TR 220].dat
19.7204,0.0612233,134.392,0.869127,0.0,206,772.5,11.35,signal,11.35 signal [TR 220].dat
19.7213,0.0610671,135.228,0.837,0.0,207,776.25,11.35,signal,11.35 signal [TR 220].dat
19.7448,0.0612578,135.345,0.859215,0.0,208,780.0,11.35,signal,11.35 signal [TR 220].dat
19.7352,0.0615239,133.857,0.870836,0.0,209,783.75,11.35,signal,11.35 signal [TR 220].dat
19.7316,0.0613151,133.322,0.834608,0.0,210,787.5,11.35,signal,11.35 signal [TR 220].dat
19.7384,0.0612837,133.272,0.824013,0.0,211,791.25,11.35,signal,11.35 signal [TR 220].dat
19.7195,0.0612211,135.412,0.860924,0.0,212,795.0,11.35,signal,11.35 signal [TR 220].dat
19.7116,0.0611793,134.425,0.854772,0.0,213,798.75,11.35,signal,11.35 signal [TR 220].dat
19.7166,0.0608756,133.339,0.857848,0.0,214,802.5,11.35,signal,11.35 signal [TR 220].dat
19.6998,0.0606131,133.239,0.834266,0.0,215,806.25,11.35,signal,11.35 signal [TR 220].dat
19.691,0.0608949,133.606,0.862975,0.0,216,810.0,11.35,signal,11.35 signal [TR 220].dat
19.6937,0.0614245,134.609,0.867418,0.0,217,813.75,11.35,signal,11.35 signal [TR 220].dat
19.6987,0.0615061,133.774,0.868785,0.0,218,817.5,11.35,signal,11.35 signal [TR 220].dat
19.6958,0.0614422,134.225,0.855114,0.0,219,821.25,11.35,signal,11.35 signal [TR 220].dat
19.6873,0.0611434,134.141,0.860241,0.0,220,825.0,11.35,signal,11.35 signal [TR 220].dat
19.679,0.0608088,134.944,0.849646,0.0,221,828.75,11.35,signal,11.35 signal [TR 220].dat
19.6679,0.0614389,133.523,0.854772,0.0,222,832.5,11.35,signal,11.35 signal [TR 220].dat
19.6596,0.0613306,133.272,0.873911,0.0,223,836.25,11.35,signal,11.35 signal [TR 220].dat
19.6605,0.0610173,134.242,0.851354,0.0,224,840.0,11.35,signal,11.35 signal [TR 220].dat
19.6632,0.0615047,134.71,0.843152,0.0,225,843.75,11.35,signal,11.35 signal [TR 220].dat
19.6575,0.0616669,133.991,0.85443,0.0,226,847.5,11.35,signal,11.35 signal [TR 220].dat
19.6427,0.061319,135.161,0.839734,0.0,227,851.25,11.35,signal,11.35 signal [TR 220].dat
19.6332,0.0610652,134.008,0.855456,0.0,228,855.0,11.35,signal,11.35 signal [TR 220].dat
19.6626,0.0612604,135.077,0.844861,0.0,229,858.75,11.35,signal,11.35 signal [TR 220].dat
19.6836,0.0616066,134.008,0.86981,0.0,230,862.5,11.35,signal,11.35 signal [TR 220].dat
19.6542,0.0614724,134.659,0.838025,0.0,231,866.25,11.35,signal,11.35 signal [TR 220].dat
19.6394,0.0610952,133.623,0.851013,0.0,232,870.0,11.35,signal,11.35 signal [TR 220].dat
19.6382,0.0612789,134.359,0.847253,0.0,233,873.75,11.35,signal,11.35 signal [TR 220].dat
19.6315,0.0610306,134.877,0.855114,0.0,234,877.5,11.35,signal,11.35 signal [TR 220].dat
19.6504,0.0604187,135.111,0.862975,0.0,235,881.25,11.35,signal,11.35 signal [TR 220].dat
19.6553,0.0608473,135.445,0.853747,0.0,236,885.0,11.35,signal,11.35 signal [TR 220].dat
19.636,0.0611494,133.523,0.865367,0.0,237,888.75,11.35,signal,11.35 signal [TR 220].dat
19.6298,0.0613336,133.891,0.852722,0.0,238,892.5,11.35,signal,11.35 signal [TR 220].dat
19.6402,0.0613987,134.091,0.843836,0.0,239,896.25,11.35,signal,11.35 signal [TR 220].dat
19.6305,0.0616777,133.422,0.870494,0.0,240,900.0,11.35,signal,11.35 signal [TR 220].dat
19.6039,0.061766,132.904,0.866392,0.0,241,903.75,11.35,signal,11.35 signal [TR 220].dat
19.6059,0.0611626,134.609,0.858873,0.0,242,907.5,11.35,signal,11.35 signal [TR 220].dat
19.6231,0.0609807,132.737,0.868101,0.0,243,911.25,11.35,signal,11.35 signal [TR 220].dat
19.6111,0.0616877,132.821,0.871177,0.0,244,915.0,11.35,signal,11.35 signal [TR 220].dat
19.5966,0.061865,134.008,0.847253,0.0,245,918.75,11.35,signal,11.35 signal [TR 220].dat
19.6187,0.0613603,135.763,0.865367,0.0,246,922.5,11.35,signal,11.35 signal [TR 220].dat
19.6348,0.0615954,134.208,0.828456,0.0,247,926.25,11.35,signal,11.35 signal [TR 220].dat
19.6224,0.0617922,133.573,0.85238,0.0,248,930.0,11.35,signal,11.35 signal [TR 220].dat
19.6173,0.0611905,133.907,0.858873,0.0,249,933.75,11.35,signal,11.35 signal [TR 220].dat
19.6267,0.0610953,133.439,0.858532,0.0,250,937.5,11.35,signal,11.35 signal [TR 220].dat
19.6157,0.0615485,135.328,0.862975,0.0,251,941.25,11.35,signal,11.35 signal [TR 220].dat
19.614,0.0616705,135.662,0.855114,0.0,252,945.0,11.35,signal,11.35 signal [TR 220].dat
19.6077,0.0617607,133.824,0.857165,0.0,253,948.75,11.35,signal,11.35 signal [TR 220].dat
19.5928,0.0620906,134.593,0.861266,0.0,254,952.5,11.35,signal,11.35 signal [TR 220].dat
19.6004,0.0618366,133.857,0.873911,0.0,255,956.25,11.35,signal,11.35 signal [TR 220].dat
19.587,0.0615424,134.743,0.895785,0.0,256,960.0,11.35,signal,11.35 signal [TR 220].dat
19.5743,0.0617024,133.523,0.866051,0.0,257,963.75,11.35,signal,11.35 signal [TR 220].dat
19.6066,0.0618004,134.476,0.867418,0.0,258,967.5,11.35,signal,11.35 signal [TR 220].dat
19.604,0.0616888,133.924,0.837342,0.0,259,971.25,11.35,signal,11.35 signal [TR 220].dat
19.5579,0.0614072,133.239,0.86981,0.0,260,975.0,11.35,signal,11.35 signal [TR 220].dat
19.5756,0.0611683,133.005,0.87938,0.0,261,978.75,11.35,signal,11.35 signal [TR 220].dat
19.5963,0.0614702,135.478,0.863317,0.0,262,982.5,11.35,signal,11.35 signal [TR 220].dat
19.5901,0.0614262,133.623,0.863317,0.0,263,986.25,11.35,signal,11.35 signal [TR 220].dat
