a2622611.292362
Narit-cm 26/02/2026 11:27:21 26/02/2026 11:29:23 0045 0013.384714 0052.542598 00.0 00.0
0002401 0010 0000000 0010 05 0000000 0010 0000000 0010
1 0 1 04000 1 0000 3.75 00000.o 0 0 01 000 16 002401 0.500 BT0
1 2 1 02000 1 0000 3.75 00000.o 0 0 01 000 16 002401 0.500 S2A0
1 1 1 04000 1 0000 3.75 00000.o 0 0 00 000 00 002401 3.1746 BC0
1 3 1 02000 1 0000 3.75 00000.o 0 0 00 000 00 002401 3.1746 S2P0
1 5 0 04000 0 0000 1.00 00000.o 0 0 00 000 00 000000 0.000 OF0
0.000 .o Analog 0 	0.000 .o Analog StErr 0 	0.000 .o Photon Counting 0 	0.000 .o PC StErr 0 	0.000 .o Overflow Info 0 
15.7414	0.0307826	124.165	0.840981	0
15.7419	0.0308932	123.115	0.83452	0
15.7254	0.030582	122.182	0.828399	0
15.7138	0.0305232	122.132	0.83418	0
15.7303	0.0305596	122.865	0.819217	0
15.747	0.0306028	123.449	0.825338	0
15.7315	0.0310569	122.099	0.827379	0
15.7373	0.0308686	122.932	0.83248	0
15.7507	0.0304715	120.983	0.837921	0
15.7468	0.0303142	122.199	0.822958	0
15.7539	0.0305016	122.782	0.817857	0
15.7389	0.0302389	121.816	0.817857	0
15.7179	0.0303889	122.216	0.83588	0
15.711	0.0309345	123.032	0.83486	0
15.7166	0.0307493	122.566	0.843362	0
15.7369	0.0303495	121.416	0.829079	0
15.7403	0.0305817	122.416	0.825678	0
15.711	0.0310107	122.116	0.845742	0
15.7182	0.0309393	121.116	0.83486	0
15.7412	0.0306126	121.633	0.825338	0
15.7448	0.030669	121.599	0.839961	0
15.7537	0.0306548	123.082	0.850843	0
15.7407	0.0306419	122.965	0.825678	0
15.7214	0.0307921	121.449	0.810035	0
15.738	0.0310825	121.666	0.826699	0
15.7334	0.0311943	121.399	0.8335	0
15.7279	0.0306244	122.882	0.8369	0
15.7415	0.0301916	122.882	0.845402	0
15.7407	0.0308807	122.032	0.83486	0
15.7456	0.0309127	122.416	0.826018	0
15.7368	0.0300303	121.833	0.837241	0
15.7006	0.0303563	122.399	0.83248	0
15.711	0.0308386	121.916	0.828059	0
15.7427	0.030588	123.615	0.826358	0
15.7357	0.030657	122.432	0.83316	0
15.7284	0.0308418	122.149	0.839621	0
15.7388	0.0306588	121.949	0.800173	0
15.7398	0.0306136	122.882	0.827379	0
15.7323	0.0307604	122.199	0.83588	0
15.7399	0.0308921	121.366	0.83486	0
15.7354	0.0307608	121.949	0.822618	0
15.7208	0.0306703	122.166	0.828399	0
15.7315	0.0306153	122.832	0.83384	0
15.7361	0.0303824	124.148	0.830439	0
15.7113	0.0306169	121.883	0.840641	0
15.7235	0.0305615	123.432	0.845402	0
15.7517	0.0308724	121.666	0.83588	0
15.7268	0.0309236	121.1	0.822278	0
15.7051	0.0306379	121.466	0.816157	0
15.7293	0.0303838	121.966	0.805274	0
15.7559	0.0306067	121.899	0.8352	0
15.7615	0.0306264	121.666	0.83452	0
15.7363	0.0308214	122.566	0.845062	0
15.7175	0.0305908	122.132	0.827719	0
15.738	0.0305706	122.266	0.830779	0
15.7489	0.0307743	122.849	0.83316	0
15.7398	0.0308085	121.366	0.821938	0
15.7372	0.0309494	120.716	0.827719	0
15.7217	0.0310448	121.816	0.809695	0
15.7312	0.0304818	122.449	0.83452	0
15.7541	0.0306742	121.2	0.846422	0
15.7366	0.0311939	121.999	0.83656	0
15.7358	0.0307348	121.799	0.823978	0
15.7509	0.0305726	124.415	0.827039	0
15.7466	0.0308676	122.032	0.839621	0
15.7295	0.0307724	122.666	0.817857	0
15.7286	0.0308427	122.782	0.8352	0
15.7385	0.0305442	121.849	0.843702	0
15.7485	0.0303382	120.416	0.826699	0
15.7528	0.0307187	123.115	0.8352	0
15.7487	0.0305362	122.566	0.838601	0
15.7573	0.029945	122.266	0.827039	0
15.742	0.0303497	122.766	0.83418	0
15.7238	0.0308571	121.183	0.809355	0
15.7268	0.0306252	123.415	0.827379	0
15.7367	0.0303515	123.082	0.821938	0
15.7347	0.0310558	123.065	0.831119	0
15.7398	0.0310052	121.566	0.826699	0
15.7664	0.030024	122.516	0.842342	0
15.7458	0.0306678	122.282	0.853224	0
15.7197	0.0309946	121.483	0.830779	0
15.7225	0.0303686	121.533	0.825338	0
15.7332	0.0306937	121.433	0.813776	0
15.7483	0.0305741	122.766	0.831119	0
15.7316	0.0301016	122.116	0.814456	0
15.7158	0.0303399	122.915	0.824658	0
15.7368	0.0309195	121.733	0.849483	0
15.7386	0.0307431	121.499	0.844382	0
15.7469	0.0305766	122.882	0.822618	0
