analog,analog_sterr,photon_counting,pc_sterr,overflow_info,bin_index,range_m,time_tag,file_type,source_file
14.0023,0.0165237,117.185,0.796433,0.0,0,0.0,10.52,background,10.52-10.54 Background [TR 258].dat
14.0194,0.0162802,118.334,0.806635,0.0,1,3.75,10.52,background,10.52-10.54 Background [TR 258].dat
14.0338,0.0165152,117.451,0.800173,0.0,2,7.5,10.52,background,10.52-10.54 Background [TR 258].dat
14.0106,0.0161838,118.284,0.810715,0.0,3,11.25,10.52,background,10.52-10.54 Background [TR 258].dat
14.0165,0.0159666,116.102,0.804254,0.0,4,15.0,10.52,background,10.52-10.54 Background [TR 258].dat
14.0224,0.0163795,117.251,0.805274,0.0,5,18.75,10.52,background,10.52-10.54 Background [TR 258].dat
13.985,0.0160181,116.885,0.806975,0.0,6,22.5,10.52,background,10.52-10.54 Background [TR 258].dat
13.9853,0.0158513,115.668,0.815476,0.0,7,26.25,10.52,background,10.52-10.54 Background [TR 258].dat
14.0208,0.0165622,117.651,0.802894,0.0,8,30.0,10.52,background,10.52-10.54 Background [TR 258].dat
14.0318,0.0161497,116.501,0.793032,0.0,9,33.75,10.52,background,10.52-10.54 Background [TR 258].dat
14.0267,0.0160244,117.068,0.803574,0.0,10,37.5,10.52,background,10.52-10.54 Background [TR 258].dat
14.0304,0.0160777,114.802,0.789631,0.0,11,41.25,10.52,background,10.52-10.54 Background [TR 258].dat
14.0129,0.0163785,116.302,0.795753,0.0,12,45.0,10.52,background,10.52-10.54 Background [TR 258].dat
13.9936,0.0159253,116.801,0.776369,0.0,13,48.75,10.52,background,10.52-10.54 Background [TR 258].dat
14.0149,0.0160816,115.552,0.808335,0.0,14,52.5,10.52,background,10.52-10.54 Background [TR 258].dat
14.0076,0.016472,116.618,0.814116,0.0,15,56.25,10.52,background,10.52-10.54 Background [TR 258].dat
14.0259,0.0159871,117.468,0.811396,0.0,16,60.0,10.52,background,10.52-10.54 Background [TR 258].dat
14.049,0.016466,116.985,0.805955,0.0,17,63.75,10.52,background,10.52-10.54 Background [TR 258].dat
14.0096,0.016272,117.118,0.810715,0.0,18,67.5,10.52,background,10.52-10.54 Background [TR 258].dat
14.0086,0.0163335,115.552,0.790652,0.0,19,71.25,10.52,background,10.52-10.54 Background [TR 258].dat
14.0421,0.0162702,116.751,0.78351,0.0,20,75.0,10.52,background,10.52-10.54 Background [TR 258].dat
