analog,analog_sterr,photon_counting,pc_sterr,overflow_info,bin_index,range_m,time_tag,file_type,source_file
15.7414,0.0307826,124.165,0.840981,0.0,0,0.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7419,0.0308932,123.115,0.83452,0.0,1,3.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7254,0.030582,122.182,0.828399,0.0,2,7.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7138,0.0305232,122.132,0.83418,0.0,3,11.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7303,0.0305596,122.865,0.819217,0.0,4,15.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.747,0.0306028,123.449,0.825338,0.0,5,18.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7315,0.0310569,122.099,0.827379,0.0,6,22.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7373,0.0308686,122.932,0.83248,0.0,7,26.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7507,0.0304715,120.983,0.837921,0.0,8,30.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7468,0.0303142,122.199,0.822958,0.0,9,33.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7539,0.0305016,122.782,0.817857,0.0,10,37.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7389,0.0302389,121.816,0.817857,0.0,11,41.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7179,0.0303889,122.216,0.83588,0.0,12,45.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.711,0.0309345,123.032,0.83486,0.0,13,48.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7166,0.0307493,122.566,0.843362,0.0,14,52.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7369,0.0303495,121.416,0.829079,0.0,15,56.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7403,0.0305817,122.416,0.825678,0.0,16,60.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.711,0.0310107,122.116,0.845742,0.0,17,63.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7182,0.0309393,121.116,0.83486,0.0,18,67.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7412,0.0306126,121.633,0.825338,0.0,19,71.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7448,0.030669,121.599,0.839961,0.0,20,75.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7537,0.0306548,123.082,0.850843,0.0,21,78.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7407,0.0306419,122.965,0.825678,0.0,22,82.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7214,0.0307921,121.449,0.810035,0.0,23,86.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.738,0.0310825,121.666,0.826699,0.0,24,90.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7334,0.0311943,121.399,0.8335,0.0,25,93.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7279,0.0306244,122.882,0.8369,0.0,26,97.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7415,0.0301916,122.882,0.845402,0.0,27,101.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7407,0.0308807,122.032,0.83486,0.0,28,105.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7456,0.0309127,122.416,0.826018,0.0,29,108.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7368,0.0300303,121.833,0.837241,0.0,30,112.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7006,0.0303563,122.399,0.83248,0.0,31,116.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.711,0.0308386,121.916,0.828059,0.0,32,120.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7427,0.030588,123.615,0.826358,0.0,33,123.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7357,0.030657,122.432,0.83316,0.0,34,127.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7284,0.0308418,122.149,0.839621,0.0,35,131.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7388,0.0306588,121.949,0.800173,0.0,36,135.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7398,0.0306136,122.882,0.827379,0.0,37,138.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7323,0.0307604,122.199,0.83588,0.0,38,142.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7399,0.0308921,121.366,0.83486,0.0,39,146.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7354,0.0307608,121.949,0.822618,0.0,40,150.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7208,0.0306703,122.166,0.828399,0.0,41,153.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7315,0.0306153,122.832,0.83384,0.0,42,157.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7361,0.0303824,124.148,0.830439,0.0,43,161.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7113,0.0306169,121.883,0.840641,0.0,44,165.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7235,0.0305615,123.432,0.845402,0.0,45,168.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7517,0.0308724,121.666,0.83588,0.0,46,172.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7268,0.0309236,121.1,0.822278,0.0,47,176.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7051,0.0306379,121.466,0.816157,0.0,48,180.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7293,0.0303838,121.966,0.805274,0.0,49,183.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7559,0.0306067,121.899,0.8352,0.0,50,187.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7615,0.0306264,121.666,0.83452,0.0,51,191.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7363,0.0308214,122.566,0.845062,0.0,52,195.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7175,0.0305908,122.132,0.827719,0.0,53,198.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.738,0.0305706,122.266,0.830779,0.0,54,202.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7489,0.0307743,122.849,0.83316,0.0,55,206.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7398,0.0308085,121.366,0.821938,0.0,56,210.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7372,0.0309494,120.716,0.827719,0.0,57,213.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7217,0.0310448,121.816,0.809695,0.0,58,217.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7312,0.0304818,122.449,0.83452,0.0,59,221.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7541,0.0306742,121.2,0.846422,0.0,60,225.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7366,0.0311939,121.999,0.83656,0.0,61,228.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7358,0.0307348,121.799,0.823978,0.0,62,232.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7509,0.0305726,124.415,0.827039,0.0,63,236.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7466,0.0308676,122.032,0.839621,0.0,64,240.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7295,0.0307724,122.666,0.817857,0.0,65,243.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7286,0.0308427,122.782,0.8352,0.0,66,247.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7385,0.0305442,121.849,0.843702,0.0,67,251.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7485,0.0303382,120.416,0.826699,0.0,68,255.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7528,0.0307187,123.115,0.8352,0.0,69,258.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7487,0.0305362,122.566,0.838601,0.0,70,262.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7573,0.029945,122.266,0.827039,0.0,71,266.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.742,0.0303497,122.766,0.83418,0.0,72,270.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7238,0.0308571,121.183,0.809355,0.0,73,273.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7268,0.0306252,123.415,0.827379,0.0,74,277.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7367,0.0303515,123.082,0.821938,0.0,75,281.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7347,0.0310558,123.065,0.831119,0.0,76,285.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7398,0.0310052,121.566,0.826699,0.0,77,288.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7664,0.030024,122.516,0.842342,0.0,78,292.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7458,0.0306678,122.282,0.853224,0.0,79,296.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7197,0.0309946,121.483,0.830779,0.0,80,300.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7225,0.0303686,121.533,0.825338,0.0,81,303.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7332,0.0306937,121.433,0.813776,0.0,82,307.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7483,0.0305741,122.766,0.831119,0.0,83,311.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7316,0.0301016,122.116,0.814456,0.0,84,315.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7158,0.0303399,122.915,0.824658,0.0,85,318.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7368,0.0309195,121.733,0.849483,0.0,86,322.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7386,0.0307431,121.499,0.844382,0.0,87,326.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7469,0.0305766,122.882,0.822618,0.0,88,330.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7775,0.0302592,122.232,0.805614,0.0,89,333.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7672,0.0304295,122.149,0.8369,0.0,90,337.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7256,0.0308054,121.433,0.838601,0.0,91,341.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7086,0.0307544,122.249,0.825338,0.0,92,345.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7194,0.0310644,123.082,0.827379,0.0,93,348.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7552,0.0315584,123.265,0.839961,0.0,94,352.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7582,0.0304877,123.099,0.8335,0.0,95,356.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7214,0.0303292,121.083,0.816157,0.0,96,360.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7286,0.0306936,123.165,0.838261,0.0,97,363.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7459,0.0305311,120.916,0.831459,0.0,98,367.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7309,0.0308231,121.15,0.817177,0.0,99,371.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7339,0.0304966,122.549,0.807315,0.0,100,375.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7457,0.0301716,121.933,0.83656,0.0,101,378.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7391,0.0307158,122.049,0.83316,0.0,102,382.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7183,0.0307423,122.399,0.842342,0.0,103,386.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7232,0.0303859,121.733,0.844382,0.0,104,390.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7484,0.0309335,123.149,0.826018,0.0,105,393.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7448,0.0309282,121.816,0.823978,0.0,106,397.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7316,0.0304628,121.316,0.840981,0.0,107,401.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7372,0.0303832,122.082,0.824318,0.0,108,405.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7332,0.0306523,121.799,0.822278,0.0,109,408.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7051,0.0309557,123.065,0.826699,0.0,110,412.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7095,0.0307084,122.049,0.826018,0.0,111,416.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7391,0.0306709,123.115,0.83656,0.0,112,420.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7528,0.0302419,121.483,0.827039,0.0,113,423.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7378,0.0304865,124.198,0.828059,0.0,114,427.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7179,0.0308608,121.083,0.817857,0.0,115,431.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7086,0.0312162,122.216,0.824998,0.0,116,435.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7247,0.0304977,121.799,0.845742,0.0,117,438.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7463,0.0302897,124.182,0.812416,0.0,118,442.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7461,0.0306832,120.95,0.804594,0.0,119,446.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7297,0.0303648,123.015,0.814456,0.0,120,450.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7124,0.0306236,121.499,0.844042,0.0,121,453.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.7407,0.0310531,122.549,0.817857,0.0,122,457.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7678,0.0306764,122.616,0.83656,0.0,123,461.25,11.27,background,11.27-11.29 Background [TR 258].dat
15.7422,0.0302299,121.683,0.815136,0.0,124,465.0,11.27,background,11.27-11.29 Background [TR 258].dat
15.7174,0.0306456,120.083,0.826699,0.0,125,468.75,11.27,background,11.27-11.29 Background [TR 258].dat
15.736,0.0308098,122.432,0.83418,0.0,126,472.5,11.27,background,11.27-11.29 Background [TR 258].dat
15.7519,0.0305301,122.082,0.846422,0.0,127,476.25,11.27,background,11.27-11.29 Background [TR 258].dat
