analog,analog_sterr,photon_counting,pc_sterr,overflow_info,bin_index,range_m,time_tag,file_type,source_file
27.5827,0.0862112,151.746,0.846641,0.0,0,0.0,11.05,signal,11.05 signal [TR 220].dat
41.6309,0.106668,161.122,0.851438,0.0,1,3.75,11.05,signal,11.05 signal [TR 220].dat
83.9419,0.492988,98.2001,1.15672,0.0,2,7.5,11.05,signal,11.05 signal [TR 220].dat
222.869,1.12341,2.07618,0.197698,0.0,3,11.25,11.05,signal,11.05 signal [TR 220].dat
408.371,0.988328,36.735,0.906259,1.0,4,15.0,11.05,signal,11.05 signal [TR 220].dat
497.175,0.144088,150.088,1.30337,1.0,5,18.75,11.05,signal,11.05 signal [TR 220].dat
500.0,0.0,158.041,1.28966,1.0,6,22.5,11.05,signal,11.05 signal [TR 220].dat
500.0,0.0,71.6785,0.992259,1.0,7,26.25,11.05,signal,11.05 signal [TR 220].dat
500.0,0.0,58.6522,0.911056,1.0,8,30.0,11.05,signal,11.05 signal [TR 220].dat
500.0,0.0,83.5998,0.985749,1.0,9,33.75,11.05,signal,11.05 signal [TR 220].dat
500.0,0.0,139.288,1.07792,1.0,10,37.5,11.05,signal,11.05 signal [TR 220].dat
500.0,0.0,165.408,1.06455,1.0,11,41.25,11.05,signal,11.05 signal [TR 220].dat
500.0,0.0,166.111,1.0625,1.0,12,45.0,11.05,signal,11.05 signal [TR 220].dat
500.0,0.0,154.676,1.04297,1.0,13,48.75,11.05,signal,11.05 signal [TR 220].dat
500.0,0.0,155.077,1.04126,1.0,14,52.5,11.05,signal,11.05 signal [TR 220].dat
499.995,0.00341417,147.761,1.04228,1.0,15,56.25,11.05,signal,11.05 signal [TR 220].dat
499.356,0.0535595,150.774,1.04605,1.0,16,60.0,11.05,signal,11.05 signal [TR 220].dat
488.908,0.237818,155.965,1.00836,1.0,17,63.75,11.05,signal,11.05 signal [TR 220].dat
461.03,0.321091,147.744,0.994658,1.0,18,67.5,11.05,signal,11.05 signal [TR 220].dat
425.913,0.317078,152.499,1.01556,0.0,19,71.25,11.05,signal,11.05 signal [TR 220].dat
391.745,0.283864,172.44,0.982323,0.0,20,75.0,11.05,signal,11.05 signal [TR 220].dat
362.263,0.258139,187.308,0.968961,0.0,21,78.75,11.05,signal,11.05 signal [TR 220].dat
335.09,0.242673,195.412,1.00391,0.0,22,82.5,11.05,signal,11.05 signal [TR 220].dat
