analog,analog_sterr,photon_counting,pc_sterr,overflow_info,bin_index,range_m,time_tag,file_type,source_file
22.8168,0.0537594,134.111,0.856964,0.0,0,0.0,12.27,background,12.27-12.29  Background [TR 258].dat
22.8159,0.0538133,133.378,0.854584,0.0,1,3.75,12.27,background,12.27-12.29  Background [TR 258].dat
22.8078,0.0539574,132.428,0.837921,0.0,2,7.5,12.27,background,12.27-12.29  Background [TR 258].dat
22.8056,0.0541519,133.928,0.857644,0.0,3,11.25,12.27,background,12.27-12.29  Background [TR 258].dat
22.7958,0.0537645,131.479,0.857644,0.0,4,15.0,12.27,background,12.27-12.29  Background [TR 258].dat
22.8,0.0537409,131.245,0.868186,0.0,5,18.75,12.27,background,12.27-12.29  Background [TR 258].dat
22.8252,0.0539358,131.778,0.88893,0.0,6,22.5,12.27,background,12.27-12.29  Background [TR 258].dat
22.829,0.0536136,133.628,0.859685,0.0,7,26.25,12.27,background,12.27-12.29  Background [TR 258].dat
22.8272,0.0537884,132.828,0.864446,0.0,8,30.0,12.27,background,12.27-12.29  Background [TR 258].dat
22.8142,0.0541157,132.028,0.846082,0.0,9,33.75,12.27,background,12.27-12.29  Background [TR 258].dat
22.799,0.0538087,132.745,0.872267,0.0,10,37.5,12.27,background,12.27-12.29  Background [TR 258].dat
22.8066,0.0540223,132.595,0.863086,0.0,11,41.25,12.27,background,12.27-12.29  Background [TR 258].dat
22.8094,0.0541226,131.595,0.850163,0.0,12,45.0,12.27,background,12.27-12.29  Background [TR 258].dat
22.7983,0.0537343,133.211,0.883149,0.0,13,48.75,12.27,background,12.27-12.29  Background [TR 258].dat
22.7911,0.0543504,130.812,0.861725,0.0,14,52.5,12.27,background,12.27-12.29  Background [TR 258].dat
22.8072,0.0545113,131.995,0.861045,0.0,15,56.25,12.27,background,12.27-12.29  Background [TR 258].dat
22.8188,0.0539975,131.945,0.853904,0.0,16,60.0,12.27,background,12.27-12.29  Background [TR 258].dat
22.823,0.0540542,130.712,0.870567,0.0,17,63.75,12.27,background,12.27-12.29  Background [TR 258].dat
22.8135,0.0543447,132.345,0.883829,0.0,18,67.5,12.27,background,12.27-12.29  Background [TR 258].dat
22.8031,0.0541817,132.511,0.83622,0.0,19,71.25,12.27,background,12.27-12.29  Background [TR 258].dat
22.8088,0.0538259,130.646,0.860365,0.0,20,75.0,12.27,background,12.27-12.29  Background [TR 258].dat
22.8164,0.0538142,131.545,0.850843,0.0,21,78.75,12.27,background,12.27-12.29  Background [TR 258].dat
22.8201,0.0537673,131.395,0.856964,0.0,22,82.5,12.27,background,12.27-12.29  Background [TR 258].dat
22.8148,0.05415,132.428,0.861045,0.0,23,86.25,12.27,background,12.27-12.29  Background [TR 258].dat
