analog,analog_sterr,photon_counting,pc_sterr,overflow_info,bin_index,range_m,time_tag,file_type,source_file
25.3693,0.0558115,163.432,0.870907,0.0,0,0.0,11.25,signal,11.25-11.27 signal [TR 220].dat
33.1434,0.0724717,164.015,0.852543,0.0,1,3.75,11.25,signal,11.25-11.27 signal [TR 220].dat
60.571,0.35833,118.451,1.16812,0.0,2,7.5,11.25,signal,11.25-11.27 signal [TR 220].dat
159.653,0.907193,4.99792,0.306739,0.0,3,11.25,11.25,signal,11.25-11.27 signal [TR 220].dat
302.702,1.00928,43.1987,0.954563,1.0,4,15.0,11.25,signal,11.25-11.27 signal [TR 220].dat
398.225,0.893505,159.0,1.2358,1.0,5,18.75,11.25,signal,11.25-11.27 signal [TR 220].dat
445.91,0.833258,179.792,1.2698,1.0,6,22.5,11.25,signal,11.25-11.27 signal [TR 220].dat
466.844,0.690052,94.494,1.11473,1.0,7,26.25,11.25,signal,11.25-11.27 signal [TR 220].dat
463.485,0.718238,75.6518,0.935179,1.0,8,30.0,11.25,signal,11.25-11.27 signal [TR 220].dat
453.831,0.779692,93.5444,1.01203,1.0,9,33.75,11.25,signal,11.25-11.27 signal [TR 220].dat
452.147,0.787787,132.828,1.08583,1.0,10,37.5,11.25,signal,11.25-11.27 signal [TR 220].dat
452.442,0.784654,165.598,1.08039,1.0,11,41.25,11.25,signal,11.25-11.27 signal [TR 220].dat
454.24,0.769582,184.573,1.02632,1.0,12,45.0,11.25,signal,11.25-11.27 signal [TR 220].dat
455.541,0.751335,177.026,1.0304,1.0,13,48.75,11.25,signal,11.25-11.27 signal [TR 220].dat
450.034,0.768331,161.716,1.03244,1.0,14,52.5,11.25,signal,11.25-11.27 signal [TR 220].dat
438.434,0.793393,158.8,1.04434,1.0,15,56.25,11.25,signal,11.25-11.27 signal [TR 220].dat
423.448,0.796895,160.15,0.993671,1.0,16,60.0,11.25,signal,11.25-11.27 signal [TR 220].dat
404.172,0.770439,157.668,1.02904,1.0,17,63.75,11.25,signal,11.25-11.27 signal [TR 220].dat
381.036,0.728555,158.217,1.01577,0.0,18,67.5,11.25,signal,11.25-11.27 signal [TR 220].dat
355.568,0.679857,158.95,1.00149,0.0,19,71.25,11.25,signal,11.25-11.27 signal [TR 220].dat
329.297,0.629119,171.462,0.985509,0.0,20,75.0,11.25,signal,11.25-11.27 signal [TR 220].dat
304.323,0.580965,182.374,0.971226,0.0,21,78.75,11.25,signal,11.25-11.27 signal [TR 220].dat
281.672,0.536373,193.236,0.935519,0.0,22,82.5,11.25,signal,11.25-11.27 signal [TR 220].dat
260.83,0.491595,200.916,0.94062,0.0,23,86.25,11.25,signal,11.25-11.27 signal [TR 220].dat
241.677,0.450214,203.965,0.912395,0.0,24,90.0,11.25,signal,11.25-11.27 signal [TR 220].dat
224.414,0.415439,205.748,0.932459,0.0,25,93.75,11.25,signal,11.25-11.27 signal [TR 220].dat
208.724,0.384375,209.113,0.947422,0.0,26,97.5,11.25,signal,11.25-11.27 signal [TR 220].dat
194.404,0.355657,208.43,0.912735,0.0,27,101.25,11.25,signal,11.25-11.27 signal [TR 220].dat
181.413,0.330066,208.247,0.926338,0.0,28,105.0,11.25,signal,11.25-11.27 signal [TR 220].dat
169.576,0.307149,206.214,0.912055,0.0,29,108.75,11.25,signal,11.25-11.27 signal [TR 220].dat
158.797,0.286204,206.697,0.902873,0.0,30,112.5,11.25,signal,11.25-11.27 signal [TR 220].dat
148.966,0.267157,204.431,0.906614,0.0,31,116.25,11.25,signal,11.25-11.27 signal [TR 220].dat
139.95,0.251424,203.915,0.914775,0.0,32,120.0,11.25,signal,11.25-11.27 signal [TR 220].dat
131.699,0.237835,202.849,0.908314,0.0,33,123.75,11.25,signal,11.25-11.27 signal [TR 220].dat
