day,timestamp,pbls_km,pbls_m,min_pbls_m,max_pbls_m
20-02-2026,2026-02-20 00:05:00,2.308402,2308.402,2008.402,2608.402
20-02-2026,2026-02-20 00:35:00,3.5675304,3567.5304,3267.5304,3867.5304
20-02-2026,2026-02-20 01:05:00,3.417634,3417.634,3117.634,3717.634
20-02-2026,2026-02-20 01:35:00,3.4476132,3447.6132000000002,3147.6132000000002,3747.6132000000002
20-02-2026,2026-02-20 02:05:00,3.5675304,3567.5304,3267.5304,3867.5304
20-02-2026,2026-02-20 02:35:00,2.7281115,2728.1115,2428.1115,3028.1115
20-02-2026,2026-02-20 03:05:00,2.9979246,2997.9246000000003,2697.9246000000003,3297.9246000000003
20-02-2026,2026-02-20 03:35:00,3.5675304,3567.5304,3267.5304,3867.5304
20-02-2026,2026-02-20 04:05:00,3.147821,3147.821,2847.821,3447.821
20-02-2026,2026-02-20 04:35:00,2.7281115,2728.1115,2428.1115,3028.1115
20-02-2026,2026-02-20 05:05:00,1.3790454,1379.0454000000002,1079.0454000000002,1679.0454000000002
20-02-2026,2026-02-20 05:35:00,1.4090246,1409.0246,1109.0246,1709.0246
20-02-2026,2026-02-20 06:05:00,3.1178415,3117.8415,2817.8415,3417.8415
20-02-2026,2026-02-20 06:35:00,2.9079869,2907.9869,2607.9869,3207.9869
20-02-2026,2026-02-20 07:05:00,2.548236,2548.2360000000003,2248.2360000000003,2848.2360000000003
20-02-2026,2026-02-20 07:35:00,2.9079869,2907.9869,2607.9869,3207.9869
20-02-2026,2026-02-20 08:05:00,1.349066,1349.066,1049.066,1649.066
20-02-2026,2026-02-20 08:35:00,3.2077794,3207.7794000000004,2907.7794000000004,3507.7794000000004
20-02-2026,2026-02-20 09:05:00,1.468983,1468.983,1168.983,1768.983
20-02-2026,2026-02-20 09:35:00,3.657468,3657.4680000000003,3357.4680000000003,3957.4680000000003
20-02-2026,2026-02-20 10:05:00,2.937966,2937.966,2637.966,3237.966
20-02-2026,2026-02-20 10:35:00,1.5589207,1558.9207000000001,1258.9207000000001,1858.9207000000001
20-02-2026,2026-02-20 11:05:00,1.4390038,1439.0038,1139.0038,1739.0038
20-02-2026,2026-02-20 11:35:00,1.4090246,1409.0246,1109.0246,1709.0246
20-02-2026,2026-02-20 12:05:00,1.6188793,1618.8792999999998,1318.8792999999998,1918.8792999999998
20-02-2026,2026-02-20 12:35:00,1.5589207,1558.9207000000001,1258.9207000000001,1858.9207000000001
20-02-2026,2026-02-20 13:05:00,1.6788378,1678.8378,1378.8378,1978.8378
20-02-2026,2026-02-20 13:35:00,1.5889001,1588.9001,1288.9001,1888.9001
20-02-2026,2026-02-20 14:05:00,1.6188793,1618.8792999999998,1318.8792999999998,1918.8792999999998
20-02-2026,2026-02-20 14:35:00,2.8480284,2848.0284,2548.0284,3148.0284
20-02-2026,2026-02-20 15:05:00,2.188485,2188.485,1888.4850000000001,2488.485
20-02-2026,2026-02-20 15:35:00,2.1585057,2158.5057,1858.5057000000002,2458.5057
20-02-2026,2026-02-20 16:05:00,2.188485,2188.485,1888.4850000000001,2488.485
20-02-2026,2026-02-20 16:35:00,2.0985472,2098.5472,1798.5472,2398.5472
20-02-2026,2026-02-20 17:05:00,1.948651,1948.6509999999998,1648.6509999999998,2248.651
20-02-2026,2026-02-20 17:35:00,2.068568,2068.5679999999998,1768.5679999999998,2368.5679999999998
20-02-2026,2026-02-20 18:05:00,2.0086095,2008.6095,1708.6095,2308.6095
20-02-2026,2026-02-20 18:35:00,2.2784226,2278.4226,1978.4225999999999,2578.4226
20-02-2026,2026-02-20 19:05:00,2.308402,2308.402,2008.402,2608.402
20-02-2026,2026-02-20 19:35:00,2.308402,2308.402,2008.402,2608.402
20-02-2026,2026-02-20 20:05:00,2.5782151,2578.2151,2278.2151,2878.2151
20-02-2026,2026-02-20 20:35:00,2.0086095,2008.6095,1708.6095,2308.6095
20-02-2026,2026-02-20 21:05:00,3.9872398,3987.2398,3687.2398,4287.239799999999
20-02-2026,2026-02-20 21:35:00,3.7174265,3717.4265,3417.4265,4017.4265
20-02-2026,2026-02-20 22:05:00,1.349066,1349.066,1049.066,1649.066
20-02-2026,2026-02-20 22:35:00,3.777385,3777.385,3477.385,4077.385
20-02-2026,2026-02-20 23:05:00,3.7174265,3717.4265,3417.4265,4017.4265
20-02-2026,2026-02-20 23:35:00,1.1691906,1169.1906000000001,869.1906000000001,1469.1906000000001
