day,timestamp,pbls_km,pbls_m,min_pbls_m,max_pbls_m
22-01-2026,2026-01-22 00:05:00,2.3683605,2368.3605000000002,2068.3605000000002,2668.3605000000002
22-01-2026,2026-01-22 00:35:00,2.3683605,2368.3605000000002,2068.3605000000002,2668.3605000000002
22-01-2026,2026-01-22 01:05:00,2.3383813,2338.3813,2038.3813,2638.3813
22-01-2026,2026-01-22 01:35:00,2.0385888,2038.5887999999998,1738.5887999999998,2338.5887999999995
22-01-2026,2026-01-22 02:05:00,2.1285264,2128.5264,1828.5264000000002,2428.5264
22-01-2026,2026-01-22 02:35:00,2.2484434,2248.4434,1948.4434,2548.4434
22-01-2026,2026-01-22 03:05:00,2.3383813,2338.3813,2038.3813,2638.3813
22-01-2026,2026-01-22 03:35:00,2.308402,2308.402,2008.402,2608.402
22-01-2026,2026-01-22 04:05:00,2.308402,2308.402,2008.402,2608.402
22-01-2026,2026-01-22 04:35:00,2.4582982,2458.2982,2158.2982,2758.2982
22-01-2026,2026-01-22 05:05:00,2.4582982,2458.2982,2158.2982,2758.2982
22-01-2026,2026-01-22 05:35:00,2.548236,2548.2360000000003,2248.2360000000003,2848.2360000000003
22-01-2026,2026-01-22 06:05:00,1.4390038,1439.0038,1139.0038,1739.0038
22-01-2026,2026-01-22 06:35:00,1.3790454,1379.0454000000002,1079.0454000000002,1679.0454000000002
22-01-2026,2026-01-22 07:05:00,1.4390038,1439.0038,1139.0038,1739.0038
22-01-2026,2026-01-22 07:35:00,1.4390038,1439.0038,1139.0038,1739.0038
22-01-2026,2026-01-22 08:05:00,1.4090246,1409.0246,1109.0246,1709.0246
22-01-2026,2026-01-22 08:35:00,1.4090246,1409.0246,1109.0246,1709.0246
22-01-2026,2026-01-22 09:05:00,1.4090246,1409.0246,1109.0246,1709.0246
22-01-2026,2026-01-22 09:35:00,1.4090246,1409.0246,1109.0246,1709.0246
22-01-2026,2026-01-22 10:05:00,1.3790454,1379.0454000000002,1079.0454000000002,1679.0454000000002
22-01-2026,2026-01-22 10:35:00,1.4090246,1409.0246,1109.0246,1709.0246
22-01-2026,2026-01-22 11:05:00,1.3190868,1319.0868,1019.0868,1619.0868
22-01-2026,2026-01-22 11:35:00,1.3190868,1319.0868,1019.0868,1619.0868
22-01-2026,2026-01-22 12:05:00,1.2891076,1289.1075999999998,989.1075999999998,1589.1075999999998
22-01-2026,2026-01-22 12:35:00,2.698132,2698.132,2398.132,2998.132
22-01-2026,2026-01-22 13:05:00,1.3790454,1379.0454000000002,1079.0454000000002,1679.0454000000002
22-01-2026,2026-01-22 13:35:00,2.6081944,2608.1944,2308.1944,2908.1944
22-01-2026,2026-01-22 14:05:00,2.3383813,2338.3813,2038.3813,2638.3813
22-01-2026,2026-01-22 14:35:00,2.4582982,2458.2982,2158.2982,2758.2982
22-01-2026,2026-01-22 15:05:00,2.6681528,2668.1528000000003,2368.1528000000003,2968.1528000000003
22-01-2026,2026-01-22 15:35:00,2.6381736,2638.1736,2338.1736,2938.1736
22-01-2026,2026-01-22 16:05:00,2.6381736,2638.1736,2338.1736,2938.1736
22-01-2026,2026-01-22 16:35:00,2.6681528,2668.1528000000003,2368.1528000000003,2968.1528000000003
22-01-2026,2026-01-22 17:05:00,2.2784226,2278.4226,1978.4225999999999,2578.4226
22-01-2026,2026-01-22 17:35:00,2.0985472,2098.5472,1798.5472,2398.5472
22-01-2026,2026-01-22 18:05:00,2.7580907,2758.0906999999997,2458.0906999999997,3058.0906999999997
22-01-2026,2026-01-22 18:35:00,2.6081944,2608.1944,2308.1944,2908.1944
22-01-2026,2026-01-22 19:05:00,2.7281115,2728.1115,2428.1115,3028.1115
22-01-2026,2026-01-22 19:35:00,2.6381736,2638.1736,2338.1736,2938.1736
22-01-2026,2026-01-22 20:05:00,2.7281115,2728.1115,2428.1115,3028.1115
22-01-2026,2026-01-22 20:35:00,2.2184641,2218.4640999999997,1918.4640999999997,2518.4640999999997
22-01-2026,2026-01-22 21:05:00,2.188485,2188.485,1888.4850000000001,2488.485
22-01-2026,2026-01-22 21:35:00,2.3983397,2398.3397,2098.3397,2698.3397
22-01-2026,2026-01-22 22:05:00,2.6681528,2668.1528000000003,2368.1528000000003,2968.1528000000003
22-01-2026,2026-01-22 22:35:00,2.1285264,2128.5264,1828.5264000000002,2428.5264
22-01-2026,2026-01-22 23:05:00,2.3683605,2368.3605000000002,2068.3605000000002,2668.3605000000002
22-01-2026,2026-01-22 23:35:00,1.7687756,1768.7756,1468.7756,2068.7756
