analog,analog_sterr,photon_counting,pc_sterr,overflow_info
32.7378,0.128871,152.211,0.829002,0.0
57.7005,0.211376,159.832,0.826602,0.0
137.769,0.880794,71.7253,1.14785,0.0
359.505,1.68442,0.318258,0.0836545,1.0
499.601,0.0534132,28.995,0.80226,1.0
495.121,0.197125,141.792,1.34499,1.0
474.147,0.0760678,114.556,1.35939,1.0
473.875,0.0582896,20.4858,0.621237,1.0
486.996,0.244269,15.2429,0.505698,1.0
496.788,0.154305,36.1307,0.766947,1.0
498.726,0.0998286,79.129,0.998368,1.0
498.836,0.0966297,135.126,1.08819,1.0
498.418,0.11315,151.826,1.05528,1.0
499.63,0.0572254,121.692,1.05117,1.0
499.977,0.0141342,100.536,0.976426,1.0
500.0,0.0,92.9983,0.931856,1.0
500.0,0.0,99.2797,0.95997,1.0
500.0,0.0,102.328,0.954141,1.0
500.0,0.0,104.791,0.942142,1.0
500.0,0.0,115.41,0.966141,1.0
494.398,0.162197,140.687,0.955513,1.0
459.083,0.298046,161.039,0.940085,1.0
420.025,0.283198,181.709,0.937685,0.0
385.178,0.255699,191.139,0.929799,0.0
354.676,0.231791,196.817,0.933228,0.0
327.42,0.215898,195.226,0.924999,0.0
303.038,0.193231,194.506,0.927056,0.0
281.348,0.178058,193.752,0.907857,0.0
261.946,0.162476,191.709,0.890715,0.0
244.341,0.14942,190.469,0.895515,0.0
228.249,0.140167,187.672,0.874258,0.0
213.437,0.131953,186.616,0.8914,0.0
199.628,0.125233,186.03,0.870487,0.0
186.677,0.122051,182.228,0.877344,0.0
174.415,0.117345,180.905,0.884543,0.0
162.749,0.112256,178.526,0.86843,0.0
151.779,0.109856,179.782,0.877344,0.0
141.358,0.107545,176.65,0.872887,0.0
131.353,0.104135,175.595,0.850602,0.0
121.82,0.10269,174.188,0.855744,0.0
112.738,0.101605,171.792,0.863287,0.0
104.053,0.0993701,171.441,0.846145,0.0
95.7319,0.0980698,169.414,0.857801,0.0
87.8214,0.0970976,168.76,0.881115,0.0
80.2556,0.095725,167.772,0.842373,0.0
73.0334,0.0942033,165.444,0.867744,0.0
66.2704,0.0924377,166.415,0.850259,0.0
59.9275,0.0902713,163.317,0.839631,0.0
54.0818,0.0876006,161.474,0.840659,0.0
48.9408,0.0837893,160.101,0.850945,0.0
44.3333,0.0784916,158.911,0.815974,0.0
40.25,0.0732088,155.812,0.817346,0.0
36.806,0.0684049,155.377,0.810489,0.0
33.8883,0.0628604,154.355,0.828659,0.0
31.5216,0.0576088,153.601,0.803975,0.0
29.6744,0.0518886,151.742,0.835174,0.0
28.2191,0.0470226,151.575,0.807746,0.0
27.0262,0.042492,148.442,0.825917,0.0
26.0475,0.0388395,148.241,0.801575,0.0
25.3097,0.035546,147.286,0.807403,0.0
24.7177,0.032807,147.236,0.816317,0.0
24.1912,0.0313157,146.097,0.81426,0.0
23.7482,0.0292855,146.198,0.813917,0.0
23.3665,0.0294031,144.288,0.812203,0.0
23.0435,0.0283965,143.97,0.801917,0.0
22.739,0.027529,143.434,0.829002,0.0
22.4631,0.0269918,141.34,0.809803,0.0
22.2304,0.0266391,141.608,0.781004,0.0
22.0323,0.0259172,141.022,0.802603,0.0
21.8423,0.0259374,140.503,0.809803,0.0
21.6265,0.0254433,139.246,0.794375,0.0
21.443,0.025273,139.95,0.817003,0.0
21.2791,0.024894,141.022,0.82146,0.0
21.0827,0.0247096,139.481,0.822145,0.0
20.9311,0.0250792,139.397,0.805346,0.0
20.8117,0.0248211,138.392,0.793003,0.0
20.6537,0.0245973,139.095,0.79986,0.0
20.5002,0.0244455,138.509,0.803975,0.0
20.3401,0.024295,138.191,0.807403,0.0
20.2199,0.0240157,137.655,0.803632,0.0
20.1633,0.0236752,137.052,0.808089,0.0
