bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,photon_counting_shifted,pc_sterr_shifted,SNR_analog,SNR_Photon,photon_deadtime_corr_hz,photon_deadtime_corr,analog_bg_corr,photon_bg_corr,afterpulse_profile,photon_APcorr,analog_scaled_for_glue,weight_w,merged_sig,overlap_func,merged_counts_ovcorr,range2_corrected_counts,range2_corrected_counts_overlap,nrb,range2_norm
0,0.0,59.7811,0.0785322,183.363,0.85152,0.0,183.363,0.85152,761.2304252268497,215.33610484780155,417769761.13648283,417.7697611364828,48.41496593406594,154.82366365555242,38.0,379.7697611364828,675.9386640934556,0.0,675.9386640934556,0.2,3379.6933204672778,0.0,0.0,0.0,0.0
1,3.75,59.0713,0.0738392,182.256,0.866978,0.0,182.256,0.866978,799.9991874234825,210.21986717079326,412067340.1452925,412.0673401452925,47.70516593406594,149.12124266436211,36.06328740122878,376.00405274406376,670.3794348740062,0.0,670.3794348740062,0.2,3351.897174370031,9427.210802915712,47136.054014578556,377088.43211662845,1.412676332786562e-07
2,7.5,54.8,0.113873,183.178,0.871443,0.0,183.178,0.871443,481.2378702589727,210.20078192147966,416810664.1346777,416.8106641346777,43.433865934065935,153.86456665374732,34.23847134592593,382.5721927887518,636.926158225606,0.0,636.926158225606,0.2,3184.6307911280296,35827.096400190334,179135.48200095166,1433083.8560076132,5.36872381610029e-07
3,11.25,51.2327,0.103353,185.392,0.879343,0.0,185.392,0.879343,495.70597853956826,210.83013113199286,428453418.8637832,428.45341886378316,39.86656593406594,165.50732138285275,32.51885340007681,395.93456546370635,608.9866845787448,0.0,608.9866845787448,0.2,3044.9334228937237,77074.87726699738,385374.3863349869,3082995.090679895,1.1549742256091325e-06
4,15.0,50.1078,0.19848,183.681,0.875565,1.0,183.681,0.875565,252.45767835550183,209.78568124582412,419424165.35890377,419.4241653589038,38.741665934065935,156.4780678779734,30.898139760816136,388.52602559808764,600.1763479360866,0.0,600.1763479360866,0.2,3000.881739680433,135039.67828561948,675198.3914280974,5401587.131424779,2.0235821759942424e-06
5,18.75,47.6995,0.123636,185.241,0.857703,0.0,185.241,0.857703,385.8059141350416,215.97336140831968,427647783.20858496,427.64778320858494,36.33336593406594,164.70168572765454,29.370416759027677,398.27736644955723,581.3142857647706,0.0,581.3142857647706,0.2,2906.571428823853,204368.30358917717,1021841.5179458858,8174732.143567086,3.0624780933388754e-06
6,22.5,45.4962,0.060252,184.688,0.842589,1.0,184.688,0.842589,755.098585939056,219.1910884191462,424711958.9733326,424.71195897333257,34.13006593406594,161.76586149240217,27.930127845898994,396.7818311274336,564.0578054333913,0.0,564.0578054333913,0.2,2820.289027166956,285554.26400065434,1427771.3200032716,11422170.560026173,4.279057283361534e-06
7,26.25,44.1606,0.0589439,184.117,0.85839,0.0,184.117,0.85839,749.1971179375644,214.49108214214982,421704454.93627864,421.70445493627864,32.79446593406594,158.75835745534823,26.572051973526886,395.13240296275177,553.5972439435396,0.0,553.5972439435396,0.2,2767.986219717698,381463.1009048453,1907315.5045242263,15258524.03619381,5.71626015101919e-06
8,30.0,42.622,0.0657025,184.369,0.842246,0.0,184.369,0.842246,648.7119972603782,218.90160356950344,423028786.9014141,423.0287869014141,31.255865934065937,160.0826894204837,25.29128328511626,397.73750361629783,541.5467648268237,0.0,541.5467648268237,0.2,2707.7338241341185,487392.0883441414,2436960.441720707,19495683.533765655,7.303615909153462e-06
9,33.75,41.0547,0.0605443,183.698,0.884152,0.0,183.698,0.884152,678.0935612435852,207.7674427021598,419512815.39965415,419.51281539965413,29.688565934065934,156.56671791872373,24.083212035431963,395.42960336422215,529.2715042525167,0.0,529.2715042525167,0.2,2646.3575212625833,602873.3228126323,3014366.6140631614,24114932.91250529,9.034112980080915e-06
10,37.5,39.4775,0.0584166,183.514,0.85839,0.0,183.514,0.85839,675.7924973380854,213.78860424748657,418554427.40238076,418.5544274023808,28.111365934065937,155.60832992145038,22.943506666970173,395.6109207354106,516.9187058235005,0.0,516.9187058235005,0.2,2584.5935291175024,726916.9300642976,3634584.650321488,29076677.202571902,1.0892918005886658e-05
11,41.25,37.7837,0.0600134,183.547,0.834346,0.0,183.547,0.834346,629.5877254079923,219.98906928300727,418726131.0227456,418.7261310227456,26.41756593406594,155.78003354181521,21.868096971831555,396.85803405091406,503.6526837723544,0.0,503.6526837723544,0.2,2518.2634188617717,856996.5197313968,4284982.598656983,34279860.78925587,1.2842172791241239e-05
12,45.0,36.3897,0.0592635,182.776,0.880374,0.0,182.776,0.880374,614.0322458174087,207.61176499987508,414735066.57871073,414.73506657871076,25.023565934065935,151.78896909778035,20.853158273520616,393.88190830519017,492.7347272607842,0.0,492.7347272607842,0.2,2463.673636303921,997787.822703088,4988939.113515439,39911512.90812352,1.4951943599684132e-05
13,48.75,35.2029,0.058208,182.105,0.859077,0.0,182.105,0.859077,604.7776937877954,211.97750609083934,411296265.8892982,411.2962658892982,23.836765934065937,148.35016840836778,19.895096566880543,391.4011693224176,483.4395832235306,0.0,483.4395832235306,0.2,2417.1979161176528,1148924.384504672,5744621.922523359,45956975.38018687,1.7216739076728053e-05
14,52.5,34.053,0.0574002,182.205,0.869038,0.0,182.205,0.869038,593.2557726279699,209.66286859723053,411806730.97937936,411.8067309793794,22.686865934065935,148.86063349844898,18.99053455811675,392.81619642126265,474.4334439174655,0.0,474.4334439174655,0.2,2372.1672195873275,1307657.1797975143,6538285.898987572,52306287.19190057,1.9595364821236695e-05
15,56.25,33.0969,0.0558912,182.658,0.837781,0.0,182.658,0.837781,592.1665664720027,218.02595188957494,414128009.5347069,414.1280095347069,21.730765934065936,151.1819120537765,18.13629855037899,395.99171098432794,466.9451668581311,0.0,466.9451668581311,0.2,2334.7258342906553,1477443.6920120553,7387218.460060276,59097747.68048221,2.2139631544939052e-05
16,60.0,32.2307,0.0540527,181.585,0.86526,0.0,181.585,0.86526,596.2828868863164,209.86177565124933,408653180.7478746,408.6531807478746,20.864565934065936,145.7070832669442,17.329406123675696,391.3237746241989,460.1609961764078,0.0,460.1609961764078,0.2,2300.8049808820388,1656579.586235068,8282897.93117534,66263183.44940272,2.4823999630175235e-05
17,63.75,31.4191,0.0538164,181.082,0.860451,0.0,181.082,0.860451,583.8201737760237,210.4501011678759,406114453.39724404,406.11445339724406,20.052965934065938,143.16835591631366,16.56705456099788,389.5473988362462,453.8044585115654,0.0,453.8044585115654,0.2,2269.022292557827,1844289.6821696586,9221448.410848293,73771587.28678633,2.7636852927885266e-05
18,67.5,30.7767,0.0545055,181.233,0.859077,0.0,181.233,0.859077,564.6531084019044,210.96246320178517,406874733.3738308,406.8747333738308,19.410565934065936,143.9286358929004,15.846609975445318,391.02812339838545,448.773113272661,0.0,448.773113272661,0.2,2243.865566363305,2044722.4973485619,10223612.486742808,81788899.89394248,3.0640357360282674e-05
19,71.25,30.1034,0.0523987,181.887,0.861138,0.0,181.887,0.861138,574.5066194390319,211.21701748151864,410185894.01816016,410.1858940181602,18.737265934065938,147.23979653722978,15.16559709588684,395.02029692227336,443.4997559417856,0.0,443.4997559417856,0.2,2217.498779708928,2251454.229773221,11257271.148866104,90058169.19092883,3.3738251655188585e-05
20,75.0,29.3587,0.0517012,181.803,0.857016,0.0,181.803,0.857016,567.8533573688811,212.13489596460275,409758935.44852614,409.75893544852613,17.992565934065937,146.81283796759573,14.521689671259445,395.2372457772667,437.6671862042201,0.0,437.6671862042201,0.2,2188.3359310211004,2461877.922398738,12309389.61199369,98475116.89594951,3.689147031810088e-05
21,78.75,28.7349,0.0498065,179.589,0.866291,0.0,179.589,0.866291,576.9307218937288,207.30793694035836,398681199.02767336,398.68119902767336,17.368765934065934,135.73510154674295,13.912701456027971,384.7684975716454,432.78151814689045,0.0,432.78151814689045,0.2,2163.9075907344522,2683921.633632825,13419608.168164127,107356865.345313,4.0218816043810894e-05
22,82.5,28.225,0.0477936,180.109,0.846368,0.0,180.109,0.846368,590.5602423755482,212.80223259858596,401252969.53575015,401.25296953575014,16.85886593406594,138.30687205481973,13.336577741597804,387.91639179415233,428.7879270240428,0.0,428.7879270240428,0.2,2143.939635120214,2918437.828307391,14592189.141536957,116737513.13229564,4.3733063097345114e-05
23,86.25,27.7515,0.0485778,178.683,0.831598,0.0,178.683,0.831598,571.2794733396737,214.8670391222682,394243523.4100336,394.24352341003356,16.385365934065938,131.29742592910316,12.791387400606144,381.4521360094274,425.0794245791156,0.0,425.0794245791156,0.2,2125.397122895578,3162192.406908077,15810962.034540385,126487696.27632308,4.7385748195794905e-05
24,90.0,27.2194,0.0479932,178.616,0.854955,0.0,178.616,0.854955,567.1511797504646,208.9185980548684,393917505.8019336,393.9175058019336,15.853265934065936,130.9714083210032,12.275315413021143,381.64219038891247,420.91196069116256,0.0,420.91196069116256,0.2,2104.5598034558125,3409386.8815984167,17046934.40799208,136375475.26393667,5.108998045803142e-05
25,93.75,26.7311,0.0467481,180.864,0.843276,0.0,180.864,0.843276,571.81147469095,214.47782220767579,405019606.04462385,405.01960604462386,15.364965934065937,142.07350856369345,11.786655844860713,393.23295019976314,417.08754306949845,0.0,417.08754306949845,0.2,2085.437715347492,3665808.4840092636,18329042.42004632,146632339.36037055,5.493248208989238e-05
26,97.5,26.3107,0.0457285,178.013,0.843276,0.0,178.013,0.843276,575.3676591184928,211.09695995142752,390996560.3161938,390.99656031619384,14.944565934065936,128.05046283526343,11.32380525211114,379.6727550640827,413.7949254816476,0.0,413.7949254816476,0.2,2068.974627408238,3933638.0103599126,19668190.05179956,157345520.4143965,5.894593252615478e-05
27,101.25,25.7991,0.0454563,177.996,0.850833,0.0,177.996,0.850833,567.5582922499192,209.2020408235224,390914555.05105466,390.91455505105466,14.432965934065935,127.96845757012426,10.885256484086923,380.0292985669677,409.7880197776882,0.0,409.7880197776882,0.2,2048.940098888441,4200967.496502207,21004837.482511032,168038699.86008826,6.295188981324982e-05
28,105.0,25.2778,0.0450062,179.673,0.874878,0.0,179.673,0.874878,561.6515057925352,205.36920576354646,399095407.7317797,399.0954077317797,13.911665934065935,136.14931025084928,10.469592862033808,388.62581486974585,405.705142640327,0.0,405.705142640327,0.2,2028.5257132016347,4472899.197609605,22364495.988048024,178915967.9043842,6.70268117209046e-05
29,108.75,24.8962,0.0443294,177.073,0.84362,0.0,177.073,0.84362,561.618248837115,209.89663592612789,386490104.62841284,386.49010462841284,13.530065934065936,123.54400714748243,10.07548271024303,376.4146219181698,402.71641078608366,0.0,402.71641078608366,0.2,2013.5820539304182,4762750.801937292,23813754.009686463,190510032.07749167,7.137026504993482e-05
30,112.5,24.5099,0.0438483,176.335,0.852551,0.0,176.335,0.852551,558.9703591701389,206.8322012407469,382991514.8271701,382.9915148271701,13.143765934065934,120.04541734623967,9.70167421832204,373.28984060884807,399.69086803111986,0.0,399.69086803111986,0.2,1998.4543401555993,5058587.548518861,25292937.742594305,202343501.9407544,7.580340629395049e-05
31,116.25,24.1154,0.0425045,177.526,0.847398,0.0,177.526,0.847398,567.3611029420415,209.49542009775809,388654747.448193,388.654747448193,12.749265934065937,125.7086499672626,9.346990614560724,379.3077568336323,396.60110200255855,0.0,396.60110200255855,0.2,1983.0055100127927,5359692.080031452,26798460.400157258,214387683.20125806,8.031548578655145e-05
32,120.0,23.7499,0.0412924,175.799,0.842246,0.0,175.799,0.842246,575.1639526886304,208.7264290955374,380471972.3229522,380.4719723229522,12.383765934065936,117.52587484202178,9.010325631547508,371.46164669140467,393.73846706354925,0.0,393.73846706354925,0.2,1968.6923353177463,5669833.925715109,28349169.628575545,226793357.02860436,8.496299027503216e-05
33,123.75,23.3564,0.0409673,177.56,0.841559,0.0,177.56,0.841559,570.1230005394547,210.98936616446383,388817745.2950338,388.81774529503383,11.990265934065937,125.87164781410343,8.690639246331543,380.1271060487023,390.6565331415243,0.0,390.6565331415243,0.2,1953.2826657076214,5982538.564562624,29912692.82281312,239301542.58250496,8.964889845813788e-05
34,127.5,23.0084,0.0399325,175.564,0.846368,0.0,175.564,0.846368,576.1823076441495,207.43222806155242,379372953.75351125,379.37295375351124,11.642265934065938,116.42685627258084,8.386953678499715,370.98600007501153,387.93096006689984,0.0,387.93096006689984,0.2,1939.6548003344992,6306302.66958754,31531513.347937703,252252106.7835016,9.450053377357033e-05
35,131.25,22.6382,0.0375889,174.155,0.84362,0.0,174.155,0.84362,602.2575813604549,206.4377326284346,372854489.01561326,372.85448901561324,11.272065934065937,109.90839153468283,8.098349630544833,364.7561393850684,385.0315142271701,0.0,385.0315142271701,0.2,1925.1575711358503,6632769.444303985,33163847.22151992,265310777.77215937,9.939266884644302e-05
36,135.0,22.3064,0.0379478,175.966,0.84362,0.0,175.966,0.84362,587.8180026246581,208.58443374979257,381255058.56385887,381.2550585638589,10.940265934065936,118.30896108292848,7.823962755847847,373.43109580801104,382.4328212784333,0.0,382.4328212784333,0.2,1912.1641063921666,6969838.167799448,34849190.83899724,278793526.7119779,0.00010444367511074917
37,138.75,22.0237,0.0380177,174.91,0.841902,0.0,174.91,0.841902,579.3012202211075,207.75577204947842,376332310.1868129,376.3323101868129,10.657565934065937,113.38621270588249,7.562980340486277,368.7693298463266,380.2186847606278,0.0,380.2186847606278,0.2,1901.0934238031389,7319803.773337024,36599018.866685115,292792150.933481,0.00010968794235551413
38,142.5,21.7189,0.03691,175.363,0.866291,0.0,175.363,0.866291,588.4286101327555,202.4296685524841,378435648.5461618,378.43564854616176,10.352765934065937,115.48955106523135,7.314638185916202,371.1210103602456,377.8314586883705,0.0,377.8314586883705,0.2,1889.1572934418525,7672340.057990723,38361700.28995362,306893602.3196289,0.0001149707314666344
39,146.25,21.455,0.0361826,174.021,0.849459,0.0,174.021,0.849459,592.9645741323177,204.86097622133616,372240825.124952,372.24082512495204,10.088865934065934,109.29472764402163,7.078217680360003,365.162607444592,375.764565773447,0.0,375.764565773447,0.2,1878.8228288672349,8037251.782613618,40186258.91306809,321490071.3045447,0.00012043896770010924
40,150.0,21.1776,0.0358861,173.434,0.841559,0.0,173.434,0.841559,590.1337843900565,206.08656077589333,369565248.8911168,369.5652488911168,9.811465934065938,106.61915141018642,6.853043047469175,362.71220584364767,373.5919394202838,0.0,373.5919394202838,0.2,1867.959697101419,8405818.636956384,42029093.184781924,336232745.47825533,0.00012596197639339721
41,153.75,20.8674,0.034353,175.514,0.855642,0.0,175.514,0.855642,607.4403982184962,205.12550809801297,379139560.5304299,379.1395605304299,9.501265934065936,116.19346304949948,6.638478761524034,372.50108176890586,371.1624199727306,0.0,371.1624199727306,0.2,1855.812099863653,8773931.643386627,43869658.21693313,350957265.73546505,0.00013147818413337983
42,157.5,20.6322,0.0346349,172.528,0.874534,0.0,172.528,0.874534,595.7054878172017,197.27992279316754,365475619.93247026,365.47561993247024,9.266065934065937,102.52952245153983,6.433927119082721,359.0416928133875,369.3203085153982,0.0,369.3203085153982,0.2,1846.601542576991,9161451.903110096,45807259.51555049,366458076.12440383,0.00013728521137432504
43,161.25,20.4048,0.0338353,171.891,0.862512,0.0,171.891,0.862512,603.0624820823224,199.2911402971785,362628881.86696106,362.6288818669611,9.038665934065937,99.68278438603068,6.23882595760305,356.390055909358,367.5392874890489,0.0,367.5392874890489,0.2,1837.6964374452443,9556595.754851973,47782978.77425986,382263830.19407886,0.0001432064788528164
44,165.0,20.118,0.0332335,171.606,0.860795,0.0,171.606,0.860795,605.3530323318338,199.35757061785907,361362790.4183416,361.3627904183416,8.751865934065934,98.4166929374112,6.052646512134821,355.3101439062068,365.29303933444453,0.0,365.29303933444453,0.2,1826.4651966722226,9945102.995880252,49725514.97940126,397804119.83521,0.0001490282961006826
45,168.75,19.9023,0.0328482,172.377,0.847742,0.0,172.377,0.847742,605.8870805706249,203.3366283609872,364798680.65778685,364.79868065778686,8.536165934065936,101.85258317685646,5.874891401719632,358.9237892560672,363.6036539545696,0.0,363.6036539545696,0.2,1818.018269772848,10354182.177065674,51770910.88532837,414167287.08262694,0.00015515838579081254
