analog,analog_sterr,photon_counting,pc_sterr,overflow_info
14.6709,0.0251772,74.8376,1.22969,0.0
14.6832,0.0250771,75.1374,1.22392,0.0
14.687,0.0259247,75.1707,1.25758,0.0
14.6812,0.0255106,76.403,1.29411,0.0
14.6883,0.0254877,74.7377,1.29315,0.0
14.6849,0.0256018,75.3039,1.27777,0.0
14.6751,0.0253742,75.8701,1.30373,0.0
14.6614,0.0256546,75.7369,1.28642,0.0
14.6704,0.0257958,77.0358,1.26046,0.0
14.702,0.0259612,74.1049,1.22489,0.0
14.68,0.0256361,75.1374,1.23835,0.0
14.6741,0.0261277,72.7061,1.26911,0.0
14.6745,0.0258829,74.8043,1.25565,0.0
14.6608,0.0258535,74.7377,1.25565,0.0
14.6782,0.0263641,75.0375,1.24796,0.0
14.6798,0.0255847,77.3022,1.23354,0.0
14.668,0.0250938,73.0391,1.23835,0.0
14.6719,0.0260037,74.6711,1.24508,0.0
14.6702,0.0261437,74.4713,1.25758,0.0
14.6748,0.0255467,73.2723,1.247,0.0
14.6731,0.0253771,76.0366,1.27488,0.0
14.6613,0.0260643,74.2714,1.24123,0.0
14.6637,0.0256995,78.0683,1.21431,0.0
14.6784,0.0260485,73.8385,1.2047,0.0
14.6729,0.0255227,77.0025,1.22296,0.0
14.6706,0.0253989,73.8385,1.2345,0.0
14.6769,0.0260529,76.0699,1.2095,0.0
14.6668,0.0256373,76.3697,1.26334,0.0
14.6613,0.0260835,74.9376,1.26142,0.0
14.6693,0.0260232,73.6053,1.23354,0.0
14.6616,0.0255433,78.5346,1.28257,0.0
14.672,0.025581,73.5054,1.21431,0.0
14.6965,0.0263674,76.4363,1.27969,0.0
14.6736,0.0256054,74.8043,1.26142,0.0
14.6611,0.0257424,77.3689,1.27007,0.0
14.6816,0.0256689,71.5737,1.23354,0.0
14.6797,0.0254442,75.5371,1.25373,0.0
14.678,0.0254985,73.8385,1.2768,0.0
14.6965,0.0257501,76.403,1.23354,0.0
14.6978,0.0257026,74.9042,1.21719,0.0
14.6852,0.0253162,75.97,1.23546,0.0
14.6891,0.0259328,73.572,1.24796,0.0
14.6574,0.0261103,74.8376,1.247,0.0
14.6641,0.0258825,74.6045,1.29411,0.0
14.6941,0.0259718,73.7052,1.25565,0.0
14.68,0.0254083,74.5712,1.26623,0.0
14.6815,0.0250943,75.9367,1.28738,0.0
14.6864,0.025356,74.5712,1.26238,0.0
14.6588,0.0258864,73.6719,1.24508,0.0
14.6763,0.0262009,76.2032,1.26815,0.0
14.7081,0.0250298,72.5062,1.21335,0.0
14.681,0.0252603,75.4704,1.26527,0.0
14.6652,0.0265702,73.3389,1.23642,0.0
14.6701,0.0257899,75.1041,1.25277,0.0
14.6724,0.0251759,74.9709,1.23835,0.0
14.6708,0.0257855,75.8701,1.23546,0.0
14.6889,0.0255891,75.6703,1.32199,0.0
14.6924,0.0258156,75.7702,1.27488,0.0
14.6895,0.025813,75.637,1.26527,0.0
14.7026,0.025414,73.8052,1.23258,0.0
14.6805,0.0257422,74.8043,1.22392,0.0
14.6705,0.0261301,75.637,1.26334,0.0
14.6888,0.0253188,75.1707,1.24412,0.0
14.7026,0.0257343,74.9042,1.28065,0.0
14.679,0.0257829,74.1382,1.24604,0.0
14.67,0.0252405,74.7044,1.19316,0.0
14.6913,0.0262207,76.403,1.24412,0.0
14.6903,0.0265979,75.6703,1.27007,0.0
14.6702,0.0255851,74.3047,1.24412,0.0
14.6684,0.0255992,76.8693,1.21719,0.0
14.6872,0.0262337,74.6711,1.24123,0.0
14.6824,0.0259627,75.1707,1.25277,0.0
14.6726,0.0253137,74.4047,1.23739,0.0
14.6999,0.0259474,74.6711,1.21912,0.0
14.6963,0.0262227,75.5704,1.25085,0.0
14.6662,0.0257573,74.3047,1.23739,0.0
14.6769,0.0255537,76.1699,1.27104,0.0
14.6903,0.0255227,75.2706,1.22008,0.0
14.6579,0.0257235,74.5046,1.25661,0.0
14.6747,0.0258671,75.5704,1.2845,0.0
14.7004,0.0255038,74.9709,1.2768,0.0
14.6549,0.0255887,73.7719,1.222,0.0
14.6493,0.0262935,75.5037,1.25469,0.0
14.685,0.0259263,74.5379,1.25373,0.0
14.6823,0.0254859,71.9734,1.23066,0.0
14.6597,0.0256957,75.4038,1.23066,0.0
14.6743,0.025976,74.9709,1.27007,0.0
14.6966,0.0259632,74.438,1.25758,0.0
14.6931,0.0260388,75.204,1.28161,0.0
14.6984,0.0258875,75.8035,1.26431,0.0
14.6849,0.0254408,73.3389,1.19027,0.0
14.6396,0.0260021,73.1391,1.27392,0.0
14.6716,0.0260672,76.1032,1.28642,0.0
14.6993,0.0254543,72.2398,1.23739,0.0
14.6549,0.0257404,74.6711,1.29411,0.0
14.6577,0.0260272,75.7369,1.33353,0.0
14.6946,0.025853,74.6045,1.2047,0.0
14.6701,0.0262761,76.2365,1.23835,0.0
14.6677,0.0257052,74.0716,1.25758,0.0
14.6731,0.0251859,77.1357,1.21046,0.0
