analog,analog_sterr,photon_counting,pc_sterr,overflow_info
13.3831,0.0197169,80.5995,1.197,0.0
13.398,0.0201709,85.3955,1.19797,0.0
13.403,0.0204507,81.0325,1.21912,0.0
13.3857,0.0198546,84.0633,1.18547,0.0
13.3843,0.0201419,83.8301,1.24796,0.0
13.3885,0.0200224,83.3639,1.1922,0.0
13.3859,0.0199963,85.8951,1.18643,0.0
13.378,0.0205923,81.8318,1.19604,0.0
13.3561,0.0201199,83.1307,1.19124,0.0
13.3678,0.0196466,83.8968,1.197,0.0
13.4184,0.0199503,83.2639,1.18066,0.0
13.4053,0.0202562,81.3655,1.247,0.0
13.366,0.0200616,83.0641,1.21239,0.0
13.3798,0.0198295,85.1957,1.21623,0.0
13.3782,0.0201229,85.0291,1.22585,0.0
13.3621,0.0199483,84.3297,1.19124,0.0
13.3836,0.0195525,83.4971,1.22489,0.0
13.3958,0.0202507,83.8968,1.21431,0.0
13.3769,0.0200733,83.6303,1.22104,0.0
13.3743,0.0197953,83.6303,1.21335,0.0
13.3853,0.0205487,82.0649,1.19412,0.0
13.3788,0.0206365,83.2306,1.22681,0.0
13.377,0.0199708,83.9634,1.24123,0.0
13.4002,0.0199895,84.9958,1.197,0.0
13.3827,0.0203972,83.5304,1.18258,0.0
13.3555,0.0193178,83.6636,1.19989,0.0
13.3797,0.0196088,83.0641,1.23066,0.0
13.3971,0.0201005,82.831,1.1922,0.0
13.3883,0.0198032,83.0308,1.22489,0.0
13.374,0.0207075,81.4321,1.19797,0.0
13.3491,0.0204564,84.5629,1.2345,0.0
13.3649,0.019852,84.4963,1.21143,0.0
13.3949,0.0196402,85.1291,1.21719,0.0
13.3827,0.0199364,83.3972,1.19124,0.0
13.362,0.0200038,82.2315,1.19316,0.0
13.3908,0.0197436,81.3322,1.20566,0.0
13.3935,0.0199008,83.6636,1.19027,0.0
13.384,0.019545,84.8959,1.17874,0.0
13.4,0.0194786,83.2639,1.22873,0.0
13.3958,0.020031,83.3306,1.20566,0.0
13.3663,0.020417,81.965,1.23162,0.0
13.3673,0.0196431,84.2964,1.18258,0.0
13.3862,0.0203185,82.398,1.17297,0.0
13.3836,0.0197275,84.7294,1.19508,0.0
13.3919,0.0197777,83.4971,1.25758,0.0
13.3975,0.0198153,82.4979,1.24027,0.0
13.3863,0.0202226,83.5304,1.19316,0.0
13.3671,0.0203083,83.8301,1.20662,0.0
13.3788,0.0196384,82.7644,1.2095,0.0
13.4085,0.0199303,82.2315,1.2595,0.0
13.3936,0.0201495,83.1973,1.26142,0.0
13.3645,0.0200937,83.597,1.23739,0.0
13.3679,0.0194931,85.3289,1.18258,0.0
13.3655,0.0200994,83.0308,1.21623,0.0
13.385,0.0209987,83.8968,1.20277,0.0
13.3854,0.0200647,82.831,1.25469,0.0
13.3865,0.0194135,83.4638,1.17874,0.0
13.4081,0.0197365,82.9642,1.16047,0.0
13.3534,0.0203282,81.632,1.20373,0.0
13.3682,0.0199663,84.1632,1.22104,0.0
13.4172,0.0198579,83.3306,1.19604,0.0
13.3664,0.0202844,83.7968,1.17778,0.0
13.3716,0.0204682,82.1316,1.19508,0.0
13.4099,0.0204788,82.0983,1.2047,0.0
13.3804,0.0198049,84.5962,1.21239,0.0
13.3689,0.0195375,83.4305,1.22008,0.0
13.3697,0.0197374,84.03,1.20181,0.0
13.387,0.0198228,82.8643,1.21912,0.0
13.4009,0.0198362,82.6978,1.20854,0.0
13.3826,0.0201762,82.9309,1.19508,0.0
13.382,0.0200299,81.965,1.21816,0.0
13.3825,0.0200612,84.4296,1.17201,0.0
13.3775,0.0200567,82.4646,1.21623,0.0
13.3763,0.0200033,83.8301,1.22489,0.0
13.3861,0.0198234,83.5637,1.24988,0.0
13.3537,0.0199061,81.9983,1.18451,0.0
13.3479,0.0196299,83.3306,1.21623,0.0
13.4027,0.0199725,85.8951,1.1922,0.0
13.4044,0.0198166,83.4638,1.18835,0.0
13.3659,0.0193719,82.2648,1.20277,0.0
13.3698,0.0197451,81.5654,1.19604,0.0
13.3858,0.020144,82.8976,1.21527,0.0
13.3827,0.0209552,84.5296,1.22489,0.0
13.3806,0.0199941,84.8626,1.25469,0.0
13.4077,0.0199589,81.5654,1.23162,0.0
13.3769,0.0201768,83.597,1.23354,0.0
13.3528,0.0200713,82.8643,1.1922,0.0
13.3929,0.0198505,83.3306,1.22008,0.0
13.3981,0.0201098,82.5312,1.24219,0.0
13.3758,0.0195863,82.6644,1.23642,0.0
13.3761,0.0196387,83.9301,1.23931,0.0
13.3844,0.0200055,82.2315,1.20854,0.0
13.4024,0.0194717,83.9634,1.17585,0.0
13.3904,0.0195078,84.1299,1.20758,0.0
13.3816,0.0199378,83.5637,1.21239,0.0
13.3964,0.0193653,84.2964,1.18835,0.0
13.3894,0.0195078,82.9642,1.19316,0.0
13.3747,0.0205234,82.7311,1.20758,0.0
13.3713,0.0205898,83.6636,1.2768,0.0
13.384,0.0195239,82.4979,1.19989,0.0
13.3899,0.0198476,82.5645,1.22585,0.0
13.3768,0.0199806,83.0308,1.21431,0.0
13.3662,0.0193563,83.8634,1.21816,0.0
13.3976,0.0199545,82.0983,1.23258,0.0
13.3965,0.0198228,81.7319,1.22008,0.0
13.3733,0.0194388,82.4313,1.17874,0.0
