bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,photon_counting_shifted,pc_sterr_shifted,SNR_analog,SNR_Photon,photon_deadtime_corr_hz,photon_deadtime_corr,analog_bg_corr,photon_bg_corr,afterpulse_profile,photon_APcorr,analog_scaled_for_glue,weight_w,merged_sig,overlap_func,merged_counts_ovcorr,range2_corrected_counts,range2_corrected_counts_overlap,nrb,range2_norm
0,0.0,69.5038,0.0909313,192.701,0.86087,0.0,192.701,0.86087,764.3550680568736,223.8444829068268,469618794.8313639,469.6187948313639,63.82509383616384,469.6116865716396,38.0,431.6187948313639,5091.852325943227,0.0,5091.852325943227,0.2,25459.261629716133,0.0,0.0,0.0,0.0
1,3.75,70.7093,0.0828345,191.132,0.857798,0.0,191.132,0.857798,853.6213775661107,222.81702685247578,460408066.6753899,460.4080666753899,65.03059383616383,460.40095841566557,36.06328740122878,424.3447792741611,5187.8838609597615,0.0,5187.8838609597615,0.2,25939.419304798805,72954.61679474665,364773.0839737332,2918184.6717898655,0.0014655278542651748
2,7.5,67.212,0.0866143,190.447,0.881692,0.0,190.447,0.881692,775.9919551390475,216.00173303148944,456453286.9923888,456.45328699238877,61.53329383616384,456.44617873266446,34.23847134592593,422.21481564646285,4909.2848668383795,0.0,4909.2848668383795,0.2,24546.424334191895,276147.27375965886,1380736.368798294,11045890.950386353,0.00554730515154063
3,11.25,61.9537,0.0716735,190.981,0.86599,0.0,190.981,0.86599,864.3878141851591,220.53487915564844,459532855.46465635,459.53285546465634,56.27499383616384,459.52574720493203,32.51885340007681,427.01400206457953,4490.402560262316,0.0,4490.402560262316,0.2,22452.01280131158,568316.5740331993,2841582.8701659967,22732662.961327974,0.011416464178401179
4,15.0,59.9979,0.0676681,192.451,0.860528,0.0,192.451,0.860528,886.6496916567778,223.6429262034472,468136774.7219813,468.1367747219813,54.31919383616384,468.129666462257,30.898139760816136,437.23863496116513,4334.60125276722,0.0,4334.60125276722,0.2,21673.006263836098,975285.2818726245,4876426.409363122,39011411.27490498,0.019591738113853216
5,18.75,57.3105,0.0708302,191.649,0.858822,0.0,191.649,0.858822,809.1252036560676,223.153342601843,463419462.0166467,463.41946201664666,51.63179383616384,463.41235375692236,29.370416759027677,434.049045257619,4120.519836588509,0.0,4120.519836588509,0.2,20602.599182942544,1448620.2550506478,7243101.275253238,57944810.202025905,0.029100191698660526
6,22.5,54.5196,0.0710344,193.47,0.87862,0.0,193.47,0.87862,767.5098262250402,220.1975825726708,474212330.05982137,474.21233005982134,48.840893836163836,474.20522180009704,27.930127845898994,446.28220221392235,3898.1934897800097,0.0,3898.1934897800097,0.2,19490.967448900046,1973460.45420113,9867302.27100565,78938418.1680452,0.0396432932141838
7,26.25,52.8888,0.0801096,193.069,0.879302,0.0,193.069,0.879302,660.2055184397376,219.57075043614137,471810409.9701067,471.8104099701067,47.21009383616384,471.8033017103824,26.572051973526886,445.23835799657985,3768.2820610741087,0.0,3768.2820610741087,0.2,18841.410305370544,2596581.857708878,12982909.28854439,103863274.30835511,0.0521606884600344
8,30.0,51.0797,0.0893804,191.616,0.885447,0.0,191.616,0.885447,571.4865899011417,216.40595089260003,463226557.0848599,463.2265570848599,45.40099383616384,463.2194488251356,25.29128328511626,437.93527379974364,3624.1670465586267,0.0,3624.1670465586267,0.2,18120.83523279313,3261750.341902764,16308751.709513819,130470013.67611055,0.06552273440303606
9,33.75,49.243,0.096586,192.852,0.87111,0.0,192.852,0.87111,509.8357940074131,221.38650687054448,470516614.80993813,470.5166148099381,43.56429383616384,470.5095065502138,24.083212035431963,446.43340277450613,3477.8533838752014,0.0,3477.8533838752014,0.2,17389.266919376005,3961492.3700703466,19807461.850351732,158459694.80281386,0.07957930104863652
10,37.5,47.6364,0.106827,191.733,0.890225,0.0,191.733,0.890225,445.9209750344014,215.37588811817236,463910918.1092087,463.9109181092087,41.95769383616384,463.9038098494844,22.943506666970173,440.96741144223853,3349.8697553745255,0.0,3349.8697553745255,0.2,16749.348776872626,4710754.343495427,23553771.71747713,188430173.73981705,0.0946306348838273
11,41.25,45.7624,0.112353,192.317,0.882716,0.0,192.317,0.882716,407.30910612088684,217.86962058011866,467344680.1946335,467.3446801946335,40.08369383616384,467.3375719349092,21.868096971831555,445.47658322280193,3200.5847312177557,0.0,3200.5847312177557,0.2,16002.923656088778,5445994.9567127125,27229974.78356356,217839798.2685085,0.10940030465384973
12,45.0,43.7961,0.111862,190.063,0.880668,0.0,190.063,0.880668,391.51901450000895,215.8168572038498,454253633.5773556,454.25363357735563,38.11739383616384,454.2465253176313,20.853158273520616,433.40047530383504,3043.946981484855,0.0,3043.946981484855,0.2,15219.734907424274,6163992.637506831,30819963.187534153,246559705.50027326,0.12382359473104945
13,48.75,41.9997,0.110483,190.43,0.874865,0.0,190.43,0.874865,380.1462668464832,217.66786875689394,456355644.42650837,456.3556444265084,36.32099383616384,456.3485361667841,19.895096566880543,436.4605478596278,2900.8436637712894,0.0,2900.8436637712894,0.2,14504.218318856447,6894036.269681455,34470181.348407276,275761450.78725815,0.13848886644087044
14,52.5,40.3979,0.109204,190.514,0.870427,0.0,190.514,0.870427,369.9305886231274,218.87418473921423,456838350.7683289,456.8383507683289,34.71919383616384,456.8312425086046,18.99053455811675,437.84781621021216,2773.242408865039,0.0,2773.242408865039,0.2,13866.212044325195,7643749.389434264,38218746.947171316,305749975.5773705,0.15354926299941837
15,56.25,39.0096,0.108108,189.562,0.858139,0.0,189.562,0.858139,360.83916083916085,220.89894527576536,451402280.3432908,451.4022803432908,33.33089383616384,451.3951720835665,18.13629855037899,433.2659817929118,2662.648812794151,0.0,2662.648812794151,0.2,13313.244063970755,8424787.259231493,42123936.296157464,336991490.3692597,0.16923891779733377
16,60.0,37.7002,0.106397,189.511,0.867355,0.0,189.511,0.867355,354.3351786234574,218.49300459442787,451113189.89353734,451.11318989353737,32.02149383616384,451.10608163381306,17.329406123675696,433.78378376986166,2558.340482681625,0.0,2558.340482681625,0.2,12791.702413408124,9210025.73765385,46050128.68826924,368401029.50615394,0.18501295531447187
17,63.75,36.4471,0.103395,189.511,0.879302,0.0,189.511,0.879302,352.50350597224235,215.52435909391767,451113189.89353734,451.11318989353737,30.768393836163835,451.10608163381306,16.56705456099788,434.5461353325395,2458.517076187042,0.0,2458.517076187042,0.2,12292.58538093521,9991567.0549414,49957835.274707004,399662682.19765604,0.2007127234726192
18,67.5,35.3002,0.100749,190.881,0.854726,0.0,190.881,0.854726,350.3776712423944,223.32419980204182,458954315.770937,458.954315770937,29.621493836163832,458.9472075112127,15.846609975445318,443.1077057954917,2367.1536854691126,0.0,2367.1536854691126,0.2,11835.768427345562,10785343.979418645,53926719.897093214,431413759.1767458,0.21665828310960866
19,71.25,34.1334,0.0979456,186.906,0.863942,0.0,186.906,0.863942,348.493449424987,216.34091177417002,436627258.25292474,436.6272582529247,28.454693836163838,436.6201499932004,15.16559709588684,421.4616611570379,2274.2050375576305,0.0,2274.2050375576305,0.2,11371.025187788151,11545144.010976158,57725720.05488078,461805760.4390463,0.23192130769723526
20,75.0,32.999,0.0943084,190.029,0.848581,0.0,190.029,0.848581,349.90520462652324,223.9373730969701,454059467.838452,454.059467838452,27.320293836163838,454.0523595787277,14.521689671259445,439.5377781671926,2183.8374114085163,0.0,2183.8374114085163,0.2,10919.187057042582,12284085.439172905,61420427.19586452,491363417.56691617,0.2467653202254568
21,78.75,32.0148,0.0920477,188.209,0.852336,0.0,188.209,0.852336,347.80662634699183,220.81549999061403,443804932.6771623,443.8049326771623,26.336093836163837,443.797824417438,13.912701456027971,429.89223122113435,2105.434892318285,0.0,2105.434892318285,0.2,10527.174461591425,13056986.074392615,65284930.37196307,522279442.97570455,0.26229151252498645
22,82.5,31.1879,0.0918343,186.772,0.863942,0.0,186.772,0.863942,339.61058123163133,216.18580876957017,435896684.28003067,435.8966842800307,25.509193836163835,435.8895760203064,13.336577741597804,422.5601065384329,2039.563074562024,0.0,2039.563074562024,0.2,10197.815372810119,13881776.176237775,69408880.88118887,555271047.049511,0.27886007146316916
23,86.25,30.3908,0.0895857,186.622,0.885447,0.0,186.622,0.885447,339.237177362012,210.76586176247704,435080534.4975394,435.0805344975394,24.712093836163834,435.0734262378151,12.791387400606144,422.2891470969333,1976.0651595378183,0.0,1976.0651595378183,0.2,9880.32579768909,14700072.225874301,73500361.12937151,588002889.034972,0.2952981764997765
24,90.0,29.571,0.0895201,186.305,0.843803,0.0,186.305,0.843803,330.3280492314017,220.79205691375833,433361471.2215465,433.3614712215465,23.892293836163837,433.3543629618222,12.275315413021143,421.08615580852535,1910.7589360566446,0.0,1910.7589360566446,0.2,9553.794680283223,15477147.382058822,77385736.9102941,619085895.2823528,0.3109082274640615
25,93.75,28.7943,0.0899957,184.735,0.845509,0.0,184.735,0.845509,319.95195325998907,218.48969082528987,424960588.7499025,424.9605887499025,23.115593836163836,424.9534804901782,11.786655844860713,413.1739329050418,1848.8861088087453,0.0,1848.8861088087453,0.2,9244.430544043726,16249975.565701863,81249877.8285093,649999022.6280745,0.32643296434091396
