range_raw,range (m) for NRB,range (m),copol_raw,copol_snr,copol_nrb,pbls,Normalize copol nrb
0.029979246,29.979246,119.91698000000001,22.603584,3234.4304,0.21962208,2.0086095,0.37690543353410627
0.05995849,59.958490000000005,149.89623,9.433453,1321.3622,0.21839422,,0.3747982359990534
0.08993774,89.93774,179.87548,8.708538,1216.124,0.21682414,,0.37210373605131025
0.11991698,119.91698000000001,209.85472,8.197546,1141.754,0.21249762,,0.3646787590349102
0.14989623,149.89623,239.83397,7.823397,1087.2604,0.20873635,,0.3582238383821742
0.17987548,179.87548,269.8132,7.45441,1033.6742,0.2100797,,0.3605292346070804
0.20985472,209.85472,299.79247,6.996594,967.3915,0.20979935,,0.3600481106768668
0.23983397,239.83397,329.7717,6.5602555,903.7488,0.2129639,,0.36547896758201204
0.2698132,269.8132,359.75096,6.1796527,848.1941,0.21777238,,0.3737310624489766
0.29979247,299.79247,389.7302,5.755124,786.4319,0.22098424,,0.3792431106262402
0.3297717,329.7717,419.70944,5.3780456,731.7206,0.22681864,,0.3892558427769028
0.35975096,359.75096,449.6887,4.98581,675.18384,0.23211357,,0.39834276102839533
0.3897302,389.7302,479.66793,4.6031237,619.4865,0.23446523,,0.4023785730552408
0.41970944,419.70944,509.64719999999994,4.2863154,573.4634,0.23940744,,0.4108601692711886
0.44968867,449.68867,539.6264,3.95917,526.0199,0.24399754,,0.418737490305872
0.47966793,479.66793,569.60565,3.6350589,478.8905,0.24879578,,0.426972011750167
0.5096472,509.64719999999994,599.58494,3.3556,438.23077,0.2516197,,0.4318182949283686
0.5396264,539.6264,629.56417,3.1077793,402.32483,0.25089115,,0.4305679905254539
0.56960565,569.60565,659.5434,2.9018295,372.23654,0.24530683,,0.4209844343065474
0.59958494,599.58494,689.5227000000001,2.6954336,342.2243,0.24750097,,0.4247499176674851
0.62956417,629.56417,719.5019,2.481556,311.26617,0.25259367,,0.43348977798280103
0.6595434,659.5434,749.48114,2.267187,280.27667,0.26152495,,0.4488172348596983
0.6895226,689.5226,779.4604,2.1297338,260.19254,0.27742016,,0.47609587194466574
0.7195019,719.5019,809.43966,2.0265505,244.88986,0.28560328,,0.4901393706277745
0.74948114,749.48114,839.4189,1.9519857,234.39513,0.28508964,,0.4892578850008263
0.7794604,779.4604,869.3981,1.9359215,232.473,0.272236,,0.4671990521335147
0.80943966,809.43966,899.3774,1.881779,224.85777,0.2520045,,0.43247867120211997
0.8394189,839.4189,929.35663,1.7790718,209.81416,0.22921579,,0.393369722674572
0.8693981,869.3981,959.33586,1.6323515,188.54364,0.225115,,0.38633213322645127
0.89937735,899.37735,989.31515,1.4577272,162.8982,0.22028932,,0.37805052050109655
0.92935663,929.35663,1019.2943999999999,1.2969061,139.34518,0.21082166,,0.361802552642612
0.95933586,959.33586,1049.2736,1.2280828,129.52505,0.19158548,,0.3287902946654537
0.9893151,989.3151,1079.2528,1.157519,119.30124,0.17963153,,0.3082754688920386
1.0192944,1019.2943999999999,1109.2321,1.0856166,108.96685,0.17458406,,0.2996132302473614
1.0492736,1049.2736,1139.2113,0.98351926,94.13438,0.17467678,,0.2997723520979389
1.0792528,1079.2528,1169.1906000000001,0.90941536,83.443306,0.17450401,,0.2994758520750282
1.1092321,1109.2321,1199.1699,0.8673063,77.32236,0.17197508,,0.2951358173297631
1.1392113,1139.2113,1229.1491,0.84138036,73.52199,0.17425452,,0.2990476886744611
1.1691905,1169.1905,1259.1283,0.81607914,69.8468,0.16857217,,0.2892958978242764
1.1991699,1199.1699,1289.1075999999998,0.78981113,66.067245,0.16888574,,0.2898340324088924
1.2291491,1229.1491,1319.0868,0.7716049,63.44512,0.16682628,,0.28629968074376766
