a2610500.350060
Narit-cm 05/01/2026 00:05:00 05/01/2026 00:35:00 0045 0013.384714 0052.542598 00.0 00.0
0002400 0010 0000000 0010 05 0000000 0010 0000000 0010
1 0 1 01600 1 0000 3.75 00000.o 0 0 01 000 16 002400 0.500 BT0
1 2 1 02000 1 0000 3.75 00000.o 0 0 01 000 16 002400 0.500 S2A0
1 1 1 01600 1 0000 3.75 00000.o 0 0 00 000 00 002400 3.1746 BC0
1 3 1 02000 1 0000 3.75 00000.o 0 0 00 000 00 002400 3.1746 S2P0
1 5 0 01600 0 0000 1.00 00000.o 0 0 00 000 00 000000 0.000 OF0
0.000 .o Analog 0 	0.000 .o Analog StErr 0 	0.000 .o Photon Counting 0 	0.000 .o PC StErr 0 	0.000 .o Overflow Info 0 
32.7425	0.191074	175.25	0.895611	0
72.6865	0.425284	196.767	0.886764	0
283.16	2.34607	113.733	1.40501	0
473.656	0.0570571	0.966667	0.127604	0
473.457	0	0	0	0
473.457	0	0.05	0.0289236	0
473.457	9.02149E-6	25.7	0.683958	0
473.457	1.10335E-5	17.9167	0.601271	0
473.457	6.36048E-6	3.6	0.287875	0
473.457	0	10.7167	0.425347	0
473.457	0	35.4333	0.718667	0
473.457	6.36048E-6	91.8833	0.985104	0
473.457	0	144.6	1.02492	0
473.457	0	127.933	1.07426	0
473.457	6.36048E-6	81.55	0.887104	0
473.457	0	76.3833	0.860563	0
473.457	0	84.8833	0.908882	0
473.457	0	91.6	0.914667	0
473.457	0	107.017	0.911264	0
473.457	0	117.85	0.914326	0
473.457	0	120.033	0.890167	0
473.457	0	133.417	0.938826	0
473.457	0	154.383	0.921813	0
473.457	0	171.767	0.901736	0
473.457	6.36048E-6	186.017	0.904799	0
473.457	0	195.4	0.856139	0
473.457	0	201.917	0.901056	0
473.457	6.36048E-6	204.167	0.873833	0
473.457	0	203.95	0.888125	0
473.457	0	205.233	0.900375	0
473.457	0	204.983	0.890847	0
473.457	0	202.517	0.888465	0
473.457	0	201.333	0.888125	0
473.457	0	201.017	0.912285	0
473.457	0	200.717	0.879958	0
473.712	0.048691	199.35	0.875195	1
476.833	0.174777	199.767	0.90582	1
481.646	0.247988	198.117	0.887785	1
487.223	0.265272	201.2	0.899695	1
497.688	0.145	201.267	0.867708	1
499.991	0.0087134	201	0.897313	1
499.986	0.00846489	202.283	0.882	1
499.113	0.0984793	201.633	0.884382	1
492.522	0.359161	202.517	0.873153	1
479.209	0.71318	201.7	0.883701	1
459.727	1.06179	201.567	0.888465	1
424.052	1.23724	201.933	0.876215	1
379.687	1.26043	201.917	0.887104	0
336.192	1.28004	201.717	0.878257	0
294.79	1.28555	201.783	0.867708	0
255.509	1.26173	203.2	0.884042	0
218.039	1.21024	201.467	0.874174	0
183.053	1.1284	201.817	0.880979	0
151.629	1.01487	201.95	0.866007	0
124.269	0.886052	202.233	0.867028	0
100.775	0.75638	200.267	0.887445	0
80.8533	0.631706	200.35	0.858521	0
