range_raw,range (m) for NRB,range (m),copol_raw,copol_snr,copol_nrb,pbls,Normalize copol nrb
0.029979246,29.979246,119.91698000000001,23.143923,6254.278,0.22760732,1.9186717,0.7665298564890762
0.05995849,59.958490000000005,149.89623,10.069656,2707.615,0.22275154,,0.7501766902264861
0.08993774,89.93774,179.87548,9.233616,2481.835,0.20536219,,0.6916133014921594
0.11991698,119.91698000000001,209.85472,8.643136,2320.7334,0.19136868,,0.6444863320604274
0.14989623,149.89623,239.83397,8.111974,2176.9658,0.17817847,,0.6000646949252035
0.17987548,179.87548,269.8132,7.1802616,1924.2274,0.19145219,,0.6447675748091904
0.20985472,209.85472,299.79247,6.402647,1713.5536,0.21055214,,0.7090918765603316
0.23983397,239.83397,329.7717,5.6838465,1517.6317,0.19870141,,0.6691813044126924
0.2698132,269.8132,359.75096,5.693262,1519.5598,0.20932943,,0.7049740664616592
0.29979247,299.79247,389.7302,5.809504,1551.7854,0.23374608,,0.7872038085474761
0.3297717,329.7717,419.70944,5.04083,1343.1147,0.24206829,,0.8152311252303136
0.35975096,359.75096,449.6887,4.794541,1275.9242,0.25633636,,0.8632827505008721
0.3897302,389.7302,479.66793,4.8396554,1288.6599,0.26806334,,0.9027765607019248
0.41970944,419.70944,509.64719999999994,4.5279045,1204.0015,0.28452557,,0.9582176194490256
0.44968867,449.68867,539.6264,4.3025284,1141.9883,0.2969321,,1.0
0.47966793,479.66793,569.60565,4.0619216,1077.1871,0.2571231,,0.8659323124714371
0.5096472,509.64719999999994,599.58494,3.869389,1024.0897,0.21903624,,0.7376644020636368
0.5396264,539.6264,629.56417,3.6434479,962.7552,0.21030624,,0.7082637411044479
0.56960565,569.60565,659.5434,2.8886364,757.5201,0.19713223,,0.6638966618967771
0.59958494,599.58494,689.5227000000001,2.2622936,586.3804,0.19625342,,0.6609370290379518
0.62956417,629.56417,719.5019,1.9947493,513.50024,0.19606362,,0.6602978256645207
0.6595434,659.5434,749.48114,1.7367693,443.35757,0.19353914,,0.6517959493096234
0.6895226,689.5226,779.4604,1.6008776,406.04785,0.18691134,,0.62947502139378
0.7195019,719.5019,809.43966,1.4853339,374.70645,0.18449439,,0.6213352817024499
0.74948114,749.48114,839.4189,1.363543,341.4705,0.1854211,,0.6244562309026206
0.7794604,779.4604,869.3981,1.240711,308.17496,0.18459813,,0.6216846545051883
0.80943966,809.43966,899.3774,1.157742,285.4422,0.18765286,,0.631972292655459
0.8394189,839.4189,929.35663,1.0946602,268.1966,0.19104521,,0.6433969584292166
0.8693981,869.3981,959.33586,1.0321286,251.56012,0.195156,,0.6572411672567567
0.89937735,899.37735,989.31515,0.9858248,238.76576,0.20229551,,0.681285418450885
0.92935663,929.35663,1019.2943999999999,0.9492042,228.92899,0.202859,,0.6831831250309415
0.95933586,959.33586,1049.2736,0.9203629,221.0022,0.2061696,,0.6943324753369542
0.9893151,989.3151,1079.2528,0.9003421,215.47528,0.20749694,,0.698802655556607
1.0192944,1019.2943999999999,1109.2321,0.8656999,206.14558,0.20064786,,0.6757365067636676
1.0492736,1049.2736,1139.2113,0.8398334,198.85513,0.18323034,,0.6170782478553177
1.0792528,1079.2528,1169.1906000000001,0.80374837,189.14967,0.16294271,,0.5487541091044047
1.1092321,1109.2321,1199.1699,0.74945706,174.18341,0.16099101,,0.5421812259435743
1.1392113,1139.2113,1229.1491,0.66531307,151.45042,0.16240303,,0.5469365892067581
1.1691905,1169.1905,1259.1283,0.5797858,128.32729,0.16368905,,0.5512676130334174
1.1991699,1199.1699,1289.1075999999998,0.555154,121.39613,0.17182069,,0.5786531331573784
1.2291491,1229.1491,1319.0868,0.53544545,116.22226,0.1681506,,0.5662931020256821
1.2591283,1259.1283,1349.066,0.5229957,112.67833,0.16620135,,0.5597284699094507
1.2891076,1289.1075999999998,1379.0454000000002,0.52445334,112.97418,0.1622924,,0.5465640124459431
1.3190868,1319.0868,1409.0246,0.4980515,105.97942,0.15873839,,0.534594912439578
