range_raw,range (m) for NRB,range (m),copol_raw,copol_snr,copol_nrb,pbls,Normalize copol nrb
0.029979246,29.979246,119.91698000000001,22.43296,76207.57,0.19701645,1.828734,0.885359117511768
0.05995849,59.958490000000005,149.89623,8.749874,29725.336,0.19242498,,0.8647258159408496
0.08993774,89.93774,179.87548,8.029214,27278.209,0.19100456,,0.8583426850007881
0.11991698,119.91698000000001,209.85472,7.2162127,24518.23,0.19000937,,0.8538704668679545
0.14989623,149.89623,239.83397,6.746274,22920.178,0.19365673,,0.8702610953197802
0.17987548,179.87548,269.8132,6.4085236,21769.893,0.19734633,,0.8868415432974563
0.20985472,209.85472,299.79247,6.083846,20665.406,0.18404791,,0.8270806583789593
0.23983397,239.83397,329.7717,5.8959246,20028.158,0.18265276,,0.820811086610731
0.2698132,269.8132,359.75096,5.6035705,19038.336,0.19403762,,0.8719727515508668
0.29979247,299.79247,389.7302,4.853785,16495.707,0.19792336,,0.8894346200257083
0.3297717,329.7717,419.70944,4.4151273,15002.816,0.1935401,,0.8697369795219604
0.35975096,359.75096,449.6887,4.229466,14372.637,0.19084078,,0.8576066849547713
0.3897302,389.7302,479.66793,3.9015024,13261.023,0.19291075,,0.8669087854264621
0.41970944,419.70944,509.64719999999994,3.4413652,11704.717,0.19796309,,0.8896131600295443
0.44968867,449.68867,539.6264,3.0417373,10342.107,0.20291777,,0.9118786668557671
0.47966793,479.66793,569.60565,2.7714713,9417.739,0.20605189,,0.9259628802165092
0.5096472,509.64719999999994,599.58494,2.5495613,8660.075,0.20871095,,0.9379122530481223
0.5396264,539.6264,629.56417,2.3537261,7993.5356,0.21180949,,0.9518365758139365
0.56960565,569.60565,659.5434,2.169954,7371.546,0.2134736,,0.9593148090327491
0.59958494,599.58494,689.5227000000001,1.9984384,6787.5605,0.21515101,,0.966852810236737
0.62956417,629.56417,719.5019,1.849814,6283.31,0.2149125,,0.96578098601537
0.6595434,659.5434,749.48114,1.7165105,5830.176,0.21325776,,0.9583448600161886
0.6895226,689.5226,779.4604,1.592801,5409.6655,0.21261878,,0.9554733903043566
0.7195019,719.5019,809.43966,1.4692996,4986.4814,0.20959082,,0.9418662423049843
0.74948114,749.48114,839.4189,1.3464078,4571.1387,0.20733666,,0.9317364226461166
0.7794604,779.4604,869.3981,1.2537856,4258.7856,0.20835465,,0.9363111001821081
0.80943966,809.43966,899.3774,1.1603452,3940.2942,0.21361507,,0.9599505516540093
0.8394189,839.4189,929.35663,1.0735236,3647.5244,0.21614724,,0.9713297019563814
0.8693981,869.3981,959.33586,1.0148892,3445.2217,0.21477409,,0.9651589945245336
0.89937735,899.37735,989.31515,0.9722595,3300.2932,0.2144533,,0.9637174176851042
0.92935663,929.35663,1019.2943999999999,0.92603004,3143.9907,0.21355501,,0.959680652015691
