day,time_tag,bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,SNR_analog,SNR_Photon,photon_per_bin,analog_bg_corr,Photon_per_bin_bg_corr,afterpulse_raw,afterpulse_counts_per_bin,photon_APcorr_counts,photon_deadtime_counts,photon_deadtime_corr,k_scale,b_offset,r2_overlap,analog_scaled_for_glue,weight_w,merged_counts_per_bin,range2_corrected_counts,range2_norm,ratio_mean_overlap,ratio_std_overlap
06-01-2026,13.35,830,3112.5,13.8086,0.0170731,116.832,0.791941,0.0,808.7927792843712,147.5261414676093,2.9208,0.03145671428571539,-0.020495392857142747,0.0,0.0,-0.020495392857142747,-0.020444106035003167,-0.020393075248210053,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.18548768735163676,1.0,-0.020495392857142747,-198552.3207087043,-0.12732452180218745,1.0134716531540457,0.09632049406964871
06-01-2026,13.35,831,3116.25,13.7911,0.0167915,117.938,0.808419,0.0,821.3143554774737,145.88721937510127,2.9484500000000002,0.013956714285715321,0.00715460714285765,0.0,0.0,0.00715460714285765,0.007160878095052773,0.007167160049763834,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.18472270436955124,1.0,0.00715460714285765,69478.49057595358,0.0445540780210748,1.0134716531540457,0.09632049406964871
06-01-2026,13.35,832,3120.0,13.7707,0.016741,117.234,0.795374,0.0,822.5733229795114,147.39481049166807,2.93085,-0.006443285714285096,-0.010445392857142632,0.0,0.0,-0.010445392857142632,-0.01043205530662605,-0.010418751773671228,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.18383095277900582,1.0,-0.010445392857142632,-101679.63222856924,-0.06520352169299684,1.0134716531540457,0.09632049406964871
06-01-2026,13.35,833,3123.75,13.7826,0.0175122,118.592,0.796061,0.0,787.0284715798131,148.97350831154898,2.9648000000000003,0.0054567142857155915,0.023504607142857736,0.0,0.0,0.023504607142857736,0.02357242415652831,0.023640633642659302,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.184351141206824,1.0,0.023504607142857736,229353.58611211515,0.1470762747627844,1.0134716531540457,0.09632049406964871
06-01-2026,13.35,834,3127.5,13.7948,0.0173852,117.184,0.80018,0.0,793.4795113084693,146.44704941388187,2.9295999999999998,0.01765671428571558,-0.011695392857142828,0.0,0.0,-0.011695392857142828,-0.0116786746465265,-0.011662004164037855,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.18488444362862075,1.0,-0.011695392857142828,-114395.63448013364,-0.07335784041431409,1.0134716531540457,0.09632049406964871
06-01-2026,13.35,835,3131.25,13.7619,0.0169458,116.496,0.805329,0.0,812.1127358991608,144.65640750550395,2.9124000000000003,-0.015243285714284127,-0.028895392857142266,0.0,0.0,-0.028895392857142266,-0.028793555921266138,-0.028692434278649582,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.1834462756223,1.0,-0.028895392857142266,-283311.4258802955,-0.18167751297264553,1.0134716531540457,0.09632049406964871
06-01-2026,13.35,836,3135.0,13.7397,0.0169233,117.938,0.798464,0.0,811.8806615730974,147.7060957037512,2.9484500000000002,-0.03744328571428568,0.00715460714285765,0.0,0.0,0.00715460714285765,0.007160878095052773,0.007167160049763834,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.1824758400678829,1.0,0.00715460714285765,70317.08878661212,0.04509184114454348,1.0134716531540457,0.09632049406964871
06-01-2026,13.35,837,3138.75,13.7644,0.0169404,117.251,0.801896,0.0,812.519184907086,146.21721519997607,2.9312750000000003,-0.012743285714284625,-0.01002039285714229,0.0,0.0,-0.01002039285714229,-0.010008117939663927,-0.009995873058782506,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.18355555890545505,1.0,-0.01002039285714229,-98718.4209872154,-0.06330460253700376,1.0134716531540457,0.09632049406964871
06-01-2026,13.35,838,3142.5,13.786,0.0167408,117.737,0.791255,0.0,823.4970849660709,148.79779590650296,2.943425,0.008856714285714773,0.0021296071428573704,0.0,0.0,0.0021296071428573704,0.002130162399326443,0.0021307179454171533,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.18449976647191488,1.0,0.0021296071428573704,21030.522727904034,0.013486124161242445,1.0134716531540457,0.09632049406964871
06-01-2026,13.35,839,3146.25,13.771,0.0169557,117.301,0.777524,0.0,812.1752566983374,150.8647964564438,2.932525,-0.006143285714284019,-0.00877039285714254,0.0,0.0,-0.00877039285714254,-0.008760987970848844,-0.008751603233512739,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.18384406677298448,1.0,-0.00877039285714254,-86817.14592739641,-0.05567273930609808,1.0134716531540457,0.09632049406964871
06-01-2026,13.35,840,3150.0,13.7702,0.0166492,117.888,0.795031,0.0,827.0787785599309,148.28101042600855,2.9472000000000005,-0.006943285714283931,0.005904607142857898,0.0,0.0,0.005904607142857898,0.005908877630027708,0.005913154298899251,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.18380909612237487,1.0,0.005904607142857898,58588.4643750075,0.03757069261666554,1.0134716531540457,0.09632049406964871
06-01-2026,13.35,841,3153.75,13.7995,0.0173371,116.211,0.767569,0.0,795.9520335004123,151.40137238476282,2.905275,0.022356714285715285,-0.036020392857142536,0.0,0.0,-0.036020392857142536,-0.03586227979214217,-0.035705548748907856,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.1850898962009523,1.0,-0.036020392857142536,-358263.83644302137,-0.22974182065113002,1.0134716531540457,0.09632049406964871
06-01-2026,13.35,842,3157.5,13.8054,0.0171812,118.592,0.802583,0.0,803.517798523968,147.76291050271436,2.9648000000000003,0.028256714285715745,0.023504607142857736,0.0,0.0,0.023504607142857736,0.02357242415652831,0.023640633642659302,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.1853478047491983,1.0,0.023504607142857736,234336.3791966577,0.15027156225408198,1.0134716531540457,0.09632049406964871
06-01-2026,13.35,843,3161.25,13.7981,0.016763,116.513,0.796061,0.0,823.1283183201098,146.3618994021815,2.912825,0.020956714285714995,-0.028470392857142368,0.0,0.0,-0.028470392857142368,-0.028371524447233395,-0.02827334033660584,0.04371331326202917,0.18411261014587113,0.9282926088876637,0.18502869756238544,1.0,-0.028470392857142368,-284518.9155028411,-0.18245183300185977,1.0134716531540457,0.09632049406964871
