bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,photon_counting_shifted,pc_sterr_shifted,SNR_analog,SNR_Photon,photon_deadtime_corr_hz,photon_deadtime_corr,analog_bg_corr,photon_bg_corr,afterpulse_profile,photon_APcorr,analog_scaled_for_glue,weight_w,merged_sig,overlap_func,merged_counts_ovcorr,range2_corrected_counts,range2_corrected_counts_overlap,nrb,range2_norm
0,0.0,33.2883,0.0265216,153.044,0.840516,0.0,153.044,0.840516,1255.1392072876447,182.08338687187396,287846932.62947845,287.84693262947843,16.23287682317682,76.59019257337906,38.0,249.84693262947843,358.14825684773643,0.0,358.14825684773643,0.2,1790.741284238682,0.0,0.0,0.0,0.0
1,3.75,33.2479,0.0256582,154.579,0.874246,0.0,154.579,0.874246,1295.8001730440951,176.81407750221337,293325319.99858975,293.32531999858975,16.192476823176822,82.06857994249037,36.06328740122878,257.262032597361,357.7979628810932,0.0,357.7979628810932,0.2,1788.989814405466,5031.533853015373,25157.669265076864,201261.3541206149,1.0285339007881325e-07
2,7.5,31.9422,0.0260921,154.929,0.871179,0.0,154.929,0.871179,1224.2096266686085,177.83830877466053,294588163.9252532,294.5881639252532,14.88677682317682,83.33142386915381,34.23847134592593,260.34969257932727,346.47670465718,0.0,346.47670465718,0.2,1732.3835232858999,19489.314636966374,97446.57318483187,779572.585478655,3.983958250670052e-07
3,11.25,31.0688,0.0235707,155.763,0.847671,0.0,155.763,0.847671,1318.1110446444102,183.7540743991478,297618171.8762283,297.61817187622825,14.01337682317682,86.36143182012887,32.51885340007681,265.09931847615144,338.9037652892042,0.0,338.9037652892042,0.2,1694.518826446021,42892.50779441491,214462.53897207452,1715700.3117765964,8.767982020022823e-07
4,15.0,31.0721,0.0242708,157.114,0.872201,0.0,157.114,0.872201,1280.225620910724,180.13508354152313,302589698.1991605,302.5896981991605,14.01667682317682,91.33295814306115,30.898139760816136,271.6915584383444,338.9323784102419,0.0,338.9323784102419,0.2,1694.6618920512094,76259.78514230442,381298.9257115221,3050391.4056921764,1.5588839621673829e-06
5,18.75,30.6684,0.0272314,156.514,0.849715,0.0,156.514,0.849715,1126.2145905094853,184.19587744125974,300372028.81870353,300.37202881870354,13.612976823176819,89.11528876260417,29.370416759027677,271.00161205967584,335.432039936631,0.0,335.432039936631,0.2,1677.1601996831548,117925.32654022182,589626.6327011092,4717013.061608872,2.4106008158017268e-06
6,22.5,30.4323,0.0315661,159.033,0.873223,0.0,159.033,0.873223,964.0817205799893,182.12186348733368,309789043.9326458,309.7890439326458,13.376876823176822,98.53230387654645,27.930127845898994,281.85891608674683,333.38490118602533,0.0,333.38490118602533,0.2,1666.9245059301265,168776.10622542532,843880.5311271265,6751044.249017012,3.4500800743263632e-06
7,26.25,30.4248,0.0364817,156.764,0.850737,0.0,156.764,0.850737,833.9742939610819,184.26846369677116,301294155.6883024,301.2941556883024,13.369376823176822,90.03741563220302,26.572051973526886,274.7221037147755,333.319871365485,0.0,333.319871365485,0.2,1666.599356827425,229678.22386277953,1148391.1193138976,9187128.95451118,4.6950263362354605e-06
8,30.0,30.1536,0.0408165,157.548,0.83268,0.0,157.548,0.83268,738.7600602697439,189.2059374549647,304203612.4439645,304.20361244396446,13.098176823176821,92.94687238786508,25.29128328511626,278.9123291588482,330.9683930547511,0.0,330.9683930547511,0.2,1654.8419652737555,297871.55374927603,1489357.76874638,11914862.14997104,6.0890177838703826e-06
9,33.75,29.925,0.0455075,156.113,0.865387,0.0,156.113,0.865387,657.5839147393287,180.39674735118507,298898578.6593617,298.8985786593617,12.869576823176821,87.64183860326233,24.083212035431963,274.8153666239297,328.98628412468565,0.0,328.98628412468565,0.2,1644.9314206234283,374735.93926077476,1873679.6963038738,14989437.57043099,7.66026083959276e-06
