a2610701.350184
Narit-cm 07/01/2026 01:05:02 07/01/2026 01:35:01 0045 0013.384714 0052.542598 00.0 00.0
0002369 0010 0000000 0010 05 0000000 0010 0000000 0010
1 0 1 01600 1 0000 3.75 00000.o 0 0 01 000 16 002369 0.500 BT0
1 2 1 02000 1 0000 3.75 00000.o 0 0 01 000 16 002369 0.500 S2A0
1 1 1 01600 1 0000 3.75 00000.o 0 0 00 000 00 002369 3.1746 BC0
1 3 1 02000 1 0000 3.75 00000.o 0 0 00 000 00 002369 3.1746 S2P0
1 5 0 01600 0 0000 1.00 00000.o 0 0 00 000 00 000000 0.000 OF0
0.000 .o Analog 0 	0.000 .o Analog StErr 0 	0.000 .o Photon Counting 0 	0.000 .o PC StErr 0 	0.000 .o Overflow Info 0 
28.656	0.166638	176.952	0.891391	0
66.7647	0.382926	196.927	0.875083	0
265.546	2.29457	118.295	1.38167	0
472.991	0.0913104	1.45209	0.155447	0
473.457	0	0	0	0
473.457	0	0	0	0
473.457	0	24.179	0.649893	0
473.457	9.133E-6	17.5264	0.588131	0
473.457	0	3.5458	0.282441	0
473.457	0	12.8155	0.469117	0
473.457	0	39.7636	0.769601	0
473.457	0	97.9316	1.02602	0
473.457	0	151.389	1.0163	0
473.457	0	138.32	1.03504	0
473.457	0	112.199	1.01839	0
473.457	6.41957E-6	111.338	0.996179	0
473.457	0	94.6391	0.952459	0
473.457	0	74.6475	1.03088	0
473.457	0	59.3837	0.918802	0
473.457	0	78.6492	1.034	0
473.457	0	109.312	0.957664	0
473.457	0	128.324	0.955235	0
473.457	0	152.706	0.936845	0
473.457	0	174.352	0.889656	0
473.457	0	189.092	0.911863	0
473.457	0	197.45	0.924701	0
473.457	0	203.681	0.914292	0
473.457	0	204.559	0.903535	0
473.457	0	205.369	0.907699	0
473.457	6.41957E-6	204.458	0.887921	0
473.457	0	204.812	0.894514	0
473.457	0	201.824	0.897983	0
473.457	0	202.431	0.907005	0
473.486	0.0159329	202.094	0.894167	1
475.043	0.122551	202.415	0.895902	1
481.542	0.233471	201.992	0.880635	1
497.992	0.129405	202.431	0.89382	1
500	0	202.229	0.875777	1
500	0	202.263	0.874736	1
