day,time_tag,raw_bin_index,bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,analog_bg_pretrigger,photon_bg_pretrigger,SNR_analog,SNR_Photon,photon_per_bin,photon_per_bin_bg_pretrigger,analog_bg_corr,Photon_per_bin_bg_corr,afterpulse_raw,afterpulse_counts_per_bin,photon_APcorr_counts,photon_deadtime_counts,photon_deadtime_corr,k_scale,b_offset,r2_overlap,analog_scaled_for_glue,weight_w,merged_counts_per_bin,range2_corrected_counts,range2_norm,ratio_mean_overlap,ratio_std_overlap
24-03-2026,06.35,1024,0,0.0,3.92832,0.00572879,48.1038,0.731175,0.0,26.75208827172827,75.26104803896104,685.7154826760974,65.78972202277157,1.202595,1.881526200974026,-22.82376827172827,-0.6789312009740258,0.0,0.0,-0.6789312009740258,-0.6268400534854502,-0.5821727218415838,1.5364939697631503,34.3870734655711,0.19852066686769554,-0.6815088512109071,0.0,-0.6815088512109071,-0.0,,1.0004760524157263,0.022158704337734248
24-03-2026,06.35,1025,1,3.75,3.93082,0.00577023,48.0201,0.735286,0.0,26.75208827172827,75.26104803896104,681.2241453113654,65.30805700094929,1.2005025,1.881526200974026,-22.821268271728268,-0.6810237009740259,0.0,0.0,-0.6810237009740259,-0.6286233547749135,-0.5837106176673492,1.5364939697631503,34.3870734655711,0.19852066686769554,-0.6776676162864987,0.0,-0.6776676162864987,-9.529700854028889,,1.0004760524157263,0.022158704337734248
24-03-2026,06.35,1026,2,7.5,3.93468,0.00562162,47.7857,0.741111,0.0,26.75208827172827,75.26104803896104,699.9192403613193,64.4784654390503,1.1946425,1.881526200974026,-22.81740827172827,-0.6868837009740258,0.0,0.0,-0.6868837009740258,-0.6336129664425063,-0.5880102833915924,1.5364939697631503,34.3870734655711,0.19852066686769554,-0.671736749563209,0.0,-0.671736749563209,-37.7851921629305,,1.0004760524157263,0.022158704337734248
24-03-2026,06.35,1027,3,11.25,3.93661,0.00579356,49.9958,0.739055,0.0,26.75208827172827,75.26104803896104,679.4803195271992,67.64828057451746,1.249895,1.881526200974026,-22.815478271728267,-0.6316312009740259,0.0,0.0,-0.6316312009740259,-0.5863031330792297,-0.5470452494143015,1.5364939697631503,34.3870734655711,0.19852066686769554,-0.668771316201564,0.0,-0.668771316201564,-84.64136970676044,,1.0004760524157263,0.022158704337734248
24-03-2026,06.35,1028,4,15.0,3.93495,0.00563423,48.1206,0.748306,0.0,26.75208827172827,75.26104803896104,698.4006687692906,64.30604592239004,1.2030150000000002,1.881526200974026,-22.81713827172827,-0.6785112009740257,0.0,0.0,-0.6785112009740257,-0.6264820132393656,-0.5818638774278264,1.5364939697631503,34.3870734655711,0.19852066686769554,-0.6713218961913725,0.0,-0.6713218961913725,-151.04742664305883,,1.0004760524157263,0.022158704337734248
24-03-2026,06.35,1029,5,18.75,3.93514,0.00580931,48.8405,0.746593,0.0,26.75208827172827,75.26104803896104,677.3850939268175,65.41783809920533,1.2210125,1.881526200974026,-22.81694827172827,-0.6605137009740258,0.0,0.0,-0.6605137009740258,-0.6111075629952549,-0.5685781633073254,1.5364939697631503,34.3870734655711,0.19852066686769554,-0.6710299623371228,0.0,-0.6710299623371228,-235.9089711341447,,1.0004760524157263,0.022158704337734248
24-03-2026,06.35,1030,6,22.5,3.93952,0.00569997,48.8238,0.726035,0.0,26.75208827172827,75.26104803896104,691.1474972675294,67.24717127962151,1.220595,1.881526200974026,-22.812568271728267,-0.6609312009740258,0.0,0.0,-0.6609312009740258,-0.6114649243640617,-0.5688875025117899,1.5364939697631503,34.3870734655711,0.19852066686769554,-0.6643001187495585,0.0,-0.6643001187495585,-336.301935116964,,1.0004760524157263,0.022158704337734248
24-03-2026,06.35,1031,7,26.25,3.94505,0.00581192,50.046,0.744537,0.0,26.75208827172827,75.26104803896104,678.7860121956256,67.21761309377506,1.2511500000000002,1.881526200974026,-22.807038271728267,-0.6303762009740257,0.0,0.0,-0.6303762009740257,-0.585221642014509,-0.5461036229603818,1.5364939697631503,34.3870734655711,0.19852066686769554,-0.6558033070967682,0.0,-0.6558033070967682,-451.8894662963668,,1.0004760524157263,0.022158704337734248
24-03-2026,06.35,1032,8,30.0,3.93778,0.00575814,47.702,0.721238,0.0,26.75208827172827,75.26104803896104,683.8631919335063,66.13905534650142,1.19255,1.881526200974026,-22.81430827172827,-0.6889762009740259,0.0,0.0,-0.6889762009740259,-0.6353930671100899,-0.5895430586678605,1.5364939697631503,34.3870734655711,0.19852066686769554,-0.6669736182569466,0.0,-0.6669736182569466,-600.2762564312519,,1.0004760524157263,0.022158704337734248
24-03-2026,06.35,1033,9,33.75,3.919,0.00577395,48.1373,0.73837,0.0,26.75208827172827,75.26104803896104,678.7381255466362,65.1940084239609,1.2034325000000001,1.881526200974026,-22.83308827172827,-0.6780937009740258,0.0,0.0,-0.6780937009740258,-0.6261260704970577,-0.5815568173920926,1.5364939697631503,34.3870734655711,0.19852066686769554,-0.6958289750090998,0.0,-0.6958289750090998,-792.5926918463027,,1.0004760524157263,0.022158704337734248
