time_key,prototype_col,Time_mapping,time_key_mpl,PBL_MPL_m,rmin_m,rmax_m,rmin_used_m,rmax_used_m,PBL_TR40_m,Chosen_mode,HWCT_peak_chosen,Delta_TR40_minus_MPL_m,NRB_all_nan,FFT_fc_cycles_per_m,FFT_order,FFT_pad_frac,HWCT_smooth_win_bins,HWCT_tol_m
1535,15.35,exact,1535,1738.7962,1438.7962,2038.7962,1438.7962,2038.7962,1631.25,positive,0.00701889877751137,-107.5462,False,0.0125,6,0.1,7,22.5
1605,16.05,exact,1605,1618.8792999999998,1318.8792999999998,1918.8793,1318.8792999999998,1918.8793,1751.25,positive,0.010845426799433743,132.37070000000017,False,0.0125,6,0.1,7,22.5
1635,16.35,exact,1635,1618.8792999999998,1318.8792999999998,1918.8793,1318.8792999999998,1918.8793,1792.5,positive,0.02599452489032666,173.62070000000017,False,0.0125,6,0.1,7,22.5
1705,17.05,exact,1705,1558.9207,1258.9207,1858.9207,1258.9207,1858.9207,1320.0,positive,0.013238885336107065,-238.9206999999999,False,0.0125,6,0.1,7,22.5
1735,17.35,exact,1735,1618.8792999999998,1318.8792999999998,1918.8793,1318.8792999999998,1918.8793,1530.0,positive,0.01169055186189713,-88.87929999999983,False,0.0125,6,0.1,7,22.5
1805,18.05,exact,1805,1558.9207,1258.9207,1858.9207,1258.9207,1858.9207,1530.0,positive,0.007955103579421335,-28.920699999999897,False,0.0125,6,0.1,7,22.5
1835,18.35,exact,1835,1558.9207,1258.9207,1858.9207,1258.9207,1858.9207,1713.75,positive,0.008681013368677104,154.8293000000001,False,0.0125,6,0.1,7,22.5
1905,19.05,exact,1905,1618.8792999999998,1318.8792999999998,1918.8793,1318.8792999999998,1918.8793,1743.75,positive,0.0026573774871465616,124.87070000000017,False,0.0125,6,0.1,7,22.5
1935,19.35,exact,1935,1708.817,1408.817,2008.817,1408.817,2008.817,2002.5,positive,0.0059023712084096125,293.683,False,0.0125,6,0.1,7,22.5
2005,20.05,exact,2005,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,2115.0,positive,0.0019535169742177227,196.3282999999999,False,0.0125,6,0.1,7,22.5
2035,20.35,exact,2035,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,1713.75,positive,0.006239350570442587,-204.9217000000001,False,0.0125,6,0.1,7,22.5
2105,21.05,exact,2105,1858.7133,1558.7133,2158.7133000000003,1558.7133,2158.7133000000003,1762.5,positive,0.005391214569655911,-96.21329999999989,False,0.0125,6,0.1,7,22.5
2135,21.35,exact,2135,1888.6925,1588.6925,2188.6925,1588.6925,2188.6925,1646.25,positive,0.0035459670490901873,-242.4425000000001,False,0.0125,6,0.1,7,22.5
2205,22.05,exact,2205,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,1713.75,positive,0.003940138044605801,-204.9217000000001,False,0.0125,6,0.1,7,22.5
2235,22.35,exact,2235,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,1841.25,positive,0.003880918549215101,-77.4217000000001,False,0.0125,6,0.1,7,22.5
2305,23.05,exact,2305,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,2216.25,positive,0.006762290918348374,297.5782999999999,False,0.0125,6,0.1,7,22.5
2335,23.35,exact,2335,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,2182.5,positive,0.004610583581880157,263.8282999999999,False,0.0125,6,0.1,7,22.5
