time_key,prototype_col,Time_mapping,time_key_mpl,PBL_MPL_m,rmin_m,rmax_m,rmin_used_m,rmax_used_m,PBL_TR40_m,Chosen_mode,HWCT_peak_chosen,Delta_TR40_minus_MPL_m,NRB_all_nan,FFT_fc_cycles_per_m,FFT_order,FFT_pad_frac,HWCT_smooth_win_bins,HWCT_tol_m
0005,00.05,exact,0005,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,1620.0,positive,0.005612554709378881,-298.6717000000001,False,0.0125,6,0.1,7,22.5
0035,00.35,exact,0035,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,2182.5,positive,0.006991233030806565,263.8282999999999,False,0.0125,6,0.1,7,22.5
0105,01.05,exact,0105,1888.6925,1588.6925,2188.6925,1588.6925,2188.6925,2163.75,positive,0.007959181302607143,275.0574999999999,False,0.0125,6,0.1,7,22.5
0135,01.35,exact,0135,1858.7133,1558.7133,2158.7133000000003,1558.7133,2158.7133000000003,1638.75,positive,0.0016379477242771667,-219.9632999999999,False,0.0125,6,0.1,7,22.5
0205,02.05,exact,0205,1888.6925,1588.6925,2188.6925,1588.6925,2188.6925,1818.75,positive,0.013788789775057708,-69.94250000000011,False,0.0125,6,0.1,7,22.5
0235,02.35,exact,0235,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,1747.5,positive,0.00794454022875507,-171.1717000000001,False,0.0125,6,0.1,7,22.5
0305,03.05,exact,0305,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,1807.5,positive,0.009737370774862197,-111.1717000000001,False,0.0125,6,0.1,7,22.5
0335,03.35,exact,0335,1828.734,1528.7340000000002,2128.7340000000004,1528.7340000000002,2128.7340000000004,1612.5,positive,0.008172995096423219,-216.23399999999992,False,0.0125,6,0.1,7,22.5
0405,04.05,exact,0405,1798.7548,1498.7548,2098.7547999999997,1498.7548,2098.7547999999997,1526.25,positive,0.00601368658832524,-272.50479999999993,False,0.0125,6,0.1,7,22.5
0435,04.35,exact,0435,1798.7548,1498.7548,2098.7547999999997,1498.7548,2098.7547999999997,1687.5,positive,0.007165342036781652,-111.25479999999993,False,0.0125,6,0.1,7,22.5
0505,05.05,exact,0505,1738.7962,1438.7962,2038.7962,1438.7962,2038.7962,1942.5,positive,0.0008834834212045894,203.7038,False,0.0125,6,0.1,7,22.5
0535,05.35,exact,0535,1768.7756,1468.7756,2068.7756,1468.7756,2068.7756,1998.75,positive,0.004250077141789266,229.97440000000006,False,0.0125,6,0.1,7,22.5
0605,06.05,exact,0605,1798.7548,1498.7548,2098.7547999999997,1498.7548,2098.7547999999997,1571.25,positive,0.0060329625555551325,-227.50479999999993,False,0.0125,6,0.1,7,22.5
0635,06.35,exact,0635,1828.734,1528.7340000000002,2128.7340000000004,1528.7340000000002,2128.7340000000004,2092.5,positive,0.004804502930891269,263.7660000000001,False,0.0125,6,0.1,7,22.5
0705,07.05,exact,0705,1828.734,1528.7340000000002,2128.7340000000004,1528.7340000000002,2128.7340000000004,2013.75,positive,0.01766161242339165,185.01600000000008,False,0.0125,6,0.1,7,22.5
0735,07.35,exact,0735,1858.7133,1558.7133,2158.7133000000003,1558.7133,2158.7133000000003,2085.0,positive,0.013074584988800934,226.2867000000001,False,0.0125,6,0.1,7,22.5
0805,08.05,exact,0805,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,1717.5,positive,0.020763380240382143,-201.1717000000001,False,0.0125,6,0.1,7,22.5
0835,08.35,exact,0835,1858.7133,1558.7133,2158.7133000000003,1558.7133,2158.7133000000003,2066.25,positive,0.014446614018813383,207.5367000000001,False,0.0125,6,0.1,7,22.5
0905,09.05,exact,0905,1858.7133,1558.7133,2158.7133000000003,1558.7133,2158.7133000000003,1560.0,positive,0.015798700565177633,-298.7132999999999,False,0.0125,6,0.1,7,22.5
0935,09.35,exact,0935,1828.734,1528.7340000000002,2128.7340000000004,1528.7340000000002,2128.7340000000004,1920.0,positive,0.013128906710301199,91.26600000000008,False,0.0125,6,0.1,7,22.5
1005,10.05,exact,1005,1798.7548,1498.7548,2098.7547999999997,1498.7548,2098.7547999999997,1841.25,positive,0.015117576196776863,42.49520000000007,False,0.0125,6,0.1,7,22.5
1035,10.35,exact,1035,1858.7133,1558.7133,2158.7133000000003,1558.7133,2158.7133000000003,2130.0,positive,0.014281049479105055,271.2867000000001,False,0.0125,6,0.1,7,22.5
1105,11.05,exact,1105,1888.6925,1588.6925,2188.6925,1588.6925,2188.6925,2152.5,positive,0.023093306996299155,263.8074999999999,False,0.0125,6,0.1,7,22.5
1135,11.35,exact,1135,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,1905.0,positive,0.026335310871059878,-13.6717000000001,False,0.0125,6,0.1,7,22.5
1205,12.05,exact,1205,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,2212.5,positive,0.021669817513549124,293.8282999999999,False,0.0125,6,0.1,7,22.5
1235,12.35,exact,1235,1858.7133,1558.7133,2158.7133000000003,1558.7133,2158.7133000000003,2036.25,positive,0.02406443637700484,177.5367000000001,False,0.0125,6,0.1,7,22.5
1305,13.05,exact,1305,1858.7133,1558.7133,2158.7133000000003,1558.7133,2158.7133000000003,2156.25,positive,0.01243091740891171,297.5367000000001,False,0.0125,6,0.1,7,22.5
1335,13.35,exact,1335,1828.734,1528.7340000000002,2128.7340000000004,1528.7340000000002,2128.7340000000004,2088.75,positive,0.013323301897999431,260.0160000000001,False,0.0125,6,0.1,7,22.5
1405,14.05,exact,1405,1798.7548,1498.7548,2098.7547999999997,1498.7548,2098.7547999999997,1803.75,positive,0.017839139127692777,4.995200000000068,False,0.0125,6,0.1,7,22.5
1435,14.35,exact,1435,1768.7756,1468.7756,2068.7756,1468.7756,2068.7756,2066.25,positive,0.020945301784322995,297.47440000000006,False,0.0125,6,0.1,7,22.5
1505,15.05,exact,1505,1768.7756,1468.7756,2068.7756,1468.7756,2068.7756,1470.0,positive,0.019179832888151154,-298.77559999999994,False,0.0125,6,0.1,7,22.5
