time_key,prototype_col,Time_mapping,time_key_mpl,PBL_MPL_m,rmin_m,rmax_m,rmin_used_m,rmax_used_m,PBL_TR40_m,Chosen_mode,HWCT_peak_chosen,Delta_TR40_minus_MPL_m,NRB_all_nan,FFT_fc_cycles_per_m,FFT_order,FFT_pad_frac,HWCT_smooth_win_bins,HWCT_tol_m
0005,00.05,exact,0005,1678.8378,1378.8378,1978.8378,1378.8378,1978.8378,1522.5,positive,0.009838025256541538,-156.33780000000002,False,0.0125,6,0.1,7,22.5
0035,00.35,exact,0035,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,2152.5,positive,0.0010302953905450551,233.8282999999999,False,0.0125,6,0.1,7,22.5
0105,01.05,exact,0105,1738.7962,1438.7962,2038.7962,1438.7962,2038.7962,1511.25,positive,0.002064956711402499,-227.5462,False,0.0125,6,0.1,7,22.5
0135,01.35,exact,0135,1558.9207,1258.9207,1858.9207,1258.9207,1858.9207,1331.25,negative_fallback,-0.034119464827674584,-227.6706999999999,False,0.0125,6,0.1,7,22.5
0205,02.05,exact,0205,1528.9415,1228.9415,1828.9415,1228.9415,1828.9415,1728.75,positive,5.796432376342642e-05,199.8085000000001,False,0.0125,6,0.1,7,22.5
0235,02.35,exact,0235,1648.8585,1348.8585,1948.8585,1348.8585,1948.8585,1905.0,positive,5.70916434795149e-05,256.14149999999995,False,0.0125,6,0.1,7,22.5
0305,03.05,exact,0305,1409.0246,1109.0246,1709.0246,1109.0246,1709.0246,1267.5,positive,0.05943711942815566,-141.52459999999996,False,0.0125,6,0.1,7,22.5
0335,03.35,exact,0335,1528.9415,1228.9415,1828.9415,1228.9415,1828.9415,1297.5,positive,0.009305590249326395,-231.4414999999999,False,0.0125,6,0.1,7,22.5
0405,04.05,exact,0405,1409.0246,1109.0246,1709.0246,1109.0246,1709.0246,1597.5,positive,2.0262381930431783e-05,188.47540000000004,False,0.0125,6,0.1,7,22.5
0435,04.35,exact,0435,1349.066,1049.066,1649.066,1049.066,1649.066,1402.5,positive,0.00033478756322331826,53.43399999999997,False,0.0125,6,0.1,7,22.5
0505,05.05,exact,0505,1409.0246,1109.0246,1709.0246,1109.0246,1709.0246,1507.5,positive,0.00030261438332040633,98.47540000000004,False,0.0125,6,0.1,7,22.5
0535,05.35,exact,0535,1349.066,1049.066,1649.066,1049.066,1649.066,1485.0,positive,0.00010901188853864457,135.93399999999997,False,0.0125,6,0.1,7,22.5
0605,06.05,exact,0605,2458.2982,2158.2982,2758.2982,2158.2982,2758.2982,2437.5,positive,0.42080615127126353,-20.79820000000018,False,0.0125,6,0.1,7,22.5
0635,06.35,exact,0635,1409.0246,1109.0246,1709.0246,1109.0246,1709.0246,1657.5,positive,0.0002232964096136325,248.47540000000004,False,0.0125,6,0.1,7,22.5
0705,07.05,exact,0705,1409.0246,1109.0246,1709.0246,1109.0246,1709.0246,1706.25,positive,0.0008789521084037882,297.22540000000004,False,0.0125,6,0.1,7,22.5
0735,07.35,exact,0735,2098.5472,1798.5472,2398.5472,1798.5472,2398.5472,2351.25,positive,0.00785695100440072,252.70280000000002,False,0.0125,6,0.1,7,22.5
0805,08.05,exact,0805,2068.568,1768.5679999999998,2368.568,1768.5679999999998,2368.568,2366.25,positive,0.013631720907093074,297.6819999999998,False,0.0125,6,0.1,7,22.5
0835,08.35,exact,0835,1409.0246,1109.0246,1709.0246,1109.0246,1709.0246,1620.0,positive,0.008620296205403362,210.97540000000004,False,0.0125,6,0.1,7,22.5
0905,09.05,exact,0905,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2238.75,positive,0.006793991678448063,290.09899999999993,False,0.0125,6,0.1,7,22.5
0935,09.35,exact,0935,2638.1736,2338.1736,2938.1736,2338.1736,2938.1736,2505.0,positive,0.38075833966172107,-133.17360000000008,False,0.0125,6,0.1,7,22.5
1005,10.05,exact,1005,1439.0038,1139.0038,1739.0038,1139.0038,1739.0038,1552.5,positive,0.006767052360523291,113.49620000000004,False,0.0125,6,0.1,7,22.5
