time_key,prototype_col,Time_mapping,time_key_mpl,PBL_MPL_m,rmin_m,rmax_m,rmin_used_m,rmax_used_m,PBL_TR40_m,Chosen_mode,HWCT_peak_chosen,Delta_TR40_minus_MPL_m,NRB_all_nan,FFT_fc_cycles_per_m,FFT_order,FFT_pad_frac,HWCT_smooth_win_bins,HWCT_tol_m
0005,00.05,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1668.75,positive,0.003615983494803826,-279.90100000000007,False,0.0125,6,0.1,7,22.5
0035,00.35,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1650.0,positive,0.0032086601050317354,-298.65100000000007,False,0.0125,6,0.1,7,22.5
0105,01.05,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1991.25,positive,0.005330532101007007,42.59899999999993,False,0.0125,6,0.1,7,22.5
0135,01.35,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1661.25,positive,0.004499767640156305,-287.40100000000007,False,0.0125,6,0.1,7,22.5
0205,02.05,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2201.25,positive,0.007978866684311942,252.59899999999993,False,0.0125,6,0.1,7,22.5
0235,02.35,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1822.5,positive,0.011303761552059421,-126.15100000000007,False,0.0125,6,0.1,7,22.5
0305,03.05,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2058.75,positive,0.008572037788199302,110.09899999999993,False,0.0125,6,0.1,7,22.5
0335,03.35,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1800.0,positive,0.015848841560464844,-148.65100000000007,False,0.0125,6,0.1,7,22.5
0405,04.05,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1732.5,positive,0.005655722133330265,-216.15100000000007,False,0.0125,6,0.1,7,22.5
0435,04.35,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2246.25,positive,0.004873121782127954,297.59899999999993,False,0.0125,6,0.1,7,22.5
0505,05.05,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1822.5,positive,0.010780452686354636,-126.15100000000007,False,0.0125,6,0.1,7,22.5
0535,05.35,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1743.75,positive,0.005613369925751455,-204.90100000000007,False,0.0125,6,0.1,7,22.5
0605,06.05,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2167.5,positive,0.008202029263534916,218.84899999999993,False,0.0125,6,0.1,7,22.5
0635,06.35,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1983.75,positive,0.007919898174870849,35.09899999999993,False,0.0125,6,0.1,7,22.5
0705,07.05,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1983.75,positive,0.015006894091223619,35.09899999999993,False,0.0125,6,0.1,7,22.5
0735,07.35,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1680.0,positive,0.01788108362582469,-268.65100000000007,False,0.0125,6,0.1,7,22.5
0805,08.05,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2103.75,positive,0.021243361126771953,155.09899999999993,False,0.0125,6,0.1,7,22.5
0835,08.35,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1931.25,positive,0.01662201923548067,-17.401000000000067,False,0.0125,6,0.1,7,22.5
0905,09.05,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1983.75,positive,0.021494955485950484,35.09899999999993,False,0.0125,6,0.1,7,22.5
0935,09.35,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1950.0,positive,0.021894576655936943,1.3489999999999327,False,0.0125,6,0.1,7,22.5
1005,10.05,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2002.5,positive,0.029286232872224507,53.84899999999993,False,0.0125,6,0.1,7,22.5
1035,10.35,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2137.5,positive,0.02223854528970284,188.84899999999993,False,0.0125,6,0.1,7,22.5
1135,11.35,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2246.25,positive,0.023790854235643383,297.59899999999993,False,0.0125,6,0.1,7,22.5
1205,12.05,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2130.0,positive,0.021734560662660364,181.34899999999993,False,0.0125,6,0.1,7,22.5
1235,12.35,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2103.75,positive,0.030646713227586192,155.09899999999993,False,0.0125,6,0.1,7,22.5
1305,13.05,nearest,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2156.25,positive,0.01543988967934062,207.59899999999993,False,0.0125,6,0.1,7,22.5
1335,13.35,exact,1335,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,1983.75,positive,0.02458660393316964,35.09899999999993,False,0.0125,6,0.1,7,22.5
1405,14.05,exact,1405,1888.6925,1588.6925,2188.6925,1588.6925,2188.6925,1972.5,positive,0.014082379067367826,83.80749999999989,False,0.0125,6,0.1,7,22.5
1435,14.35,exact,1435,1858.7133,1558.7133,2158.7133000000003,1558.7133,2158.7133000000003,1807.5,positive,0.010083334676046803,-51.21329999999989,False,0.0125,6,0.1,7,22.5
1505,15.05,exact,1505,1858.7133,1558.7133,2158.7133000000003,1558.7133,2158.7133000000003,1687.5,positive,0.016421746305858197,-171.2132999999999,False,0.0125,6,0.1,7,22.5
1535,15.35,exact,1535,1798.7548,1498.7548,2098.7547999999997,1498.7548,2098.7547999999997,1815.0,positive,0.01485727841147444,16.245200000000068,False,0.0125,6,0.1,7,22.5
1605,16.05,exact,1605,1828.734,1528.7340000000002,2128.7340000000004,1528.7340000000002,2128.7340000000004,1998.75,positive,0.01948180972373114,170.01600000000008,False,0.0125,6,0.1,7,22.5
1635,16.35,exact,1635,1828.734,1528.7340000000002,2128.7340000000004,1528.7340000000002,2128.7340000000004,2115.0,positive,0.01647150842930466,286.2660000000001,False,0.0125,6,0.1,7,22.5
1705,17.05,exact,1705,1768.7756,1468.7756,2068.7756,1468.7756,2068.7756,1811.25,positive,0.018210955722531813,42.47440000000006,False,0.0125,6,0.1,7,22.5
