bin_index,range_m,analog,analog_sterr,photon_counting,pc_sterr,overflow_info,photon_counting_shifted,pc_sterr_shifted,SNR_analog,SNR_Photon,photon_deadtime_corr_hz,photon_deadtime_corr,analog_bg_corr,photon_bg_corr,afterpulse_profile,photon_APcorr,analog_scaled_for_glue,weight_w,merged_sig,overlap_func,merged_counts_ovcorr,range2_corrected_counts,range2_corrected_counts_overlap,nrb,range2_norm
0,0.0,120.729,0.140312,183.027,0.845733,0.0,183.027,0.845733,860.4324647927476,216.4122719581712,416029663.1306938,416.0296631306938,109.1762927072927,152.76587540607437,38.0,378.0296631306938,916.4432029242289,0.0,916.4432029242289,0.2,4582.2160146211445,0.0,0.0,0.0,0.0
1,3.75,119.684,0.135631,185.217,0.870356,0.0,185.217,0.870356,882.4236347147776,212.80602420159107,427519893.43082726,427.51989343082727,108.1312927072927,164.25610570620785,36.06328740122878,391.4566060295985,910.618367697449,0.0,910.618367697449,0.2,4553.091838487245,12805.570795745376,64027.85397872688,512222.831829815,1.849554031679593e-07
2,7.5,111.736,0.141952,185.619,0.880957,0.0,185.619,0.880957,787.1393146979261,210.70154388920233,429667782.7472063,429.6677827472063,100.18329270729271,166.40399502258686,34.23847134592593,395.42931140128036,866.316175943912,0.0,866.316175943912,0.2,4331.58087971956,48730.28489684505,243651.42448422522,1949211.3958738018,7.038287971185182e-07
3,11.25,103.836,0.116972,190.0,0.859754,0.0,190.0,0.859754,887.6996204219813,220.99344696273585,453893932.1548017,453.89393215480175,92.2832927072927,190.63014443018233,32.51885340007681,421.37507875472494,822.2815364304568,0.0,822.2815364304568,0.2,4111.407682152283,104070.00695447969,520350.0347723983,4162800.2781791873,1.5031200405649495e-06
4,15.0,102.499,0.116081,188.93,0.880957,0.0,188.93,0.880957,882.9954945253745,214.45995661536261,447834923.3017805,447.8349233017805,90.9462927072927,184.5711355771611,30.898139760816136,416.93678354096437,814.8290917431796,0.0,814.8290917431796,0.2,4074.145458715898,183336.5456422154,916682.728211077,7333461.825688616,2.6479947872330024e-06
5,18.75,99.165,0.11583,188.01,0.889849,0.0,188.01,0.889849,856.1253561253561,211.28303790867886,442700006.1692145,442.7000061692145,87.61229270729271,179.43621844459506,29.370416759027677,413.3295894101868,796.2453590675011,0.0,796.2453590675011,0.2,3981.2267953375053,279930.00904716837,1399650.0452358418,11197200.361886734,4.043128456197479e-06
6,22.5,96.0322,0.108675,190.05,0.889507,0.0,190.05,0.889507,883.6641361858753,213.65767779230518,454179382.33515835,454.1793823351583,84.4794927072927,190.9155946105389,27.930127845898994,426.24925448925933,778.7831161981655,0.0,778.7831161981655,0.2,3893.9155809908275,394258.9525753213,1971294.7628766063,15770358.103012852,5.694421958166326e-06
7,26.25,95.2043,0.110242,189.866,0.877879,0.0,189.866,0.877879,863.5937301572903,216.27809755102928,453129953.6402517,453.1299536402517,83.6515927072927,189.86616591563228,26.572051973526886,426.55790166672483,774.1683974572554,0.0,774.1683974572554,0.2,3870.841987286277,533450.4113728901,2667252.05686445,21338016.4549156,7.704813590844988e-06
8,30.0,93.7469,0.112466,190.786,0.884377,0.0,190.786,0.884377,833.5576974374477,215.72926478187472,458405491.0435699,458.4054910435699,82.1941927072927,195.14170331895048,25.29128328511626,433.11420775845363,766.044842567773,0.0,766.044842567773,0.2,3830.224212838865,689440.3583109957,3447201.791554978,27577614.33243983,9.957831748822894e-06
9,33.75,91.8797,0.116102,189.164,0.854624,0.0,189.164,0.854624,791.3705190263734,221.3417830531321,449151929.05202174,449.1519290520217,80.3269927072927,185.8881413274023,24.083212035431963,425.06871701658974,755.637060428593,0.0,755.637060428593,0.2,3778.185302142965,860717.8391444442,4303589.195722221,34428713.56577776,1.2431653183761822e-05
